,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59397.304513900075,1643304510115015020,1,1643304510115,20.699652,1,1643,8.87204,16.509901,16.5363,0.041982397,0.0109,294.498243,52.4754841,0.91,t17_f5_c3,0.99999285,16.527,0.0127,799120101,True,False,False,correction_0.0.1,0.0
1,ztf,59397.36202549981,1643362020115015022,2,1643362020115,20.620949,1,1643,13.3110695,16.727722,16.7424,0.04529702,0.0138,294.4982467,52.4755038,0.8485714,t17_f5_c3,0.9904537,16.722,0.0164,799120201,True,False,False,correction_0.0.1,0.0
2,ztf,59400.34261569986,1646342610115015006,2,1646342610115,20.244858,1,1646,13.380223,17.52451,17.5769,0.06868932,0.0287,294.4982435,52.4754853,0.32,t17_f5_c3,0.93369097,17.5579,0.0352,799120201,True,False,False,correction_0.0.1,0.0
3,ztf,59400.362997699995,1646362990115015022,1,1646362990115,20.582663,1,1646,8.827823,17.234882,17.2581,0.040318187,0.0194,294.4982479,52.475496,0.92714286,t17_f5_c3,1.0,17.231,0.0232,799120101,True,False,False,correction_0.0.1,0.0
4,ztf,59402.322800899856,1648322800115015014,1,1648322800115,20.59961,1,1648,8.857574,17.566666,17.5856,0.04906053,0.025,294.4982415,52.475488,0.93714285,t17_f5_c3,0.9999999,17.5977,0.0313,799120101,True,False,False,correction_0.0.1,0.0
5,ztf,59402.393645800184,1648393640115015011,2,1648393640115,20.110672,1,1648,13.311469,17.73298,17.7425,0.058207564,0.0364,294.4982648,52.4755076,0.9085714,t17_f5_c3,0.999997,17.7235,0.0451,799120201,True,False,False,correction_0.0.1,0.0
6,ztf,59404.30815970013,1650308150115015022,2,1650308150115,20.460295,1,1650,13.303211,17.906063,17.9722,0.06026425,0.0415,294.4982594,52.4755066,0.93285716,t17_f5_c3,0.99999356,17.9413,0.0507,799120201,True,False,False,correction_0.0.1,0.0
7,ztf,59404.344722200185,1650344720115015014,1,1650344720115,20.650126,1,1650,8.817147,17.853472,17.8495,0.06144342,0.0325,294.4982562,52.4754962,0.93857145,t17_f5_c3,0.9999993,17.8023,0.0388,799120101,True,False,False,correction_0.0.1,0.0
8,ztf,59406.34682870004,1652346820115015041,2,1652346820115,20.412992,1,1652,13.395797,18.035275,17.9228,0.0484049,0.0421,294.4982504,52.4754814,0.92142856,t17_f5_c3,0.99999857,17.9214,0.0529,799120201,True,False,False,correction_0.0.1,0.0
9,ztf,59408.320543999784,1654320540115015005,2,1654320540115,20.114637,1,1654,13.32025,18.259178,18.2801,0.07313188,0.0679,294.4982326,52.4754987,0.6528571,t17_f5_c3,0.99957013,18.2698,0.0856,799120201,True,False,False,correction_0.0.1,0.0
10,ztf,59408.35356480023,1654353560115015021,1,1654353560115,20.626741,1,1654,8.806165,18.309381,18.3204,0.07065857,0.0531,294.4982697,52.4754988,0.93285716,t17_f5_c3,0.99985564,18.322,0.0668,799120101,True,False,False,correction_0.0.1,0.0
11,ztf,59410.38515050011,1656385150115015011,2,1656385150115,20.540281,1,1656,13.341443,18.53267,18.5911,0.071828835,0.0712,294.4982587,52.4754971,0.92,t17_f5_c3,0.99999976,18.5624,0.0879,799120201,True,False,False,correction_0.0.1,0.0
12,ztf,59412.34175929986,1658341750115015018,1,1658341750115,20.10987,1,1658,8.830313,18.59399,18.5511,0.11019068,0.1042,294.4982704,52.4754928,0.92,t17_f5_c3,0.9999995,18.5056,0.1273,799120101,True,False,False,correction_0.0.1,0.0
13,ztf,59412.36663189996,1658366630115015021,2,1658366630115,20.556509,1,1658,13.3384695,18.711224,18.5698,0.087882124,0.0685,294.4982644,52.4755,0.8428571,t17_f5_c3,0.99672806,18.5672,0.0868,799120201,True,False,False,correction_0.0.1,0.0
14,ztf,59415.372222200036,1661372220115015015,2,1661372220115,20.24843,1,1661,13.287978,18.947,19.0009,0.10643797,0.1257,294.4982435,52.4755104,0.9185714,t17_f5_c3,0.9999791,18.9497,0.1533,799120201,True,False,False,correction_0.0.1,0.0
15,ztf,59415.426388899796,1661426380115015018,1,1661426380115,20.577652,1,1661,8.853531,18.946606,19.0568,0.08705629,0.0991,294.4982761,52.475486,0.94142854,t17_f5_c3,0.9999999,19.0981,0.131,799120101,True,False,False,correction_0.0.1,0.0
16,ztf,59418.32693290012,1664326930115015002,1,1664326930115,19.351126,1,1664,8.981506,18.99978,19.2194,0.16839315,0.3798,294.4982474,52.4754506,0.6457143,t17_f5_c3,0.99994844,19.3384,0.5447,799120101,True,False,False,correction_1.0.6,0.0
17,ztf,59422.39445600007,1668394450115015008,2,1668394450115,20.208307,1,1668,13.355266,19.312887,19.1372,0.117881514,0.1554,294.4983031,52.4755016,0.8371429,t17_f5_c3,0.9977771,18.9312,0.1649,799120201,True,False,False,correction_1.0.6,0.0
