,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion
0,ztf,58300.310023100115,546310025715010005,1,546310025715,19.667936,-1,546,0.53583956,16.199957,12.536562,16.644,0.16192567,100.0,0.005545719,0.0438,244.7039442,72.736784,0.37666667,0.0,16.6496,0.0474,847120157,True,True,False,bulk_1.0.0,0.0,0.0,
1,ztf,58688.329502299894,934329501515015019,1,934329501515,19.919144,1,934,0.684839,15.159858,12.423917,15.0944,0.019280132,100.0,0.0015514346,0.0121,244.704719,72.7367444,0.6157143,0.45296565,15.0939,0.0126,864120115,False,True,False,bulk_1.0.0,0.0,9.592216457150152e+17,t17_f5_c3
2,ztf,58694.30844909977,940308441515015143,1,940308441515,19.856833,1,940,0.34925258,14.198532,12.306133,14.1172,0.035923105,100.0,0.006286577,0.0057,244.7045032,72.7368137,0.62714285,0.9902152,14.1126,0.0059,864120115,False,True,False,bulk_1.0.0,0.0,9.592216457150152e+17,t17_f5_c3
3,ztf,58713.22164350003,959221645715015155,1,959221645715,18.300486,1,959,0.11430291,14.246413,12.301878,14.2852,0.024872648,100.0,0.0041486616,0.0132,244.7043795,72.7368804,0.4942857,0.6158437,14.2798,0.0154,847120157,False,True,False,bulk_1.0.0,0.0,9.5922506151501e+17,t17_f5_c3
4,ztf,58713.22506939992,959225061515010040,1,959225061515,18.514193,-1,959,0.102787785,14.169132,12.781906,14.1554,0.03316166,100.0,0.009241571,0.0095,244.704228,72.7369102,0.5985714,0.6833409,14.1474,0.0111,864120115,True,True,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
5,ztf,58758.18768520001,1004187681515015002,1,1004187681515,19.976269,1,1004,0.3600844,16.370485,12.4842825,16.5355,0.055084433,100.0,0.0015365543,0.0403,244.7041532,72.7367905,0.27714285,0.05113044,16.5507,0.0426,864120115,True,True,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
6,ztf,58781.166759300046,1027166755715010018,1,1027166755715,19.192602,-1,1027,1.4663893,16.43577,,16.8588,0.098972216,,,0.0545,244.70303,72.7370745,0.44428572,0.17557198,16.8318,0.0568,847120157,True,False,True,bulk_1.0.0,0.0,0.0,t17_f5_c3
7,ztf,58877.541203700006,1123541201515015006,1,1123541201515,20.082952,1,1123,1.2990274,16.504316,12.487801,16.9847,0.05775731,100.0,0.0014288964,0.0541,244.7052403,72.7366583,0.2742857,0.06285921,16.9921,0.056,864120115,True,True,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
8,ztf,58903.53450229997,1149534505715010018,1,1149534505715,20.633867,-1,1149,0.76641667,16.598757,12.525191,16.9322,0.058070906,100.0,0.0013631147,0.0485,244.7035786,72.7368378,0.18,0.02727327,16.9383,0.0497,847120157,True,True,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
9,ztf,58939.44673610013,1185446735715010005,1,1185446735715,18.808353,-1,1185,0.72458845,15.847014,12.5509405,16.1864,0.15284224,100.0,0.0073419935,0.0559,244.7037809,72.7367555,0.2657143,0.00507662,16.1768,0.0613,847120157,True,True,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
10,ztf,59026.241493099835,1272241491515015019,1,1272241491515,19.221167,1,1272,0.66879195,14.810153,12.391213,14.8682,0.051256724,100.0,0.005523001,0.0148,244.7048895,72.7368385,0.56857145,0.22552392,14.8655,0.0159,864120115,True,True,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
11,ztf,59276.44975689985,1522449755715010001,1,1522449755715,19.800621,-1,1522,0.9416153,16.532034,12.526808,16.7084,0.05649833,100.0,0.0014123592,0.0428,244.7034928,72.7367732,0.16285715,0.00576416,16.7071,0.0456,847120157,True,True,False,correction_0.0.1,0.0,,t17_f5_c3
12,ztf,59490.19939809991,1736199391515015090,1,1736199391515,17.477333,1,1736,0.3990956,12.709083,11.855135,12.7111,0.019942682,100.0,0.009082482,0.006,244.7046013,72.7368279,0.54,0.8329898,12.7009,0.007,864120115,True,True,False,correction_1.0.6,0.0,,t17_f5_c3
13,ztf,59490.19987270003,1736199875715015022,1,1736199875715,18.2522,1,1736,0.7662793,14.373461,12.3220625,14.4889,0.040029272,100.0,0.0060508796,0.0161,244.7049951,72.7368533,0.48714286,0.39368778,14.4935,0.0186,847120157,True,True,False,correction_1.0.6,0.0,,t17_f5_c3
