,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59382.34166669985,1628341662615015011,2,1628341662615,20.3046,1,1628,6.91509,20.6011,20.3614,0.30628,0.4292,269.7031459,74.7050055,0.332857,t17_f5_c3,20.1449,0.4515,False,False,False,correction_0.0.1,0.0,,
1,ztf,59386.34694440011,1632346942615015003,1,1632346942615,19.7138,1,1632,3.6747,20.0033,19.7284,0.23728,0.3538,269.7035319,74.7049271,0.422857,t17_f5_c3,19.7422,0.4599,False,False,False,correction_0.0.1,0.0,,
2,ztf,59386.37401620019,1632374012615015005,2,1632374012615,19.908,1,1632,6.79849,20.1994,20.5704,0.258009,0.6686,269.7033387,74.7049484,0.45,t17_f5_c3,20.5563,0.8485,False,False,False,correction_0.0.1,0.0,,
3,ztf,59390.335208300035,1636335202615015008,2,1636335202615,19.7647,1,1636,7.0575,19.9829,19.495,0.251009,0.3117,269.7029952,74.7049998,0.175714,t17_f5_c3,19.4397,0.3807,False,False,False,correction_0.0.1,0.0,,
4,ztf,59392.27959490009,1638279592615015008,1,1638279592615,19.7551,1,1638,3.93692,20.1721,19.4895,0.25863,0.2947,269.7027392,74.7050857,0.208571,t17_f5_c3,19.4505,0.3649,False,False,False,correction_0.0.1,0.0,,
5,ztf,59392.36438659998,1638364382615015007,2,1638364382615,19.9652,1,1638,6.58937,19.8429,20.7373,0.225369,0.8186,269.7034582,74.7050471,0.402857,t17_f5_c3,20.4513,0.8082,False,False,False,correction_0.0.1,0.0,,
6,ztf,59394.3268519002,1640326852615015006,2,1640326852615,19.7107,1,1640,7.0643,19.9575,19.3031,0.311714,0.2885,269.7030834,74.7049249,0.15,t17_f5_c3,19.1022,0.308,False,False,False,correction_0.0.1,0.0,,
7,ztf,59394.34383099992,1640343832615015003,1,1640343832615,19.7753,1,1640,3.44987,20.0255,19.9244,0.276023,0.47,269.7032846,74.7051147,0.524286,t17_f5_c3,19.5495,0.4273,False,False,False,correction_0.0.1,0.0,,
8,ztf,59396.35273149982,1642352732615015014,2,1642352732615,20.278389,1,1642,6.829261,20.023773,19.7427,0.20172994,0.2477,269.7032151,74.7050284,0.39857143,t17_f5_c3,19.6689,0.2968,True,False,False,correction_0.0.1,0.0,0.9992198,865120226.0
9,ztf,59399.30787040014,1645307872615015013,1,1645307872615,20.49531,1,1645,3.6511075,20.065372,19.9053,0.16754821,0.2118,269.7033505,74.7049954,0.7557143,t17_f5_c3,19.7242,0.2296,True,False,False,correction_0.0.1,0.0,0.9996931,865120126.0
10,ztf,59399.3478472,1645347842615015010,2,1645347842615,20.495537,1,1645,6.643144,20.06538,20.0357,0.18112679,0.263,269.7034372,74.7050153,0.6028572,t17_f5_c3,20.2212,0.3997,True,False,False,correction_0.0.1,0.0,0.99951726,865120226.0
11,ztf,59401.35112270014,1647351122615015008,2,1647351122615,20.52447,1,1647,6.7654576,20.156645,20.2669,0.20474331,0.3138,269.7033315,74.704989,0.5857143,t17_f5_c3,20.1499,0.3615,True,False,False,correction_0.0.1,0.0,0.9962318,865120226.0
12,ztf,59401.36459490005,1647364592615015013,1,1647364592615,20.3273,1,1647,3.66349,20.1802,19.7697,0.194853,0.1946,269.7034817,74.70495,0.364286,t17_f5_c3,19.6321,0.2197,False,False,False,correction_0.0.1,0.0,,
13,ztf,59403.328009299934,1649328002615015011,2,1649328002615,20.354053,1,1649,6.828343,20.03834,19.7291,0.14114211,0.2235,269.7032807,74.7049724,0.48714286,t17_f5_c3,19.5111,0.2345,True,False,False,correction_0.0.1,0.0,0.9960097,865120226.0
