,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,59130.418807900045,1376418805715015006,2,1376418805715,19.8918,1,1376,0.379651,19.6943,18.96873,19.2436,0.213634,0.10839079,0.109507225,0.2004,36.5998306,-21.0563395,0.557143,t17_f5_c3,19.2381,0.2555,False,True,False,bulk_1.0.0,0.0,1.383358425715015e+18,,
1,ztf,59134.39827550016,1380398275715015012,1,1380398275715,19.9195,1,1380,0.325266,19.6805,18.945038,19.7497,0.218243,0.10999557,0.110855065,0.256,36.5999282,-21.0561317,0.87,t17_f5_c3,19.5168,0.2646,False,True,False,bulk_1.0.0,0.0,1.383358425715015e+18,,
2,ztf,59134.41981479991,1380419815715015003,2,1380419815715,19.707684,1,1380,0.40542528,19.440712,18.831375,19.412,0.14762025,0.0830903,0.08421926,0.2444,36.5997386,-21.0561837,0.92,t17_f5_c3,19.6303,0.3827,False,True,False,bulk_1.0.0,0.0,1.383358425715015e+18,0.99987763,250120257.0
3,ztf,59137.358425899874,1383358425715015007,2,1383358425715,20.029352,1,1383,0.16748054,19.556578,18.895956,19.5901,0.1676925,0.09008362,0.09125681,0.267,36.599848,-21.0561868,0.9257143,t17_f5_c3,19.8602,0.4383,False,True,False,bulk_1.0.0,0.0,1.410371755715015e+18,0.98681843,250120257.0
4,ztf,59137.4036921002,1383403695715015009,1,1383403695715,20.103895,1,1383,0.022555482,19.649778,18.929325,19.4642,0.1612202,0.081912555,0.08303055,0.1838,36.5998617,-21.0562057,0.9071429,t17_f5_c3,19.515,0.2459,False,True,False,bulk_1.0.0,0.0,1.410371755715015e+18,0.99999,250120157.0
5,ztf,59139.35523150023,1385355235715015009,2,1385355235715,20.050205,1,1385,0.043851428,19.498558,18.863998,19.396,0.17535922,0.09671588,0.09774736,0.225,36.5998353,-21.0562267,0.92,t17_f5_c3,19.2836,0.2597,False,True,False,bulk_1.0.0,0.0,1.410371755715015e+18,0.99999917,250120257.0
6,ztf,59141.31650459999,1387316505715015011,1,1387316505715,20.136728,1,1387,0.18351386,19.64071,18.924644,19.8968,0.20048246,0.10278375,0.10366929,0.2803,36.5999161,-21.0562112,0.9142857,t17_f5_c3,19.6777,0.2929,False,True,False,bulk_1.0.0,0.0,1.417307655715015e+18,0.99993205,250120157.0
7,ztf,59143.32342590019,1389323425715015007,2,1389323425715,20.31818,1,1389,0.15164125,19.61863,18.929285,19.7918,0.15253843,0.07943134,0.080842786,0.24,36.5998337,-21.0561935,0.93714285,t17_f5_c3,19.6771,0.2762,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,0.99999803,250120257.0
8,ztf,59143.36624999996,1389366245715015009,1,1389366245715,20.510508,1,1389,0.1389272,19.686392,18.948027,19.5014,0.17272171,0.08640098,0.08749856,0.1349,36.5998796,-21.056235,0.7114286,t17_f5_c3,19.4207,0.1593,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,0.99752164,250120157.0
9,ztf,59145.33597220015,1391335975715015013,2,1391335975715,20.40699,1,1391,0.17781699,19.65846,18.950212,19.519,0.13481241,0.068520434,0.07021509,0.1757,36.5998861,-21.0562016,0.9342857,t17_f5_c3,19.4774,0.2157,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,0.999972,250120257.0
10,ztf,59150.292963000014,1396292965715015001,2,1396292965715,19.2823,1,1396,0.189221,19.7122,18.977869,19.4393,0.302115,0.15280989,0.15361725,0.3777,36.5998447,-21.056287,0.74,t17_f5_c3,19.2796,0.419,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,,
11,ztf,59151.292384299915,1397292385715015002,1,1397292385715,18.9705,1,1397,0.408455,19.3939,18.790047,19.3275,0.289103,0.16534129,0.16577218,0.4149,36.5997715,-21.0561217,0.667143,t17_f5_c3,19.5115,0.6311,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,,
12,ztf,59156.342719899956,1402342715715015005,1,1402342715715,19.3593,1,1402,0.421508,19.5651,18.88489,19.3039,0.259314,0.1379789,0.13859326,0.3243,36.5999002,-21.0563126,0.758571,t17_f5_c3,19.6042,0.5485,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,,
13,ztf,59158.29107639985,1404291075715015004,1,1404291075715,19.2772,1,1404,0.287317,19.6953,18.95253,19.7659,0.331741,0.16679943,0.16737534,0.4125,36.5999344,-21.0561548,0.745714,t17_f5_c3,19.3197,0.3516,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,,
14,ztf,59158.33523150021,1404335235715015004,2,1404335235715,19.214657,1,1404,0.6961171,19.347069,18.776966,19.3242,0.2109214,0.1240745,0.12476119,0.2948,36.5998741,-21.0560395,0.61,t17_f5_c3,19.0885,0.3045,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,0.9896469,250120257.0
15,ztf,59164.37175930012,1410371755715015006,1,1410371755715,19.93145,1,1410,0.14364399,19.697311,18.953545,19.4972,0.19935893,0.09952742,0.100491434,0.2098,36.5998768,-21.0562375,0.8257143,t17_f5_c3,19.3967,0.2448,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,0.9988328,250120157.0
16,ztf,59165.31484950008,1411314845715015007,2,1411314845715,20.046944,1,1411,0.50160354,19.780918,19.012266,19.8473,0.21672502,0.105528295,0.10676985,0.2934,36.5999455,-21.0561263,0.9071429,t17_f5_c3,19.6895,0.3251,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,0.9951191,250120257.0
17,ztf,59167.32061340008,1413320615715015007,2,1413320615715,19.7045,1,1413,0.340999,19.7223,18.982992,19.8354,0.222312,0.11140746,0.112522736,0.3276,36.5999157,-21.0561613,0.702857,t17_f5_c3,19.4321,0.29,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,,
18,ztf,59168.2512730998,1414251275715015010,1,1414251275715,20.242344,1,1414,0.019162659,19.514488,18.857548,19.3771,0.15934248,0.0860737,0.08700718,0.1501,36.5998606,-21.0562046,0.8914286,t17_f5_c3,19.3163,0.1811,False,True,False,bulk_1.0.0,0.0,1.417322915715015e+18,0.9998775,250120157.0
