,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
0,ztf,59497.30329860002,1743303292515015018,2,1743303292515,20.400717,1,1743,1.5029444,19.842922,19.8862,0.17020819,0.2502,0.6061909,11.3020644,0.89428574,t17_f5_c3,0.9994415,19.802,0.2923,499120225.0,True,False,False,correction_1.0.6,0.0,,,,
1,ztf,59502.34052080009,1748340522515015006,2,1748340522515,19.820656,1,1748,1.1357994,19.567587,19.6595,0.19064939,0.2909,0.6060776,11.3020409,0.9042857,t17_f5_c3,0.9999746,19.5521,0.3356,499120225.0,True,True,True,correction_1.0.6,0.0,18.138182,100.0,0.0511062,
2,ztf,59502.391875000205,1748391872515015004,1,1748391872515,19.951424,1,1748,1.0619326,19.514683,19.444,0.18085974,0.1748,0.6060991,11.3022199,0.8428571,t17_f5_c3,0.99950284,19.4912,0.2321,499120125.0,True,True,False,correction_1.0.6,0.0,18.70009,0.06756374,0.08540923,
3,ztf,59504.231099499855,1750231092515015003,1,1750231092515,19.710308,1,1750,0.66140133,19.56635,19.6198,0.19742358,0.398,0.6060924,11.3020935,0.7785714,t17_f5_c3,0.99910915,19.3535,0.3992,499120125.0,True,True,False,correction_1.0.6,0.0,18.724184,0.073538,0.09089335,
4,ztf,59512.15315969987,1758153152515015009,2,1758153152515,20.5794,1,1758,1.4149,19.7027,19.8176,0.09946,0.2298,0.6061432,11.3020887,0.927143,t17_f5_c3,,19.7876,0.282,,False,False,False,correction_1.0.6,0.0,,,,1.764269782515015e+18
5,ztf,59512.218078699894,1758218072515015007,1,1758218072515,20.2148,1,1758,0.730035,20.078,19.7875,0.168071,0.2773,0.6060819,11.3021243,0.845714,t17_f5_c3,,19.5232,0.2779,,False,True,False,correction_1.0.6,0.0,18.930428,100.0,0.058406927,1.764269782515015e+18
6,ztf,59518.26978009986,1764269782515015011,1,1764269782515,21.013718,1,1764,0.5643072,20.583532,20.6868,0.18651299,0.3296,0.6061236,11.3020181,0.88285714,t17_f5_c3,0.99996257,20.649,0.4,499120125.0,True,True,False,correction_1.0.6,0.0,19.080833,100.0,0.04673365,
7,ztf,59521.21155089978,1767211552515015007,1,1767211552515,20.5758,1,1767,0.426685,20.7364,20.7198,0.305975,0.4013,0.6060515,11.3020421,0.852857,t17_f5_c3,,20.7967,0.5461,,False,True,False,correction_1.0.6,0.0,19.117165,100.0,0.068863854,1.767254002515015e+18
8,ztf,59521.25400459999,1767254002515015015,2,1767254002515,20.622759,1,1767,1.342663,20.08529,19.9427,0.12390999,0.235,0.6060837,11.3021197,0.92142856,t17_f5_c3,0.99999785,19.93,0.2919,499120225.0,True,True,True,correction_1.0.6,0.0,18.254583,100.0,0.02295215,
9,ztf,59523.227580999956,1769227582515015011,2,1769227582515,20.631456,1,1769,1.368769,20.18536,20.5119,0.14623456,0.3962,0.6061306,11.3020808,0.9114286,t17_f5_c3,0.9999937,20.4021,0.4509,499120225.0,True,True,True,correction_1.0.6,0.0,18.272436,100.0,0.025111973,
10,ztf,59527.19020830002,1773190202515015006,2,1773190202515,20.360508,1,1773,1.5843799,20.193054,19.8181,0.18674274,0.2529,0.6061871,11.302111,0.8414286,t17_f5_c3,0.9999769,19.8011,0.3154,499120225.0,True,False,False,correction_1.0.6,0.0,,,,
