,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59484.38238430023,1730382383715015002,1,1730382383715,20.0231,1,1730,1.49896,20.1584,19.6582,0.29257,0.3071,33.9784517,6.0070944,0.437143,t17_f5_c3,19.5267,0.3493,False,False,False,correction_1.0.6,0.0,1.734350373715015e+18,,,,,
1,ztf,59486.306284700055,1732306283715015008,2,1732306283715,19.86,1,1732,1.28118,20.1737,20.0289,0.222114,0.3578,33.9783203,6.0072432,0.554286,t17_f5_c3,20.0245,0.4567,False,True,False,correction_1.0.6,0.0,1.734350373715015e+18,19.506618,0.11650852,0.12015542,,
2,ztf,59488.35037040012,1734350373715015010,2,1734350373715,20.3383,1,1734,0.99749476,19.841982,20.1245,0.17474188,0.3249,33.9784106,6.0071399,0.81142855,t17_f5_c3,20.015,0.3761,True,True,False,correction_1.0.6,0.0,,19.31474,0.10466623,0.1075227,0.9999861,451120237.0
3,ztf,59488.36512729991,1734365123715015009,1,1734365123715,20.510866,1,1734,1.361032,19.964672,19.7279,0.19440424,0.1901,33.978487,6.0071387,0.81857145,t17_f5_c3,19.7494,0.248,True,True,True,correction_1.0.6,0.0,,19.690287,0.15005943,0.1509912,0.9999976,451120137.0
4,ztf,59490.310080999974,1736310083715015003,2,1736310083715,20.18312,1,1736,0.9366074,19.810972,19.6708,0.17974828,0.2753,33.9784334,6.0071259,0.6542857,t17_f5_c3,19.3439,0.2612,True,True,False,correction_1.0.6,0.0,,19.295555,0.10916678,0.11181435,0.99986196,451120237.0
5,ztf,59496.36233799998,1742362333715015009,1,1742362333715,20.454407,1,1742,1.4676145,19.87255,19.673,0.1805262,0.1762,33.9784566,6.0071154,0.7985714,t17_f5_c3,19.5848,0.2078,True,False,False,correction_1.0.6,0.0,,,,,0.9999565,451120137.0
6,ztf,59496.399733799975,1742399733715015007,2,1742399733715,20.249897,1,1742,0.8603377,19.88382,19.5153,0.19695395,0.1844,33.9784459,6.0071582,0.5914286,t17_f5_c3,19.6077,0.2568,True,True,False,correction_1.0.6,0.0,,19.340292,0.116694964,0.119386084,0.999583,451120237.0
7,ztf,59498.358634300064,1744358633715015012,2,1744358633715,20.416353,1,1744,0.98940486,19.910406,19.7485,0.14247079,0.2242,33.9784101,6.0071525,0.85571426,t17_f5_c3,19.8956,0.3285,True,True,False,correction_1.0.6,0.0,,19.35633,0.08161025,0.08552546,0.9999575,451120237.0
8,ztf,59502.374050899874,1748374053715015014,2,1748374053715,20.144726,1,1748,1.2536461,19.865705,19.6166,0.17705639,0.2016,33.9783334,6.0071517,0.68714285,t17_f5_c3,19.3327,0.1987,True,True,False,correction_1.0.6,0.0,,19.329275,0.10510792,0.10802887,0.99309295,451120237.0
9,ztf,59502.41527780006,1748415273715015011,1,1748415273715,20.1071,1,1748,1.43624,19.9138,19.7938,0.231278,0.2074,33.9784658,6.0071396,0.562857,t17_f5_c3,19.7028,0.2442,False,False,False,correction_1.0.6,0.0,1.763352933715015e+18,,,,,
10,ztf,59504.341030099895,1750341033715015009,2,1750341033715,19.4089,1,1750,1.15288,19.7424,19.2835,0.199531,0.3971,33.9783933,6.007067,0.438571,t17_f5_c3,19.0554,0.4139,False,True,False,correction_1.0.6,0.0,1.763352933715015e+18,19.252392,0.12491506,0.12705952,,
11,ztf,59504.40271990001,1750402713715015004,1,1750402713715,19.7432,1,1750,1.31854,19.9346,19.6013,0.31774,0.3644,33.9785002,6.0071565,0.431429,t17_f5_c3,19.1404,0.3065,False,True,True,correction_1.0.6,0.0,1.763352933715015e+18,19.666859,0.24775752,0.24829912,,
12,ztf,59517.352939799894,1763352933715015016,2,1763352933715,20.609201,1,1763,0.9836195,20.655865,21.2455,0.19706154,0.7781,33.9784101,6.0071577,0.73571426,t17_f5_c3,20.6412,0.5719,True,True,False,correction_1.0.6,0.0,,19.74076,0.07660267,0.08483215,0.99989045,451120237.0
13,ztf,59521.27578700008,1767275783715015011,2,1767275783715,20.589378,1,1767,0.98676157,20.633652,21.2912,0.17146997,0.7992,33.9784168,6.0071323,0.70714283,t17_f5_c3,20.5177,0.503,True,True,False,correction_1.0.6,0.0,,19.731144,0.065355964,0.07467661,0.9999791,451120237.0
