,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,59621.511759299785,1867511752315015009,1,1867511752315,20.1524,1,1867,2.31142,19.1103,19.0196,0.106854,0.103,275.9332597,60.609227,0.758571,t17_f5_c3,19.0401,0.1334,False,False,False,correction_1.0.6,0.0,1.871454812315015e+18,,
1,ztf,59621.511759299785,1867511752315025010,1,1867511752315,20.154,1,1867,2.31459,19.1322,19.1235,0.113123,0.1131,275.9332614,60.6092264,0.782857,t17_f5_c3,19.2182,0.1567,False,False,False,correction_1.0.6,0.0,1.876448122315015e+18,,
2,ztf,59621.53390049981,1867533902315025006,2,1867533902315,20.1441,1,1867,1.72963,19.0527,19.1069,0.103835,0.1285,275.933184,60.609274,0.885714,t17_f5_c3,19.1613,0.1721,False,False,False,correction_1.0.6,0.0,1.876448122315015e+18,,
3,ztf,59621.53390049981,1867533902315015008,2,1867533902315,20.1387,1,1867,1.72922,19.0422,19.0876,0.098843,0.1268,275.9331844,60.6092774,0.878571,t17_f5_c3,19.1464,0.1705,False,False,False,correction_1.0.6,0.0,1.871454812315015e+18,,
4,ztf,59623.474919000175,1869474912315015002,2,1869474912315,19.8217,1,1869,1.89134,19.0694,18.8629,0.115578,0.1587,275.9332667,60.6092323,0.93,t17_f5_c3,19.143,0.2627,False,False,False,correction_1.0.6,0.0,1.871454812315015e+18,,
5,ztf,59623.489444400184,1869489442315015006,1,1869489442315,19.5151,1,1869,2.23618,19.123,19.2639,0.171407,0.2575,275.933213,60.6091853,0.841429,t17_f5_c3,19.2231,0.318,False,False,False,correction_1.0.6,0.0,1.871454812315015e+18,,
6,ztf,59625.45481480006,1871454812315015004,2,1871454812315,19.419996,1,1871,2.0529504,19.231298,19.4203,0.16484796,0.343,275.9333622,60.6092181,0.87,t17_f5_c3,19.2771,0.3856,True,False,False,correction_1.0.6,0.0,,0.99757856,826120223.0
7,ztf,59625.535416699946,1871535412315015012,1,1871535412315,19.3274,1,1871,2.58706,19.3953,19.5727,0.236865,0.3689,275.9334127,60.6091794,0.515714,t17_f5_c3,19.7634,0.5643,False,False,False,correction_1.0.6,0.0,1.876448122315015e+18,,
8,ztf,59628.47391200019,1874473912315015008,2,1874473912315,19.2372,1,1874,1.61865,19.2393,18.9272,0.221482,0.2006,275.9331071,60.6092307,0.184286,t17_f5_c3,18.7379,0.2161,False,False,False,correction_1.0.6,0.0,1.876448122315015e+18,,
9,ztf,59628.48931710003,1874489312315015004,1,1874489312315,19.1012,1,1874,1.83874,19.5123,19.6509,0.282047,0.4613,275.9329815,60.6091767,0.555714,t17_f5_c3,19.783,0.669,False,False,False,correction_1.0.6,0.0,1.876448122315015e+18,,
10,ztf,59630.44812500011,1876448122315015007,1,1876448122315,19.766785,1,1876,2.5392017,19.466766,19.5491,0.19244505,0.3276,275.9333905,60.6092573,0.87,t17_f5_c3,19.4566,0.3861,True,False,False,correction_1.0.6,0.0,,0.99987334,826120123.0
