,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58431.22347219987,677223470615015020,1,677223470615,20.196817,1,677,5.0892897,20.029501,20.0627,0.20472296,0.227,353.1768243,44.45754,0.29666665,t8_f5_c3,0.0,20.2075,0.3318,772120106.0,True,False,False,bulk_1.0.0,0.0,0.0,,,
1,ztf,58778.151713000145,1024151710615015004,2,1024151710615,20.241749,1,1024,0.2949507,19.75908,19.8693,0.15214361,0.2854,353.1767522,44.4574235,0.8642857,t17_f5_c3,0.9996203,19.5568,0.2746,772120206.0,False,True,False,bulk_1.0.0,0.0,1.028177830615015e+18,19.547466,0.124041416,0.12520097
2,ztf,58778.17969910009,1024179690615015008,1,1024179690615,20.582718,1,1024,5.091619,19.322308,19.272,0.08836353,0.1116,353.1767471,44.4574676,0.95714283,t17_f5_c3,0.9999983,19.2339,0.1372,772120106.0,False,False,False,bulk_1.0.0,0.0,1.028177830615015e+18,,,
3,ztf,58779.15151620004,1025151510615015008,2,1025151510615,20.276262,1,1025,0.22139785,19.319601,19.1156,0.118153706,0.1374,353.1766989,44.457461,0.89857143,t17_f5_c3,0.99705195,19.0987,0.1728,772120206.0,False,True,False,bulk_1.0.0,0.0,1.028177830615015e+18,19.173952,0.102615446,0.10332074
4,ztf,58779.179513900075,1025179510615015011,1,1025179510615,20.535257,1,1025,5.048673,19.158142,19.1501,0.08867621,0.1143,353.1767835,44.4574837,0.9457143,t17_f5_c3,0.99999976,19.1003,0.1393,772120106.0,False,False,False,bulk_1.0.0,0.0,1.028177830615015e+18,,,
5,ztf,58781.15142360004,1027151420615015007,2,1027151420615,19.346214,1,1027,0.11792259,19.24287,19.4317,0.20156099,0.2844,353.1768034,44.4575117,0.7171429,t17_f5_c3,0.99922895,19.3997,0.3547,772120206.0,False,True,False,bulk_1.0.0,0.0,1.028177830615015e+18,19.106562,0.17741877,0.17777994
6,ztf,58781.179004599806,1027179000615015005,1,1027179000615,20.011097,1,1027,5.0587544,19.187672,19.1715,0.12929524,0.1115,353.1768017,44.4575068,0.67,t17_f5_c3,0.99991757,19.2123,0.1475,772120106.0,False,False,False,bulk_1.0.0,0.0,1.028177830615015e+18,,,
7,ztf,58782.15052080015,1028150520615015010,2,1028150520615,20.293333,1,1028,0.21283393,19.024689,18.9021,0.09280144,0.1116,353.1767869,44.4574528,0.95714283,t17_f5_c3,0.9859888,18.6979,0.1182,772120206.0,False,True,False,bulk_1.0.0,0.0,1.032158280615015e+18,18.911955,0.083111465,0.08364901
8,ztf,58782.177835599985,1028177830615015005,1,1028177830615,20.49377,1,1028,5.09437,19.159674,19.238,0.09266681,0.1246,353.1767764,44.4574986,0.9357143,t17_f5_c3,0.99999857,19.2544,0.1614,772120106.0,False,False,False,bulk_1.0.0,0.0,1.032158280615015e+18,,,
9,ztf,58783.151724500116,1029151720615015009,2,1029151720615,20.282537,1,1029,0.18065257,19.365932,19.2657,0.13213299,0.1564,353.1767151,44.4574649,0.94714284,t17_f5_c3,0.9999995,19.3042,0.2072,772120206.0,False,True,False,bulk_1.0.0,0.0,1.032158280615015e+18,19.214357,0.11423331,0.11491613
10,ztf,58783.178888900205,1029178880615015011,1,1029178880615,20.562359,1,1029,5.0142827,19.182629,19.2602,0.09103803,0.1145,353.1767863,44.4574702,0.95,t17_f5_c3,0.9999997,19.2107,0.1394,772120106.0,False,False,False,bulk_1.0.0,0.0,1.032158280615015e+18,,,
11,ztf,58785.1513772998,1031151370615015010,2,1031151370615,20.439804,1,1031,0.26058775,19.832975,19.5933,0.16762134,0.1846,353.1768261,44.4574522,0.70285714,t17_f5_c3,0.9985204,19.5081,0.2186,772120206.0,False,True,False,bulk_1.0.0,0.0,1.032158280615015e+18,19.607903,0.13504784,0.13623863
12,ztf,58785.1785995001,1031178590615015018,1,1031178590615,20.683582,1,1031,5.015106,19.42753,19.3874,0.089833766,0.1229,353.1767766,44.4574617,0.9442857,t17_f5_c3,0.99994636,19.3927,0.1575,772120106.0,False,False,False,bulk_1.0.0,0.0,1.032158280615015e+18,,,
13,ztf,58786.15828699991,1032158280615015008,2,1032158280615,20.309782,1,1032,0.11323953,20.028025,20.2073,0.17610258,0.3616,353.1768032,44.4575019,0.8357143,t17_f5_c3,0.9999974,20.3827,0.5445,772120206.0,False,True,False,bulk_1.0.0,0.0,1.035178700615015e+18,19.763668,0.1364779,0.13804573
14,ztf,58786.187395799905,1032187390615015011,1,1032187390615,20.49954,1,1032,4.912586,19.619678,19.3953,0.14005594,0.1344,353.1768323,44.4574655,0.76714283,t17_f5_c3,0.9999422,19.3041,0.1578,772120106.0,False,False,False,bulk_1.0.0,0.0,1.035178700615015e+18,,,
15,ztf,58787.150636599865,1033150630615015005,2,1033150630615,20.0013,1,1033,0.237966,20.0963,20.2628,0.241197,0.4379,353.1766829,44.4575526,0.68,t17_f5_c3,,19.8921,0.3997,,False,True,False,bulk_1.0.0,0.0,1.035178700615015e+18,19.81682,0.18518034,0.18645759
16,ztf,58787.17736109998,1033177360615015006,1,1033177360615,20.217804,1,1033,4.907081,19.868177,19.9062,0.19105497,0.211,353.1768029,44.4574356,0.69,t17_f5_c3,0.9999198,19.7745,0.2395,772120106.0,False,False,False,bulk_1.0.0,0.0,1.035178700615015e+18,,,
17,ztf,58788.15153940022,1034151530615015008,2,1034151530615,20.0152,1,1034,0.180214,20.2791,20.1909,0.254396,0.3904,353.1768248,44.457487,0.61,t17_f5_c3,,20.3143,0.5616,,False,True,False,bulk_1.0.0,0.0,1.035178700615015e+18,19.955353,0.18717441,0.18880394
18,ztf,58788.17828699993,1034178280615015011,1,1034178280615,20.292698,1,1034,4.672532,20.073877,19.8823,0.16650133,0.2074,353.1768983,44.4574169,0.39857143,t17_f5_c3,0.99761176,19.9068,0.2715,772120106.0,False,False,False,bulk_1.0.0,0.0,1.035178700615015e+18,,,
19,ztf,58789.17870370019,1035178700615015004,1,1035178700615,20.245667,1,1035,5.794464,20.272137,20.0031,0.20540066,0.2331,353.1764299,44.4574844,0.34142858,t17_f5_c3,0.9823004,19.8086,0.2497,772120106.0,True,False,False,bulk_1.0.0,0.0,0.0,,,
20,ztf,59043.37203700002,1289372030615015006,1,1289372030615,20.225214,1,1289,5.1149063,19.101353,18.9281,0.08292799,0.105,353.1767672,44.4574997,0.89857143,t17_f5_c3,1.0,18.8996,0.1308,772120106.0,False,False,False,bulk_1.0.0,0.0,1.292454290615015e+18,,,
21,ztf,59043.3860185002,1289386010615015007,2,1289386010615,20.459078,1,1289,0.15067013,19.440683,19.7897,0.116030574,0.2259,353.1767253,44.4574694,0.8528572,t17_f5_c3,0.9999998,19.8245,0.2984,772120206.0,False,True,False,bulk_1.0.0,0.0,1.292454290615015e+18,19.279072,0.099097855,0.09998331
22,ztf,59043.48903940013,1289489030615015004,2,1289489030615,20.28163,1,1289,0.077019684,19.280327,19.4007,0.1181232,0.189,353.1767338,44.4574947,0.9014286,t17_f5_c3,0.9997795,19.2865,0.2182,772120206.0,False,True,False,bulk_1.0.0,0.0,1.292454290615015e+18,19.13953,0.1030978,0.10375682
23,ztf,59044.36585649988,1290365850615015010,1,1290365850615,20.42693,1,1290,5.018434,19.318756,19.1397,0.10952786,0.1082,353.1767912,44.4574755,0.83285713,t17_f5_c3,0.9999665,19.0066,0.1224,772120106.0,False,False,False,bulk_1.0.0,0.0,1.292454290615015e+18,,,
24,ztf,59044.48408559989,1290484080615015019,2,1290484080615,20.38257,1,1290,0.10380247,19.469856,19.4248,0.11867408,0.1641,353.176753,44.4574791,0.9185714,t17_f5_c3,0.9999999,19.5646,0.2388,772120206.0,False,True,False,bulk_1.0.0,0.0,1.292454290615015e+18,19.304163,0.10096736,0.1018775
