,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59386.34981480008,1632349813715015002,1,1632349813715,20.0559,1,1632,17.8278,20.203,19.6633,0.292285,0.266,270.3321803,42.2037611,0.255714,t17_f5_c3,19.4883,0.2907,False,False,False,correction_0.0.1,0.0,,
1,ztf,59386.3915856001,1632391583715015007,2,1632391583715,20.2958,1,1632,5.56928,20.5709,20.3242,0.334446,0.4101,270.3322035,42.2037986,0.295714,t17_f5_c3,20.193,0.4668,False,False,False,correction_0.0.1,0.0,,
2,ztf,59390.2604398001,1636260433715015001,1,1636260433715,19.6646,1,1636,17.7107,19.8465,19.3684,0.26371,0.3055,270.3322433,42.2038437,0.228571,t17_f5_c3,19.0411,0.2904,False,False,False,correction_0.0.1,0.0,,
3,ztf,59392.26686340012,1638266863715015004,1,1638266863715,20.0531,1,1638,17.577,19.9241,19.8632,0.279476,0.327,270.3322357,42.2038914,0.477143,t17_f5_c3,19.7686,0.3846,False,False,False,correction_0.0.1,0.0,,
4,ztf,59392.36873839982,1638368733715015001,2,1638368733715,20.072,1,1638,5.56806,19.9463,20.3342,0.231956,0.4989,270.3322138,42.2037912,0.437143,t17_f5_c3,20.6561,0.8608,False,False,False,correction_0.0.1,0.0,,
5,ztf,59394.32449069992,1640324493715015001,2,1640324493715,19.9473,1,1640,5.45352,19.7964,19.8336,0.240876,0.3762,270.3322468,42.2038166,0.537143,t17_f5_c3,19.3993,0.3243,False,False,False,correction_0.0.1,0.0,,
6,ztf,59394.34863429982,1640348633715015000,1,1640348633715,20.141047,1,1640,17.843367,19.734352,19.6191,0.16874792,0.2533,270.3321792,42.2037773,0.7442857,t17_f5_c3,19.4889,0.2882,True,False,False,correction_0.0.1,0.0,0.99999976,725120137.0
7,ztf,59396.30275460007,1642302753715015005,1,1642302753715,20.562828,1,1642,17.882957,19.891153,19.8581,0.1936453,0.1823,270.3322434,42.2037875,0.7185714,t17_f5_c3,19.8654,0.2345,True,False,False,correction_0.0.1,0.0,0.9995723,725120137.0
8,ztf,59396.33195600007,1642331953715015003,2,1642331953715,20.530884,1,1642,5.501651,19.83559,20.0223,0.18448149,0.2522,270.3322302,42.203799,0.67142856,t17_f5_c3,19.9827,0.3115,True,False,False,correction_0.0.1,0.0,0.99999386,725120237.0
9,ztf,59399.29164349986,1645291643715015006,1,1645291643715,20.817003,1,1645,17.77295,19.963394,19.8589,0.16475073,0.1648,270.3322058,42.2038412,0.69,t17_f5_c3,20.0374,0.2477,True,False,False,correction_0.0.1,0.0,0.9999986,725120137.0
10,ztf,59399.34491899982,1645344913715015002,2,1645344913715,20.516888,1,1645,5.476939,20.039173,20.2438,0.19117245,0.2793,270.3322367,42.2038107,0.5757143,t17_f5_c3,20.383,0.4066,True,False,False,correction_0.0.1,0.0,0.99867517,725120237.0
11,ztf,59401.346249999944,1647346253715015000,2,1647346253715,20.609241,1,1647,5.443023,19.965609,19.9417,0.19853881,0.2087,270.3322273,42.2038603,0.6457143,t17_f5_c3,19.9547,0.2701,True,False,False,correction_0.0.1,0.0,0.9999599,725120237.0
12,ztf,59401.36946759978,1647369463715015004,1,1647369463715,20.715406,1,1647,17.841448,20.205046,19.9665,0.18985675,0.1861,270.3322445,42.2038037,0.64428574,t17_f5_c3,19.9176,0.2274,True,False,False,correction_0.0.1,0.0,0.99999833,725120137.0
13,ztf,59403.32311340002,1649323113715015003,2,1649323113715,20.593094,1,1649,5.6026087,19.997688,20.0797,0.15545829,0.2454,270.332171,42.2038391,0.68857145,t17_f5_c3,20.0295,0.3002,True,False,False,correction_0.0.1,0.0,0.99999535,725120237.0
