,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58940.47103009978,1186471032715015004,1,1186471032715,20.199608,1,1186,1.5775194,19.369745,19.5519,0.11562027,0.2093,244.9199132,60.9363314,0.89,t17_f5_c3,0.99999976,19.6039,0.2804,824120127.0,False,False,False,bulk_1.0.0,0.0,1211413962715015010,,,
1,ztf,58941.43339119991,1187433392715015008,2,1187433392715,20.263195,1,1187,1.4485091,19.545938,19.4167,0.14290325,0.1416,244.9198821,60.9363481,0.6028572,t17_f5_c3,0.9997901,19.4757,0.1907,824120227.0,False,False,False,bulk_1.0.0,0.0,1211413962715015010,,,
2,ztf,58941.496423599776,1187496422715015006,1,1187496422715,20.636366,1,1187,1.2437695,19.327032,19.2466,0.13511893,0.0901,244.9197125,60.9363483,0.7757143,t17_f5_c3,0.9999114,19.121,0.1017,824120127.0,False,True,True,bulk_1.0.0,0.0,1211413962715015010,19.267523,0.12757143,0.12791242
3,ztf,58943.42822920019,1189428222715015004,1,1189428222715,19.6673,1,1189,1.7021441,19.178793,19.4882,0.16289695,0.2505,244.9199832,60.9363468,0.7057143,t17_f5_c3,0.9999988,19.7351,0.4029,824120127.0,False,False,False,bulk_1.0.0,0.0,1211413962715015010,,,
4,ztf,58943.470902800094,1189470902715015002,2,1189470902715,20.315098,1,1189,1.3535674,19.317183,19.4621,0.14602461,0.1893,244.9199959,60.9363161,0.89,t17_f5_c3,0.9999733,19.4274,0.2344,824120227.0,False,True,True,bulk_1.0.0,0.0,1211413962715015010,19.142447,0.12391774,0.12431736
5,ztf,58944.495532399975,1190495532715015003,1,1190495532715,20.060986,1,1190,1.7584895,19.157572,19.1846,0.11519185,0.1526,244.9200269,60.9362808,0.9057143,t17_f5_c3,0.9999998,19.3041,0.2179,824120127.0,False,False,False,bulk_1.0.0,0.0,1211413962715015010,,,
6,ztf,58944.50836810004,1190508362715015002,2,1190508362715,20.232887,1,1190,1.5074247,19.346415,19.2773,0.1218338,0.1482,244.9198739,60.9363215,0.89857143,t17_f5_c3,0.9999993,19.2258,0.1806,824120227.0,False,False,False,bulk_1.0.0,0.0,1211413962715015010,,,
7,ztf,58954.40643520001,1200406432715015003,1,1200406432715,20.361872,1,1200,1.5065817,19.368147,19.4065,0.14353846,0.1344,244.9198609,60.9363645,0.88,t17_f5_c3,0.9999994,19.4951,0.1859,824120127.0,False,False,False,bulk_1.0.0,0.0,1226302832715015001,,,
8,ztf,58954.49453700008,1200494532715015005,2,1200494532715,20.468262,1,1200,1.4105874,19.432074,19.3133,0.12661931,0.1445,244.9199374,60.9363263,0.88285714,t17_f5_c3,0.99997735,19.2029,0.1667,824120227.0,False,False,False,bulk_1.0.0,0.0,1226302832715015001,,,
9,ztf,58955.41210650001,1201412102715015007,1,1201412102715,20.620884,1,1201,1.3815858,19.470297,19.3587,0.1301469,0.1124,244.9198044,60.936315,0.8528572,t17_f5_c3,0.999977,19.4272,0.1522,824120127.0,False,True,True,bulk_1.0.0,0.0,1226302832715015001,19.40265,0.12182789,0.12228562
