,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59636.45255789999,1882452552815015001,1,1882452552815,20.63792,1,1882,1.5170299,20.412384,20.4241,0.19804762,0.2908,178.0699097,33.2214209,0.77428573,t17_f5_c3,0.9978138,20.4885,0.3943,671120128,True,False,False,correction_1.0.6,0.0
1,ztf,59636.46697920002,1882466972815015000,2,1882466972815,20.47364,1,1882,1.4620771,20.531128,20.441,0.19731076,0.3627,178.0699943,33.2214767,0.8442857,t17_f5_c3,0.9968043,20.5822,0.528,671120228,True,False,False,correction_1.0.6,0.0
