,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion
0,ztf,58279.1771296002,525177124015010000,2,525177124015,20.53978,-1,525,0.14199342,20.178246,18.088938,20.3264,0.19630124,100.0,0.028654955,0.3503,190.4955935,56.6675395,0.71,0.0,20.5182,0.5285,790120240.0,False,True,False,bulk_1.0.0,0.0,5.3424287401501e+17,
1,ztf,58288.242870400194,534242874015010003,2,534242874015,20.39725,-1,534,0.2872357,20.1542,18.092493,20.7394,0.20625974,100.0,0.03088386,0.5772,190.4955884,56.6674969,0.58,0.0,20.5917,0.6396,790120240.0,True,True,False,bulk_1.0.0,0.0,0.0,
2,ztf,58450.51416670019,696514164015015000,1,696514164015,20.0517,1,696,0.485214,20.1353,18.533152,20.6079,0.240363,0.044942908,0.054955155,0.6417,190.4954801,56.6674817,0.786667,,19.9423,0.4456,,False,True,False,bulk_1.0.0,0.0,7.17511464015015e+17,t12_f5_c3
3,ztf,58464.50837960001,710508374015015002,1,710508374015,20.7551,1,710,0.467983,20.3502,18.578669,20.0529,0.25796,0.038189534,0.05045914,0.1989,190.4956391,56.6674698,0.663333,,19.8548,0.2093,,False,True,False,bulk_1.0.0,0.0,7.32513174015015e+17,t12_f5_c3
4,ztf,58471.51146990014,717511464015015005,1,717511464015,20.636898,1,717,0.26042807,19.8992,18.474468,20.1134,0.14625198,0.025545727,0.039373916,0.2203,190.4955472,56.6675337,0.8466667,0.0,20.1645,0.2916,790120140.0,False,True,False,bulk_1.0.0,0.0,7.32513174015015e+17,t8_f5_c3
5,ztf,58486.513171299826,732513174015015001,2,732513174015,20.687178,1,732,0.2995282,19.98595,17.787312,20.0166,0.1924487,100.0,0.025401482,0.2373,190.4954905,56.667533,0.8066667,0.0,19.7699,0.2375,790120240.0,False,True,False,bulk_1.0.0,0.0,7.57387694015015e+17,t8_f5_c3
6,ztf,58486.5474537001,732547454015015002,1,732547454015,20.5389,1,732,0.256527,20.3977,18.5878,20.3752,0.261092,0.036389653,0.049298447,0.2741,190.495513,56.6676522,0.796667,,20.4848,0.3833,,False,True,False,bulk_1.0.0,0.0,7.57387694015015e+17,t12_f5_c3
7,ztf,58511.38769679982,757387694015015002,2,757387694015,20.344732,1,757,0.3531847,20.01589,17.791216,20.1615,0.19329756,100.0,0.024909012,0.3155,190.4954414,56.6675727,0.8971428,0.0,19.9418,0.3256,790120240.0,False,True,False,bulk_1.0.0,0.0,7.68536264015015e+17,t15_f5_c3
8,ztf,58522.53626159998,768536264015015005,2,768536264015,20.598671,1,768,0.18614018,19.956205,17.783337,20.2296,0.14700995,100.0,0.01987008,0.3069,190.4955759,56.6675304,0.87714285,0.0,20.1817,0.3698,790120240.0,True,True,False,bulk_1.0.0,0.0,0.0,t15_f5_c3
9,ztf,58580.262777800206,826262774015015001,1,826262774015,20.7423,1,826,0.655365,20.7355,18.644045,21.1416,0.262248,0.015257936,0.038205847,0.5664,190.4952907,56.6675337,0.83,,20.915,0.5826,,False,True,False,bulk_1.0.0,0.0,8.52228434015015e+17,t15_f5_c3
10,ztf,58580.28892360022,826288924015015002,2,826288924015,20.67167,1,826,0.27924448,20.29316,17.823215,20.0205,0.18519795,100.0,0.019039622,0.2462,190.4955132,56.6675192,0.93,0.0,20.2577,0.3842,790120240.0,False,True,False,bulk_1.0.0,0.0,8.52228434015015e+17,t15_f5_c3
11,ztf,58584.2743981001,830274394015015002,1,830274394015,20.4051,1,830,0.842612,20.5745,18.619051,20.5998,0.271603,0.028978918,0.044849236,0.4295,190.4954007,56.667391,0.671429,,20.6307,0.5628,,False,True,False,bulk_1.0.0,0.0,8.52228434015015e+17,t15_f5_c3
12,ztf,58584.305914400145,830305914015015000,2,830305914015,20.3339,1,830,0.399137,20.3279,17.826736,20.7186,0.242961,100.0,0.024270058,0.5586,190.4954422,56.667511,0.897143,,21.0189,0.9318,,False,True,False,bulk_1.0.0,0.0,8.52228434015015e+17,t15_f5_c3
13,ztf,58597.28087959997,843280874015015003,1,843280874015,20.5392,1,843,0.627802,20.3605,18.580677,20.1965,0.235474,0.03158658,0.04571023,0.2572,190.4954181,56.6674559,0.631429,,20.403,0.3935,,False,True,False,bulk_1.0.0,0.0,8.52228434015015e+17,t15_f5_c3
