,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59248.29049770022,1494290492115015002,1,1494290492115,20.39447,1,1494,0.34895492,19.570871,18.084366,19.6625,0.17208624,0.0067129675,0.04376673,0.1954,135.7192463,-2.8645481,0.9614286,t17_f5_c3,0.9999131,19.4611,0.2046,415120121,True,True,False,correction_0.0.1,0.0
1,ztf,59248.363286999986,1494363282115015009,2,1494363282115,20.229338,1,1494,0.3247655,19.143612,17.333782,19.082,0.11958471,100.0,0.022581032,0.1448,135.7191829,-2.8645432,0.9514286,t17_f5_c3,0.999987,19.0242,0.1718,415120221,True,True,False,correction_0.0.1,0.0
2,ztf,59250.29422450019,1496294222115015004,1,1496294222115,20.144001,1,1496,0.76991576,19.392439,18.03613,19.5787,0.14275563,100.0,0.04093267,0.1603,135.7193723,-2.8645737,0.6942857,t17_f5_c3,0.99899834,19.6208,0.2086,415120121,True,True,False,correction_0.0.1,0.0
3,ztf,59250.33549770014,1496335492115015002,2,1496335492115,20.159515,1,1496,0.3576453,19.179247,17.340422,19.2339,0.10589358,100.0,0.019468825,0.1428,135.7191802,-2.8645216,0.9142857,t17_f5_c3,0.9998467,19.1639,0.1663,415120221,True,True,False,correction_0.0.1,0.0
4,ztf,59252.27259259997,1498272592115015005,1,1498272592115,20.603533,1,1498,0.25412935,19.483429,18.061451,19.561,0.117383584,100.0,0.031682245,0.1487,135.7192218,-2.8645582,0.85142857,t17_f5_c3,0.9999792,19.6356,0.1983,415120121,True,True,False,correction_0.0.1,0.0
5,ztf,59252.29503470007,1498295032115015002,2,1498295032115,20.585464,1,1498,0.44923773,19.278687,17.358034,19.31,0.08733025,100.0,0.014890312,0.1389,135.7192173,-2.8645317,0.91714287,t17_f5_c3,0.9966302,19.1885,0.1529,415120221,True,True,False,correction_0.0.1,0.0
6,ztf,59254.27693289984,1500276932115015016,1,1500276932115,20.919369,1,1500,0.847712,19.824911,18.143559,19.7666,0.16012286,100.0,0.03403395,0.1457,135.7193914,-2.8645515,0.34428573,t17_f5_c3,0.54534805,19.726,0.1725,415120121,True,True,False,correction_0.0.1,0.0
7,ztf,59254.37853009999,1500378532115015009,2,1500378532115,20.674076,1,1500,0.4727963,19.264263,17.355562,19.2088,0.09886872,100.0,0.017044263,0.1194,135.7192187,-2.8645227,0.68,t17_f5_c3,0.9999874,19.124,0.1351,415120221,True,True,False,correction_0.0.1,0.0
8,ztf,59256.23672450008,1502236722115015005,2,1502236722115,20.525854,1,1502,0.44296637,19.31361,17.36391,19.5397,0.10042699,100.0,0.016671337,0.1805,135.7192132,-2.8645297,0.93857145,t17_f5_c3,0.9999958,19.4904,0.2131,415120221,True,True,False,correction_0.0.1,0.0
9,ztf,59256.294398100115,1502294392115015007,1,1502294392115,20.654787,1,1502,0.61332643,19.901913,18.159475,20.01,0.13955665,100.0,0.028039822,0.2202,135.7193153,-2.864509,0.6585714,t17_f5_c3,0.95864105,20.141,0.3094,415120121,True,True,False,correction_0.0.1,0.0
10,ztf,59260.2708101999,1506270812115015002,2,1506270812115,19.665173,1,1506,0.48077568,19.419273,17.380754,19.5753,0.16066551,100.0,0.024576213,0.2962,135.7192268,-2.8645265,0.9342857,t17_f5_c3,0.9999838,19.3936,0.3167,415120221,True,True,False,correction_0.0.1,0.0
