,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59400.308935199864,1646308934915015000,1,1646308934915,20.2659,1,1646,1.30092,20.1006,19.71438,19.7003,0.221531,0.15414211,0.15521981,0.2051,272.7739853,72.9300545,0.254286,t17_f5_c3,19.572,0.2335,False,True,False,correction_0.0.1,0.0,,,
1,ztf,59400.34407409979,1646344074915015000,2,1646344074915,20.2078,1,1646,1.36796,20.2821,19.641973,20.2784,0.271797,0.1461232,0.15072784,0.4013,272.7740848,72.9299533,0.518571,t17_f5_c3,20.1408,0.4538,False,True,False,correction_0.0.1,0.0,,,
2,ztf,59402.3119212999,1648311924915015000,1,1648311924915,20.424408,1,1648,0.9982362,19.831547,19.519112,19.59,0.20861158,0.15570068,0.15644608,0.1726,272.773955,72.9299233,0.5385714,t17_f5_c3,19.6047,0.2236,True,True,False,correction_0.0.1,0.0,0.9968922,848120149.0,
3,ztf,59402.39168980019,1648391684915015001,2,1648391684915,19.9453,1,1648,1.57147,19.7252,,19.6793,0.236894,,,0.2738,272.7738224,72.9299564,0.728571,t17_f5_c3,19.4511,0.2847,False,False,True,correction_0.0.1,0.0,,,
4,ztf,59404.30671299994,1650306714915015002,2,1650306714915,20.088043,1,1650,1.4510298,19.40025,,19.665,0.13192649,,,0.265,272.7739825,72.9299619,0.8357143,t17_f5_c3,19.6283,0.3285,True,False,True,correction_0.0.1,0.0,0.9999964,848120249.0,
5,ztf,59404.347638899926,1650347634915015000,1,1650347634915,20.281086,1,1650,0.9843725,19.42337,19.199532,19.5039,0.15564384,0.12613651,0.12664741,0.1836,272.7740392,72.9299491,0.89,t17_f5_c3,19.4669,0.2271,True,True,False,correction_0.0.1,0.0,0.9999961,848120149.0,
6,ztf,59406.22252310021,1652222524915015000,1,1652222524915,20.289835,1,1652,1.0236785,19.205875,19.01939,19.1376,0.14477155,0.121543355,0.12192401,0.1324,272.7739328,72.9299297,0.9014286,t17_f5_c3,18.9588,0.1435,True,True,False,correction_0.0.1,0.0,0.99999684,848120149.0,
7,ztf,59406.25843749987,1652258434915015001,2,1652258434915,19.897287,1,1652,1.6406544,19.398357,,19.3298,0.17360245,,,0.1998,272.7736908,72.9299409,0.74142855,t17_f5_c3,19.4038,0.2739,True,False,True,correction_0.0.1,0.0,0.9991703,848120249.0,
8,ztf,59408.24202550016,1654242024915015000,2,1654242024915,19.873629,1,1654,1.5211703,18.862585,,19.0368,0.11406546,,,0.1881,272.77385,72.9299507,0.85142857,t17_f5_c3,19.0699,0.2482,True,False,True,correction_0.0.1,0.0,0.9999715,848120249.0,
9,ztf,59408.35210649995,1654352104915015000,1,1654352104915,20.114492,1,1654,1.2009668,19.01803,18.859116,18.789,0.12293445,0.105870545,0.10619584,0.1201,272.7738132,72.9299658,0.7885714,t17_f5_c3,18.7687,0.1506,True,True,False,correction_0.0.1,0.0,0.99998057,848120149.0,
10,ztf,59410.24172449997,1656241724915015000,2,1656241724915,20.04385,1,1656,1.5645233,19.01264,,18.9834,0.11124682,,,0.1557,272.7737839,72.9299429,0.87,t17_f5_c3,18.8762,0.1805,True,False,True,correction_0.0.1,0.0,0.99261713,848120249.0,
11,ztf,59410.35347220022,1656353474915015001,1,1656353474915,20.174154,1,1656,1.1821176,18.84163,18.705114,18.8024,0.13286772,0.1169471,0.11716898,0.116,272.7737964,72.9299505,0.8971428,t17_f5_c3,18.8169,0.1498,True,True,False,correction_0.0.1,0.0,0.99999976,848120149.0,
12,ztf,59412.328229200095,1658328224915015000,1,1658328224915,20.369583,1,1658,1.1844012,18.874868,18.734371,18.9739,0.09986455,0.08743,0.08774296,0.1122,272.7738222,72.9299493,0.8957143,t17_f5_c3,18.9731,0.1428,True,True,False,correction_0.0.1,0.0,0.99995685,848120149.0,
13,ztf,59412.3671875,1658367184915015000,2,1658367184915,19.88829,1,1658,1.5699366,18.843548,,18.8728,0.10764964,,,0.1624,272.7738149,72.9299502,0.9071429,t17_f5_c3,18.9522,0.2237,True,False,True,correction_0.0.1,0.0,0.9999913,848120249.0,
