,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58693.2473726999,939247373115015016,1,939247373115,20.21624,1,939,1.4063199,19.993238,19.6769,0.20079371,0.2448,191.8220162,67.4733931,0.8642857,t17_f5_c3,0.9999362,19.7098,0.3201,844120131.0,False,False,False,bulk_1.0.0,0.0,961158853115015014,,,
1,ztf,58694.18219910003,940182193115015022,2,940182193115,20.3027,1,940,1.02875,19.8306,19.8279,0.221906,0.2758,191.8220092,67.4735383,0.795714,t17_f5_c3,,19.6031,0.2823,,False,True,False,bulk_1.0.0,0.0,961158853115015014,17.616623,100.0,0.02887874
2,ztf,58694.21432870021,940214323115015010,1,940214323115,20.4585,1,940,1.75376,20.3457,20.5259,0.236479,0.4386,191.8220851,67.4732888,0.874286,t17_f5_c3,,20.3252,0.4624,,False,False,False,bulk_1.0.0,0.0,961158853115015014,,,
3,ztf,58705.189710599836,951189713115015014,2,951189713115,19.841276,1,951,1.7288364,19.30062,19.7265,0.1753953,0.3789,191.8219531,67.4732917,0.8814286,t17_f5_c3,0.99995697,19.4416,0.3713,844120231.0,False,False,True,bulk_1.0.0,0.0,961158853115015014,,,
4,ztf,58705.21820600005,951218203115015007,1,951218203115,19.4416,1,951,1.8875,19.7916,19.8394,0.25034,0.4706,191.8222697,67.4732466,0.765714,t17_f5_c3,,19.7843,0.5734,,False,False,False,bulk_1.0.0,0.0,961158853115015014,,,
5,ztf,58706.19046299998,952190463115015006,2,952190463115,19.2703,1,952,0.827889,19.3567,19.2979,0.281203,0.2698,191.8218696,67.4736377,0.747143,t17_f5_c3,,19.1805,0.3088,,False,True,False,bulk_1.0.0,0.0,961158853115015014,17.54193,0.04232065,0.05285803
6,ztf,58707.189143499825,953189143115015012,2,953189143115,19.777,1,953,1.48167,19.4916,19.0725,0.258334,0.2186,191.8221328,67.4733952,0.565714,t17_f5_c3,,18.9187,0.2416,,False,False,True,bulk_1.0.0,0.0,961158853115015014,,,
7,ztf,58707.2178588002,953217853115015017,1,953217853115,19.2765,1,953,1.99204,19.5768,19.2288,0.224505,0.311,191.8223077,67.4732173,0.751429,t17_f5_c3,,19.2588,0.41,,False,False,False,bulk_1.0.0,0.0,961158853115015014,,,
8,ztf,58708.218981499784,954218983115015008,1,954218983115,18.9385,1,954,1.80946,19.0878,19.2294,0.240094,0.3758,191.8221616,67.47327,0.757143,t17_f5_c3,,19.6534,0.7119,,False,False,False,bulk_1.0.0,0.0,961158853115015014,,,
9,ztf,58709.19011570001,955190113115015003,2,955190113115,19.0469,1,955,1.42576,18.7837,19.4304,0.219514,0.3734,191.8217219,67.4733136,0.498571,t17_f5_c3,,19.279,0.4155,,False,False,True,bulk_1.0.0,0.0,961158853115015014,,,
10,ztf,58709.218576400075,955218573115015003,1,955218573115,19.2835,1,955,2.02488,19.7617,20.3293,0.287751,1.0949,191.8218584,67.4732292,0.777143,t17_f5_c3,,19.4806,0.6441,,False,False,False,bulk_1.0.0,0.0,961158853115015014,,,
11,ztf,58715.15885420004,961158853115015014,1,961158853115,20.367363,1,961,1.720643,19.878899,19.9235,0.17999187,0.279,191.8219846,67.4733053,0.9242857,t17_f5_c3,0.9999523,20.0998,0.4168,844120131.0,True,False,False,bulk_1.0.0,0.0,0,,,
