,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58974.4618286998,1220461823315015006,1,1220461823315,19.8689,1,1220,2.13225,20.0158,19.3715,0.266991,0.2505,246.600258,34.3114887,0.414286,t17_f5_c3,19.2732,0.2932,False,False,False,bulk_1.0.0,0.0,1225338803315015004,,,,,
1,ztf,58978.382986099925,1224382983315015006,1,1224382983315,19.5992,1,1224,1.59121,20.0331,19.694,0.327382,0.4571,246.6004386,34.3114677,0.584286,t17_f5_c3,19.3955,0.4457,False,False,False,bulk_1.0.0,0.0,1225338803315015004,,,,,
2,ztf,58979.33880789997,1225338803315015004,2,1225338803315,20.12779,1,1225,1.7340028,19.831179,20.3431,0.195748,0.582,246.6003484,34.3114817,0.7057143,t17_f5_c3,20.1085,0.5996,False,False,False,bulk_1.0.0,0.0,1245309283315015007,0.7261423,679120233.0,,,
3,ztf,58980.27642360004,1226276423315015013,2,1226276423315,20.690119,1,1226,1.7473333,19.891481,19.9008,0.15663046,0.2182,246.6003362,34.3115026,0.8142857,t17_f5_c3,19.9513,0.288,False,False,False,bulk_1.0.0,0.0,1245309283315015007,0.9863066,679120233.0,,,
4,ztf,58980.403796299826,1226403793315015009,1,1226403793315,19.948524,1,1226,1.7886086,19.48608,19.4154,0.16470212,0.214,246.6003766,34.3114244,0.88714284,t17_f5_c3,19.232,0.2312,False,False,False,bulk_1.0.0,0.0,1245309283315015007,0.9993342,679120133.0,,,
5,ztf,58981.288032399956,1227288033315015006,2,1227288033315,20.389072,1,1227,1.8268921,19.813414,19.9018,0.15177192,0.2236,246.6003087,34.3114803,0.9142857,t17_f5_c3,19.8726,0.2742,False,False,False,bulk_1.0.0,0.0,1245309283315015007,0.9997257,679120233.0,,,
6,ztf,58981.29826389998,1227298263315015014,1,1227298263315,20.528532,1,1227,1.6046526,19.582441,19.5817,0.14637253,0.1328,246.600433,34.3114806,0.8242857,t17_f5_c3,19.4488,0.1483,False,False,False,bulk_1.0.0,0.0,1245309283315015007,0.9998183,679120133.0,,,
7,ztf,58984.4058333002,1230405833315015012,2,1230405833315,20.793375,1,1230,1.7675697,19.67368,19.425,0.15534355,0.1318,246.6003337,34.3114987,0.8814286,t17_f5_c3,19.5884,0.1914,False,False,False,bulk_1.0.0,0.0,1245309283315015007,0.9951426,679120233.0,,,
8,ztf,58985.30814810004,1231308143315015017,1,1231308143315,20.813505,1,1231,1.7282177,19.700827,19.5079,0.1170324,0.1179,246.600397,34.3114279,0.9085714,t17_f5_c3,19.4217,0.1371,False,False,False,bulk_1.0.0,0.0,1245309283315015007,0.9996078,679120133.0,,,
9,ztf,58985.382361100055,1231382363315015012,2,1231382363315,20.862612,1,1231,1.7751907,19.739944,19.6021,0.14094374,0.1475,246.6003273,34.3115126,0.9257143,t17_f5_c3,19.5317,0.1726,False,False,False,bulk_1.0.0,0.0,1245309283315015007,0.9989507,679120233.0,,,
