,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59436.35353010008,1682353530315015020,1,1682353530315,20.6311,1,1682,2.454,20.65,21.1925,0.276587,0.662,291.5063658,36.923655,0.468571,t17_f5_c3,20.9054,0.6484,False,False,False,correction_1.0.6,0.0,1.686269185315015e+18,,,,,
1,ztf,59438.22494209977,1684224945315015006,1,1684224945315,20.4954,1,1684,1.04891,20.5632,20.6525,0.302058,0.4611,291.506604,36.9235303,0.442857,t17_f5_c3,20.6393,0.5829,False,True,True,correction_1.0.6,0.0,1.686269185315015e+18,19.973597,0.1723381,0.17548853,,
2,ztf,59439.346770800184,1685346770315015014,1,1685346770315,20.3499,1,1685,2.07281,20.4028,20.1351,0.289969,0.3165,291.5063048,36.9235527,0.431429,t17_f5_c3,19.9984,0.356,False,False,False,correction_1.0.6,0.0,1.686269185315015e+18,,,,,
3,ztf,59439.34819439985,1685348191415015015,1,1685348191415,20.2823,1,1685,2.10028,20.3466,20.0247,0.243958,0.3021,291.5065246,36.9236327,0.484286,t17_f5_c3,19.7802,0.3085,False,False,False,correction_1.0.6,0.0,1.687291210315015e+18,,,,,
4,ztf,59440.269189800136,1686269185315015007,1,1686269185315,20.754261,1,1686,0.9379016,20.296547,20.4416,0.17738874,0.3025,291.5065049,36.9236157,0.6542857,t17_f5_c3,20.5756,0.436,True,True,True,correction_1.0.6,0.0,,19.81083,0.10976866,0.11340673,0.9993212,685120153.0
5,ztf,59440.269189800136,1686269185315025007,1,1686269185315,20.7543,1,1686,0.937902,20.2965,20.4416,0.177389,0.3025,291.5065049,36.9236157,0.654286,t17_f5_c3,20.5756,0.436,False,True,True,correction_1.0.6,0.0,1.698305270315015e+18,19.810799,0.10977089,0.11340869,,
6,ztf,59441.29075230006,1687290751415015024,1,1687290751415,20.6076,1,1687,2.11619,20.168,19.7131,0.228061,0.1725,291.5065363,36.9236346,0.307143,t17_f5_c3,19.8291,0.2436,False,False,False,correction_1.0.6,0.0,1.687291210315015e+18,,,,,
7,ztf,59441.291215300094,1687291210315015007,1,1687291210315,20.481949,1,1687,2.3180416,20.190294,20.3801,0.2003175,0.3426,291.5063527,36.9236148,0.71,t17_f5_c3,20.4815,0.4791,True,False,False,correction_1.0.6,0.0,,,,,0.99999505,727120103.0
8,ztf,59442.30335649988,1688303355315015006,1,1688303355315,20.584074,1,1688,0.9981705,19.996279,20.0702,0.16523378,0.2377,291.5064902,36.9236503,0.7342857,t17_f5_c3,20.1324,0.3213,True,True,True,correction_1.0.6,0.0,,19.609556,0.113273226,0.115720466,0.9999701,685120153.0
9,ztf,59444.305636600126,1690305630315015007,1,1690305630315,19.6356,1,1690,2.20454,19.7689,19.7254,0.270618,0.4118,291.5064173,36.9235529,0.582857,t17_f5_c3,19.5325,0.4424,False,False,False,correction_1.0.6,0.0,1.6982590614150152e+18,,,,,
10,ztf,59444.30609950004,1690306095315015003,1,1690306095315,19.9725,1,1690,0.82581,19.7681,19.769,0.236928,0.3382,291.5064137,36.9236386,0.685714,t17_f5_c3,19.8376,0.462,False,True,True,correction_1.0.6,0.0,1.698305270315015e+18,19.444868,0.17474331,0.17592323,,
11,ztf,59446.28061340004,1692280611415015007,1,1692280611415,19.6216,1,1692,1.94482,19.7947,19.2442,0.245826,0.2758,291.5064375,36.9236246,0.388571,t17_f5_c3,19.0331,0.2914,False,False,False,correction_1.0.6,0.0,1.6982590614150152e+18,,,,,
12,ztf,59449.224085600115,1695224081415015009,1,1695224081415,19.6441,1,1695,1.71158,19.7092,19.3765,0.282579,0.3216,291.5065037,36.9235083,0.365714,t17_f5_c3,19.4767,0.4523,False,False,False,correction_1.0.6,0.0,1.6982590614150152e+18,,,,,
13,ztf,59449.32791669993,1695327911415015019,2,1695327911415,19.7465,1,1695,3.05316,19.5834,19.4362,0.258777,0.3214,291.5065805,36.9235623,0.328571,t17_f5_c3,19.0758,0.2956,False,False,False,correction_1.0.6,0.0,1.6982590614150152e+18,,,,,
14,ztf,59450.24483799981,1696244835315015003,1,1696244835315,19.7251,1,1696,0.992253,19.7475,19.803,0.264823,0.4589,291.5063421,36.9237155,0.557143,t17_f5_c3,20.1067,0.779,False,True,True,correction_1.0.6,0.0,1.698305270315015e+18,19.429533,0.19657153,0.197592,,
15,ztf,59450.28899310017,1696288995315015001,2,1696288995315,19.5545,1,1696,2.26734,19.4872,19.8528,0.29061,0.5375,291.5063493,36.9235009,0.545714,t17_f5_c3,19.5861,0.5386,False,False,False,correction_1.0.6,0.0,1.698305270315015e+18,,,,,
16,ztf,59452.21918979986,1698219180315015007,2,1698219180315,20.1175,1,1698,2.42093,19.9595,19.5975,0.234898,0.2408,291.5064236,36.9235518,0.327143,t17_f5_c3,19.593,0.3053,False,False,False,correction_1.0.6,0.0,1.6982590614150152e+18,,,,,
17,ztf,59452.259062500205,1698259061415015288,2,1698259061415,19.693098,1,1698,2.9433215,19.541561,19.8586,0.1985537,0.5103,291.5064264,36.9236095,0.33285713,t17_f5_c3,19.7909,0.6132,True,False,False,correction_1.0.6,0.0,,,,,0.6556873,728120214.0
18,ztf,59452.25954859983,1698259545315015000,2,1698259545315,20.5018,1,1698,2.71676,19.8986,19.4536,0.187448,0.1548,291.5064373,36.9236071,0.335714,t17_f5_c3,19.1988,0.155,False,False,False,correction_1.0.6,0.0,1.698305270315015e+18,,,,,
19,ztf,59452.30527780019,1698305270315015009,1,1698305270315,20.099937,1,1698,2.4310782,19.82899,19.6483,0.20841816,0.2628,291.5063935,36.9236342,0.5814286,t17_f5_c3,19.3349,0.2524,True,False,False,correction_1.0.6,0.0,,,,,0.9973869,727120103.0
20,ztf,59452.30575230019,1698305751415015016,1,1698305751415,19.9235,1,1698,1.78221,20.0185,19.6373,0.234905,0.2818,291.5063783,36.9235981,0.435714,t17_f5_c3,19.3395,0.2746,False,False,False,correction_1.0.6,0.0,1.700215861415015e+18,,,,,
