,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59391.236250000075,1637236250415015005,1,1637236250415,19.5907,1,1637,4.19816,19.9022,20.0486,0.318352,0.5127,272.2508845,23.9087137,0.582857,t17_f5_c3,20.1872,0.7492,False,False,False,correction_0.0.1,0.0,,,
1,ztf,59391.29685189994,1637296850415015003,2,1637296850415,19.9758,1,1637,4.84069,19.8063,19.7986,0.243504,0.3688,272.2508906,23.9086332,0.694286,t17_f5_c3,19.4994,0.3605,False,False,False,correction_0.0.1,0.0,,,
2,ztf,59395.29012730019,1641290120415015004,1,1641290120415,19.700592,1,1641,4.3835096,19.237967,19.1479,0.20127603,0.2575,272.2509779,23.9086718,0.83,t17_f5_c3,19.1102,0.3196,True,False,False,correction_0.0.1,0.0,0.9999939,636120104.0,
3,ztf,59397.355532399844,1643355530415015005,2,1643355530415,20.69448,1,1643,4.6742983,18.978357,19.0017,0.093353584,0.0993,272.2509283,23.9086849,0.9285714,t17_f5_c3,19.1301,0.1435,True,False,False,correction_0.0.1,0.0,0.9999997,636120204.0,
4,ztf,59400.29449070012,1646294490415015007,1,1646294490415,20.783749,1,1646,4.371191,18.753418,18.7267,0.07388701,0.0627,272.250942,23.9086712,0.93285716,t17_f5_c3,18.7872,0.0844,True,False,False,correction_0.0.1,0.0,1.0,636120104.0,
5,ztf,59400.35184030002,1646351840415015005,2,1646351840415,20.684011,1,1646,4.582833,18.763596,18.8503,0.07319356,0.0834,272.2509597,23.9086707,0.94714284,t17_f5_c3,18.8347,0.1053,True,False,False,correction_0.0.1,0.0,0.9999957,636120204.0,
6,ztf,59402.25289350003,1648252890415015005,2,1648252890415,20.546207,1,1648,4.6479197,18.705355,18.6724,0.07470271,0.0759,272.2509393,23.908677,0.9342857,t17_f5_c3,18.7951,0.1087,True,False,False,correction_0.0.1,0.0,0.99999905,636120204.0,
7,ztf,59402.32724539982,1648327240415015005,1,1648327240415,20.76346,1,1648,4.3400726,18.742779,18.7263,0.067436635,0.0626,272.2509627,23.9086833,0.94142854,t17_f5_c3,18.7249,0.0798,True,False,False,correction_0.0.1,0.0,0.9999999,636120104.0,
8,ztf,59404.29509259993,1650295090415015003,2,1650295090415,20.59179,1,1650,4.612718,18.724365,18.8328,0.07197147,0.0894,272.2509518,23.9086699,0.9442857,t17_f5_c3,18.9888,0.1324,True,False,False,correction_0.0.1,0.0,0.9999994,636120204.0,
9,ztf,59404.3411921002,1650341190415015004,1,1650341190415,20.687265,1,1650,4.3714395,18.742235,18.6687,0.07505592,0.067,272.2509386,23.9086704,0.9357143,t17_f5_c3,18.6489,0.084,True,False,False,correction_0.0.1,0.0,0.9999999,636120104.0,
10,ztf,59406.224351900164,1652224350415015004,1,1652224350415,20.696241,1,1652,4.3205776,18.746634,18.6633,0.07420719,0.0658,272.2509367,23.9086846,0.9457143,t17_f5_c3,18.6613,0.0838,True,False,False,correction_0.0.1,0.0,1.0,636120104.0,
11,ztf,59406.26966439979,1652269660415015007,2,1652269660415,20.64115,1,1652,4.6811447,18.715162,18.7013,0.07700294,0.0782,272.2509343,23.9086621,0.9357143,t17_f5_c3,18.6569,0.0964,True,False,False,correction_0.0.1,0.0,0.9999935,636120204.0,
12,ztf,59408.2453240999,1654245320415015015,2,1654245320415,20.503588,1,1654,4.656445,18.694712,18.8305,0.07488217,0.1007,272.2509392,23.9086675,0.93857145,t17_f5_c3,18.9357,0.1425,True,False,False,correction_0.0.1,0.0,0.9999717,636120204.0,
13,ztf,59408.343877300154,1654343870415015007,1,1654343870415,20.447271,1,1654,4.3297515,18.791767,18.6762,0.08562385,0.0848,272.250979,23.9086878,0.9342857,t17_f5_c3,18.7223,0.1132,True,False,False,correction_0.0.1,0.0,0.99999964,636120104.0,
