,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59410.24267360009,1656242676215015007,2,1656242676215,20.0084,1,1656,2.22457,19.9581,19.7731,0.227492,0.3533,236.5832516,78.3726906,0.542857,t17_f5_c3,19.9646,0.5386,False,False,False,correction_1.0.6,0.0,1.665316456215015e+18,,,,,
1,ztf,59412.32728009997,1658327286215015007,1,1658327286215,20.1989,1,1658,0.748861,19.9116,19.5817,0.232072,0.223,236.5836067,78.3726243,0.581429,t17_f5_c3,19.641,0.3002,False,True,True,correction_1.0.6,0.0,1.665316456215015e+18,19.493832,0.15576196,0.15794852,,
2,ztf,59415.25894680014,1661258946215015015,1,1661258946215,19.7825,1,1661,0.779173,19.7098,19.7682,0.248034,0.3777,236.5827995,78.3727084,0.544286,t17_f5_c3,19.9091,0.5519,False,True,True,correction_1.0.6,0.0,1.665316456215015e+18,19.352505,0.17699403,0.1784814,,
3,ztf,59415.25894680014,1661258946215075015,1,1661258946215,19.7825,1,1661,0.779173,19.7098,19.7682,0.248034,0.3777,236.5827995,78.3727084,0.544286,t17_f5_c3,19.9091,0.5519,False,True,False,correction_1.0.6,0.0,1.676241516215015e+18,19.352505,0.17699403,0.1784814,,
4,ztf,59415.25894680014,1661258946215065015,1,1661258946215,19.7825,1,1661,0.779173,19.7098,19.7682,0.248034,0.3777,236.5827995,78.3727084,0.544286,t17_f5_c3,19.9091,0.5519,False,True,False,correction_1.0.6,0.0,1.671367476215015e+18,19.352505,0.17699403,0.1784814,,
5,ztf,59419.31645830022,1665316456215015019,2,1665316456215,19.155466,1,1665,2.3179998,19.064392,19.4131,0.20485085,0.5457,236.5830962,78.3726871,0.60714287,t17_f5_c3,19.2503,0.6034,True,False,False,correction_1.0.6,0.0,,,,,0.9999883,864120262.0
6,ztf,59425.36747690011,1671367476215015022,1,1671367476215,19.83562,1,1671,0.5320553,19.774815,20.2132,0.19361958,0.5355,236.5830025,78.3727714,0.72571427,t17_f5_c3,20.109,0.6245,True,True,False,correction_1.0.6,0.0,,19.398891,0.13483685,0.13695572,0.9999832,864120162.0
7,ztf,59428.203252300154,1674203256215015011,2,1674203256215,20.265816,1,1674,2.3230824,19.284275,19.2515,0.14125013,0.1616,236.5831147,78.3726866,0.94142854,t17_f5_c3,19.4635,0.25,True,False,False,correction_1.0.6,0.0,,,,,0.9999744,864120262.0
8,ztf,59428.24309029989,1674243096215015014,1,1674243096215,20.39117,1,1674,1.2442716,20.047464,19.7646,0.19756652,0.2172,236.5828107,78.3725322,0.47142857,t17_f5_c3,19.7724,0.2789,True,True,False,correction_1.0.6,0.0,,19.584427,0.12579136,0.12897284,0.99509853,864120162.0
9,ztf,59430.241516199894,1676241516215015014,2,1676241516215,20.366608,1,1676,2.279582,19.293547,19.3212,0.098195985,0.1615,236.5832892,78.3726558,0.93142855,t17_f5_c3,19.2132,0.1861,True,False,False,correction_1.0.6,0.0,,,,,0.9999486,864120262.0
10,ztf,59430.28130789986,1676281306215015022,1,1676281306215,20.443829,1,1676,0.58689386,20.33346,20.7224,0.18435572,0.506,236.5833717,78.3726785,0.8542857,t17_f5_c3,20.5823,0.5687,True,True,False,correction_1.0.6,0.0,,19.762379,0.1036581,0.10894929,0.99992836,864120162.0
11,ztf,59435.24506939994,1681245066215015014,2,1681245066215,20.358494,1,1681,2.1588197,19.662224,19.914,0.13735737,0.2882,236.5833595,78.3726909,0.82857144,t17_f5_c3,19.949,0.3794,True,False,False,correction_1.0.6,0.0,,,,,0.9999988,864120262.0
