,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59248.21068290016,1494210681515015019,1,1494210681515,20.447758,1,1494,2.785015,18.045374,18.1297,0.05172592,0.0475,80.5608649,-13.5626131,0.88857144,t17_f5_c3,0.9998592,18.1519,0.0609,356120115.0,True,False,False,correction_0.0.1,0.0
1,ztf,59249.1484375,1495148435215015001,1,1495148435215,18.69251,1,1495,2.7537038,17.979694,18.2655,0.13238734,0.1946,80.560925,-13.5626368,0.6085714,t17_f5_c3,0.99998415,18.2488,0.2456,305120152.0,True,False,False,correction_0.0.1,0.0
2,ztf,59249.20829859981,1495208295215015001,2,1495208295215,19.899052,1,1495,2.6047785,18.14764,18.2133,0.054301806,0.0703,80.5608417,-13.5626455,0.8471429,t17_f5_c3,1.0,18.2318,0.0911,305120252.0,True,False,False,correction_0.0.1,0.0
3,ztf,59251.212013899814,1497212015215015001,2,1497212015215,19.945723,1,1497,2.6548345,18.099537,18.1262,0.070972264,0.0672,80.5608558,-13.56264,0.8385714,t17_f5_c3,0.99999976,18.1379,0.0866,305120252.0,True,False,False,correction_0.0.1,0.0
4,ztf,59252.16748839989,1498167481515015019,2,1498167481515,20.395388,1,1498,2.7461054,18.114117,18.3707,0.06118079,0.0688,80.5608601,-13.5626247,0.8842857,t17_f5_c3,0.99903107,18.5444,0.1021,356120215.0,True,False,False,correction_0.0.1,0.0
5,ztf,59252.231631900184,1498231631515015004,1,1498231631515,20.145912,1,1498,2.8159113,18.222115,18.2925,0.0723318,0.0566,80.5608772,-13.5626069,0.70714283,t17_f5_c3,0.9992509,18.366,0.0765,356120115.0,True,False,False,correction_0.0.1,0.0
6,ztf,59253.189363399986,1499189365215015004,1,1499189365215,20.218119,1,1499,2.6422088,18.209581,18.1735,0.058389522,0.0597,80.5608659,-13.5626399,0.89285713,t17_f5_c3,1.0,18.1427,0.0736,305120152.0,True,False,False,correction_0.0.1,0.0
7,ztf,59253.27526619984,1499275265215015001,2,1499275265215,19.778242,1,1499,2.7225192,18.1907,18.2037,0.0776414,0.0815,80.5608734,-13.5626268,0.85714287,t17_f5_c3,0.99999994,18.2307,0.1067,305120252.0,True,False,False,correction_0.0.1,0.0
8,ztf,59254.19969910011,1500199691515015013,2,1500199691515,20.253767,1,1500,2.723001,18.16448,18.4359,0.07375344,0.0803,80.5608589,-13.5626364,0.8957143,t17_f5_c3,0.99999964,18.7024,0.13,356120215.0,True,False,False,correction_0.0.1,0.0
9,ztf,59254.2101619998,1500210161515015010,1,1500210161515,20.359692,1,1500,2.796537,18.227896,18.4041,0.05830328,0.0638,80.5608764,-13.5626161,0.88285714,t17_f5_c3,0.99783385,18.4647,0.0851,356120115.0,True,False,False,correction_0.0.1,0.0
