,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
0,ztf,59491.23520829994,1737235200615015010,2,1737235200615,20.317966,1,1737,1.8925035,19.441757,19.6572,0.113507494,0.2452,16.1393477,15.7857593,0.9057143,t17_f5_c3,0.99999845,19.4959,0.2704,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
1,ztf,59498.3519444,1744351940615015011,1,1744351940615,20.694767,1,1744,1.4106908,17.433695,17.448,0.04461724,0.0226,16.139344,15.7858075,0.9457143,t17_f5_c3,0.99999976,17.4461,0.0278,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
2,ztf,59502.36694440013,1748366940615015006,2,1748366940615,20.003819,1,1748,1.8061951,17.190956,17.2081,0.040278893,0.0257,16.1393428,15.7857839,0.9071429,t17_f5_c3,0.99999845,17.1835,0.0313,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
3,ztf,59502.39994210005,1748399940615015004,1,1748399940615,20.024733,1,1748,1.4853908,17.083843,17.1079,0.04303071,0.0189,16.1393516,15.7857835,0.7871429,t17_f5_c3,0.9999572,17.0837,0.0228,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
4,ztf,59504.29599539982,1750295990615015008,2,1750295990615,19.855492,1,1750,1.7121379,17.102608,17.1447,0.04818985,0.0397,16.139347,15.7858158,0.8857143,t17_f5_c3,0.99999785,17.1798,0.052,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
5,ztf,59504.40746530006,1750407460615015001,1,1750407460615,19.431898,1,1750,1.3969957,17.001804,17.0116,0.040900517,0.0426,16.1393579,15.7858077,0.95428574,t17_f5_c3,0.9999991,17.0626,0.0568,552120106.0,True,True,True,correction_1.0.6,0.0,16.964836,0.039368715,0.039531328,
6,ztf,59511.248101899866,1757248100615015005,2,1757248100615,19.806332,1,1757,1.7865118,17.16925,17.1329,0.03010636,0.0322,16.1393333,15.7857902,0.9442857,t17_f5_c3,0.9999999,17.1544,0.0415,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
7,ztf,59517.22134259995,1763221340615015008,1,1763221340615,20.576357,1,1763,1.4544863,17.508703,17.5311,0.047710016,0.0242,16.139339,15.7857963,0.9342857,t17_f5_c3,1.0,17.5375,0.0301,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
8,ztf,59517.283321800176,1763283320615015010,2,1763283320615,20.79025,1,1763,1.6580483,17.551,17.5474,0.050057825,0.0264,16.139353,15.785825,0.88285714,t17_f5_c3,0.99682534,17.5521,0.0328,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
9,ztf,59520.25457180012,1766254570615015006,2,1766254570615,20.630953,1,1766,1.7196687,17.723492,17.6726,0.044967044,0.0303,16.1393462,15.7858136,0.94714284,t17_f5_c3,0.9999999,17.6698,0.0376,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
10,ztf,59520.301840300206,1766301840615015007,1,1766301840615,20.708729,1,1766,1.4560614,17.792114,17.766,0.04379567,0.0277,16.1393455,15.7857965,0.9457143,t17_f5_c3,0.9999999,17.7464,0.0338,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
11,ztf,59522.26179399993,1768261790615015004,1,1768261790615,20.809525,1,1768,1.4632452,17.975368,17.9781,0.056287006,0.0307,16.1393463,15.7857936,0.94,t17_f5_c3,0.9999999,17.9812,0.0381,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
12,ztf,59522.30908560008,1768309080615015006,2,1768309080615,20.624756,1,1768,1.7578008,17.821238,17.8223,0.0585738,0.0355,16.1393443,15.7858026,0.94142854,t17_f5_c3,0.99999976,17.7958,0.0433,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
13,ztf,59524.24484949978,1770244840615015005,2,1770244840615,20.637909,1,1770,1.7406801,17.899652,17.8835,0.0497501,0.0393,16.1393244,15.785804,0.91571426,t17_f5_c3,1.0,17.9238,0.0511,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
14,ztf,59524.3095602002,1770309560615015007,1,1770309560615,20.888386,1,1770,1.4381168,18.13917,18.0921,0.04957145,0.0332,16.1393361,15.7857998,0.95285714,t17_f5_c3,0.99999946,18.0745,0.0406,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
15,ztf,59526.235324100126,1772235320615015009,2,1772235320615,20.804352,1,1772,1.6882493,17.940327,17.9173,0.066841625,0.0361,16.1393425,15.7858222,0.42714286,t17_f5_c3,0.99679124,17.9054,0.0446,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
16,ztf,59526.318946800195,1772318940615015007,1,1772318940615,20.748747,1,1772,1.4499531,18.309366,18.2963,0.06810355,0.0442,16.1393502,15.785795,0.93714285,t17_f5_c3,0.9999989,18.2958,0.0554,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
17,ztf,59529.208796299994,1775208790615015009,2,1775208790615,20.404892,1,1775,1.7248049,17.939886,17.992,0.05199461,0.0489,16.1393422,15.78581,0.94142854,t17_f5_c3,0.9999993,17.9502,0.0595,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
18,ztf,59529.26239580009,1775262390615015010,1,1775262390615,20.397305,1,1775,1.5026532,18.56896,18.4728,0.082747065,0.0614,16.1393471,15.7857799,0.94714284,t17_f5_c3,0.99999976,18.4898,0.079,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
19,ztf,59531.234201400075,1777234200615015005,2,1777234200615,20.126022,1,1777,1.7541723,17.980751,17.9899,0.048190806,0.0588,16.1393452,15.7857985,0.94714284,t17_f5_c3,1.0,17.9169,0.0699,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
20,ztf,59531.33677079994,1777336770615015004,1,1777336770615,19.969212,1,1777,1.491583,18.734657,18.7509,0.07542981,0.1114,16.1393322,15.7857855,0.93857145,t17_f5_c3,0.9999995,18.9208,0.1662,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
21,ztf,59537.34613429988,1783346130615015004,2,1783346130615,20.329166,1,1783,1.7675331,18.09154,18.063,0.049353383,0.0602,16.1393514,15.7857983,0.93142855,t17_f5_c3,0.99985033,18.1933,0.0859,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
22,ztf,59540.19307869999,1786193070615015005,2,1786193070615,19.816067,1,1786,1.8820239,18.1681,18.108,0.056778904,0.0751,16.1393251,15.7857662,0.95,t17_f5_c3,0.9999999,18.2201,0.1062,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
23,ztf,59540.303657399956,1786303650615015005,1,1786303650615,19.206,1,1786,2.16249,19.4537,19.4999,0.274906,0.3066,16.1391232,15.7856579,0.377143,t17_f5_c3,,19.2477,0.3123,,False,False,False,correction_1.0.6,0.0,,,,1.796130110615015e+18
24,ztf,59550.130115699954,1796130110615015007,2,1796130110615,20.280323,1,1796,1.8016636,18.823265,18.8158,0.090274446,0.0983,16.1393649,15.7857844,0.9285714,t17_f5_c3,0.999997,18.8764,0.1322,552120206.0,True,False,False,correction_1.0.6,0.0,,,,
25,ztf,59550.22391200019,1796223910615015009,1,1796223910615,20.654327,1,1796,1.4248868,19.811733,19.9801,0.17204916,0.2074,16.1393476,15.7858014,0.85714287,t17_f5_c3,0.99999803,19.8942,0.2446,552120106.0,True,False,False,correction_1.0.6,0.0,,,,
