,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59399.29998840019,1645299980615015095,1,1645299980615,20.765306,1,1645,5.4320574,20.10109,19.8608,0.15841186,0.1658,282.3200127,15.6751805,0.30714285,t17_f5_c3,0.99992955,19.6925,0.1819,589120106,True,False,False,correction_0.0.1,0.0
1,ztf,59401.372777800076,1647372770615015009,1,1647372770615,20.32299,1,1647,5.5333776,19.915068,19.8975,0.12837245,0.2344,282.3200438,15.6751824,0.6028572,t17_f5_c3,0.9999982,19.8786,0.2954,589120106,True,False,False,correction_0.0.1,0.0
2,ztf,59403.33736110013,1649337360615015008,2,1649337360615,20.726679,1,1649,1.8834331,19.71013,19.5487,0.13345064,0.1408,282.3199855,15.6751889,0.50285715,t17_f5_c3,0.9999635,19.4524,0.165,589120206,True,False,False,correction_0.0.1,0.0
3,ztf,59403.36165509978,1649361650615015007,1,1649361650615,20.746574,1,1649,5.2832856,19.849215,19.8401,0.15629023,0.1671,282.3199636,15.6752265,0.5857143,t17_f5_c3,0.9999304,19.7854,0.2032,589120106,True,False,False,correction_0.0.1,0.0
4,ztf,59405.31797449989,1651317970615015014,1,1651317970615,20.668383,1,1651,5.329503,19.75851,19.9635,0.14379294,0.1966,282.3199769,15.6752226,0.6185714,t17_f5_c3,0.99999976,20.0594,0.2748,589120106,True,False,False,correction_0.0.1,0.0
5,ztf,59407.277928200085,1653277920615015015,1,1653277920615,20.715775,1,1653,5.220919,19.815182,19.7031,0.13263091,0.1509,282.3199464,15.6751973,0.54,t17_f5_c3,0.9896317,19.4467,0.1525,589120106,True,False,False,correction_0.0.1,0.0
6,ztf,59407.31763890013,1653317630615015007,2,1653317630615,20.695236,1,1653,1.9739022,19.602848,19.5756,0.13458046,0.1493,282.3199662,15.6752185,0.5257143,t17_f5_c3,0.9999546,19.7018,0.2144,589120206,True,False,False,correction_0.0.1,0.0
7,ztf,59409.29658559989,1655296580615015007,2,1655296580615,20.668781,1,1655,1.9239554,19.564316,19.2805,0.10650467,0.1164,282.3199671,15.6752078,0.5385714,t17_f5_c3,0.999264,19.3806,0.1629,589120206,True,False,False,correction_0.0.1,0.0
8,ztf,59411.269317099825,1657269310615015008,2,1657269310615,20.503614,1,1657,1.8697754,19.553335,19.5025,0.12036293,0.165,282.3199529,15.675192,0.6314286,t17_f5_c3,0.9997236,19.5574,0.2223,589120206,True,False,False,correction_0.0.1,0.0
9,ztf,59411.31540510012,1657315400615015007,1,1657315400615,20.819422,1,1657,5.3837304,19.885986,20.1132,0.16579309,0.2023,282.3199988,15.6752019,0.53571427,t17_f5_c3,0.9999945,19.9884,0.2308,589120106,True,False,False,correction_0.0.1,0.0
10,ztf,59414.29637729982,1660296370615015004,2,1660296370615,20.491661,1,1660,1.9027004,19.76113,19.9449,0.1734806,0.2503,282.3200022,15.6751898,0.46714285,t17_f5_c3,0.9996407,19.9192,0.3141,589120206,True,False,False,correction_0.0.1,0.0
