,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58936.517847199924,1182517844115015002,2,1182517844115,20.569439,1,1182,2.477976,19.721457,19.9768,0.14461212,0.2594,256.6163822,63.7328959,0.8757143,t17_f5_c3,0.99670815,20.112,0.3681,825120241.0,False,False,False,bulk_1.0.0,0.0,1202323884115015001,,,
1,ztf,58940.46959490003,1186469594115015025,1,1186469594115,20.057615,1,1186,0.8589831,19.203018,19.1611,0.1237596,0.1544,256.6165707,63.7329053,0.79285717,t17_f5_c3,0.9999988,19.2019,0.2028,825120141.0,False,True,False,bulk_1.0.0,0.0,1202323884115015001,18.916723,0.09347091,0.09507373
2,ztf,58940.51421299996,1186514214115015002,2,1186514214115,19.794683,1,1186,2.4178448,19.262617,19.1348,0.13420133,0.2222,256.6164103,63.7328835,0.94714284,t17_f5_c3,0.99999225,19.1377,0.2833,825120241.0,False,False,False,bulk_1.0.0,0.0,1202323884115015001,,,
3,ztf,58941.43476849981,1187434764115015002,2,1187434764115,20.161009,1,1187,2.2716608,19.24407,19.21,0.16294712,0.1373,256.6164682,63.7328437,0.82285714,t17_f5_c3,0.9999417,19.1558,0.1644,825120241.0,False,False,False,bulk_1.0.0,0.0,1202323884115015001,,,
4,ztf,58941.49457179988,1187494574115015003,1,1187494574115,20.605911,1,1187,0.89488673,19.198748,19.2687,0.13675785,0.0977,256.6164597,63.7328646,0.89,t17_f5_c3,0.9999633,19.389,0.1365,825120141.0,False,True,False,bulk_1.0.0,0.0,1202323884115015001,18.91344,0.103716716,0.10515484
5,ztf,58943.430081000086,1189430084115015000,1,1189430084115,19.683382,1,1189,0.970296,19.1689,19.081,0.17757048,0.1841,256.6164037,63.7328665,0.82857144,t17_f5_c3,0.9999436,18.8993,0.1991,825120141.0,False,True,False,bulk_1.0.0,0.0,1202323884115015001,18.890417,0.1363454,0.13739716
6,ztf,58943.472291700076,1189472294115015002,2,1189472294115,20.252935,1,1189,2.2442868,19.155525,19.0022,0.1268569,0.1352,256.6164933,63.7328493,0.93,t17_f5_c3,0.9998381,19.0215,0.1738,825120241.0,False,False,False,bulk_1.0.0,0.0,1202323884115015001,,,
7,ztf,58944.49372689985,1190493724115015002,1,1190493724115,20.119572,1,1190,0.957043,19.10379,19.0705,0.12739189,0.1391,256.6163981,63.732859,0.93,t17_f5_c3,0.9999991,19.2016,0.1997,825120141.0,False,True,False,bulk_1.0.0,0.0,1202323884115015001,18.8397,0.098564856,0.09988624
8,ztf,58944.50974539993,1190509744115015004,2,1190509744115,20.1882,1,1190,2.36014,19.1826,19.0118,0.136997,0.1271,256.6164782,63.7329057,0.328571,t17_f5_c3,,19.0219,0.1615,,False,False,False,bulk_1.0.0,0.0,1202323884115015001,,,
9,ztf,58953.44593749987,1199445934115015002,2,1199445934115,20.153673,1,1199,2.426429,19.529423,19.9874,0.16797446,0.3252,256.6164824,63.7329454,0.8385714,t17_f5_c3,0.9999835,19.8331,0.357,825120241.0,False,False,False,bulk_1.0.0,0.0,1202323884115015001,,,
10,ztf,58954.405509300064,1200405504115015000,1,1200405504115,20.0458,1,1200,1.09104,20.0993,20.0225,0.27412,0.2734,256.6165262,63.7329692,0.434286,t17_f5_c3,,20.0042,0.342,,False,True,False,bulk_1.0.0,0.0,1202323884115015001,19.530327,0.15940352,0.1623123
11,ztf,58954.493159700185,1200493154115015001,2,1200493154115,20.34162,1,1200,2.3095367,19.603403,19.5577,0.20629592,0.2056,256.6164468,63.7328488,0.8157143,t17_f5_c3,0.9995998,19.3806,0.2207,825120241.0,False,False,False,bulk_1.0.0,0.0,1202323884115015001,,,
12,ztf,58954.512627299875,1200512624115015002,2,1200512624115,20.043457,1,1200,2.433843,19.579565,19.8616,0.16574188,0.3484,256.6163814,63.732872,0.8957143,t17_f5_c3,0.9999919,19.7199,0.389,825120241.0,False,False,False,bulk_1.0.0,0.0,1202323884115015001,,,
13,ztf,58955.45369210001,1201453694115015002,2,1201453694115,20.392965,1,1201,2.4641101,19.828058,19.9832,0.17954578,0.2957,256.6163759,63.7328848,0.8,t17_f5_c3,0.99981225,19.853,0.331,825120241.0,False,False,False,bulk_1.0.0,0.0,1202323884115015001,,,
14,ztf,58955.46571760019,1201465714115015001,1,1201465714115,20.3379,1,1201,1.08969,20.0872,19.7872,0.266986,0.2078,256.6163299,63.7328774,0.455714,t17_f5_c3,,19.6972,0.243,,False,True,False,bulk_1.0.0,0.0,1202323884115015001,19.523146,0.15587121,0.158806
15,ztf,58956.323888900224,1202323884115015001,2,1202323884115,20.316816,1,1202,2.4934533,19.80212,19.7672,0.19206512,0.2744,256.6163537,63.7328852,0.72571427,t17_f5_c3,0.9892731,19.9051,0.3935,825120241.0,False,False,False,bulk_1.0.0,0.0,1212386684115015001,,,
16,ztf,58956.388553199824,1202388554115015020,1,1202388554115,19.7873,1,1202,0.518468,19.7737,19.7975,0.259773,0.4145,256.6167549,63.7328411,0.497143,t17_f5_c3,,20.1334,0.7206,,False,True,False,bulk_1.0.0,0.0,1212386684115015001,19.325996,0.17011619,0.17199358
17,ztf,58961.447164400015,1207447164115015002,2,1207447164115,19.972113,1,1207,2.2796297,19.811993,19.7181,0.20669274,0.251,256.6164438,63.7328199,0.64285713,t17_f5_c3,0.99953926,19.9475,0.392,825120241.0,False,False,False,bulk_1.0.0,0.0,1212386684115015001,,,
18,ztf,58962.47486109985,1208474864115015001,2,1208474864115,20.349985,1,1208,2.4192562,19.946009,19.7063,0.18842006,0.2253,256.6164292,63.7329042,0.71428573,t17_f5_c3,0.9990964,19.7608,0.298,825120241.0,False,False,False,bulk_1.0.0,0.0,1212386684115015001,,,
19,ztf,58962.49612270016,1208496124115015001,1,1208496124115,20.5077,1,1208,1.10926,20.6499,20.5601,0.318892,0.4084,256.6163462,63.7328998,0.541429,t17_f5_c3,,20.4195,0.4556,,False,True,False,bulk_1.0.0,0.0,1212386684115015001,19.821926,0.14326543,0.14874895
20,ztf,58963.3865278,1209386524115015005,1,1209386524115,20.7587,1,1209,0.774544,20.8555,20.3972,0.312359,0.2932,256.6166182,63.7328903,0.41,t17_f5_c3,,20.4865,0.4016,,False,True,False,bulk_1.0.0,0.0,1212386684115015001,19.913012,0.12368459,0.131117
21,ztf,58964.39177080011,1210391774115015002,1,1210391774115,20.7554,1,1210,1.2976,20.6389,20.4679,0.223837,0.3084,256.6161902,63.7328879,0.735714,t17_f5_c3,,20.6345,0.4529,,False,True,False,bulk_1.0.0,0.0,1212386684115015001,19.816782,0.0971262,0.10497458
22,ztf,58964.43174770009,1210431744115015003,2,1210431744115,20.628414,1,1210,2.2910736,19.906351,20.0389,0.16742101,0.268,256.6164876,63.7328717,0.64285713,t17_f5_c3,0.99877584,19.8264,0.2763,825120241.0,False,False,False,bulk_1.0.0,0.0,1212386684115015001,,,
23,ztf,58965.44265050022,1211442654115015003,2,1211442654115,20.658234,1,1211,2.3756485,20.133629,20.5838,0.18660586,0.422,256.6164347,63.7328802,0.73571426,t17_f5_c3,0.9856186,20.4335,0.46,825120241.0,False,False,False,bulk_1.0.0,0.0,1212386684115015001,,,
24,ztf,58966.38668979984,1212386684115015001,2,1212386684115,20.641682,1,1212,2.4854863,20.158974,20.7107,0.18338795,0.4768,256.6164279,63.7329398,0.76857144,t17_f5_c3,0.7396264,20.7207,0.6022,825120241.0,True,False,False,bulk_1.0.0,0.0,0,,,
