,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59446.47884259978,1692478845715015010,1,1692478845715,20.56105,1,1692,3.4319632,19.698298,19.6916,0.13632552,0.1712,10.7585377,-6.4133551,0.86142856,t17_f5_c3,0.9999984,19.5368,0.1899,346120157,True,False,False,correction_1.0.6,0.0
1,ztf,59453.42237270018,1699422375715015004,1,1699422375715,19.716352,1,1699,3.26391,18.19307,18.3479,0.07457267,0.1071,10.758525,-6.4133095,0.94,t17_f5_c3,0.9999998,18.4029,0.1442,346120157,True,False,False,correction_1.0.6,0.0
2,ztf,59453.46559030004,1699465595715015008,2,1699465595715,19.735027,1,1699,2.469672,18.176632,18.4074,0.08108126,0.1123,10.7585373,-6.4132987,0.9142857,t17_f5_c3,0.9999999,18.3083,0.1313,346120257,True,False,False,correction_1.0.6,0.0
3,ztf,59459.350891199894,1705350895715015012,1,1705350895715,20.472937,1,1705,3.3560867,18.03527,18.0168,0.059759695,0.0357,10.7585453,-6.41333,0.9285714,t17_f5_c3,0.9999736,17.9835,0.0432,346120157,True,False,False,correction_1.0.6,0.0
4,ztf,59459.391574100126,1705391575715015010,2,1705391575715,20.516285,1,1705,2.528504,17.824785,17.8801,0.04941877,0.0372,10.7585202,-6.413307,0.93,t17_f5_c3,0.9999992,17.9165,0.0482,346120257,True,False,False,correction_1.0.6,0.0
5,ztf,59461.3785184999,1707378515715015016,2,1707378515715,20.404325,1,1707,2.5214856,17.74996,17.7432,0.044043414,0.0359,10.7585201,-6.4133073,0.9357143,t17_f5_c3,0.99999976,17.7773,0.0464,346120257,True,False,False,correction_1.0.6,0.0
6,ztf,59461.41614580015,1707416145715015017,1,1707416145715,20.558155,1,1707,3.1879334,17.917679,17.9549,0.07745146,0.039,10.7585205,-6.4132884,0.94714284,t17_f5_c3,0.9999919,17.9201,0.0475,346120157,True,False,False,correction_1.0.6,0.0
7,ztf,59463.3850579001,1709385055715015013,2,1709385055715,20.377224,1,1709,2.461274,17.700329,17.7485,0.03896636,0.0372,10.7585341,-6.4132961,0.93142855,t17_f5_c3,0.99999994,17.7406,0.0464,346120257,True,False,False,correction_1.0.6,0.0
8,ztf,59465.3589931,1711358995715015004,2,1711358995715,20.235235,1,1711,2.4979765,17.626474,17.651,0.05945379,0.0368,10.7585207,-6.4132996,0.93714285,t17_f5_c3,0.9999994,17.631,0.0454,346120257,True,False,False,correction_1.0.6,0.0
9,ztf,59465.40188660007,1711401885715015009,1,1711401885715,20.506165,1,1711,3.207644,17.794472,17.8053,0.057353497,0.0354,10.7585199,-6.4132944,0.94142854,t17_f5_c3,0.99999964,17.8275,0.0452,346120157,True,False,False,correction_1.0.6,0.0
10,ztf,59467.37696760008,1713376965715015006,2,1713376965715,20.437778,1,1713,2.506569,17.491962,17.5082,0.041624684,0.03,10.7585232,-6.4133049,0.91571426,t17_f5_c3,0.99997973,17.5184,0.0377,346120257,True,False,False,correction_1.0.6,0.0
11,ztf,59467.42307869997,1713423075715015008,1,1713423075715,20.483295,1,1713,3.2641053,17.70921,17.7608,0.050119642,0.0352,10.7585224,-6.4133103,0.94714284,t17_f5_c3,0.99999964,17.7354,0.0431,346120157,True,False,False,correction_1.0.6,0.0
