,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59399.299050900154,1645299055815015023,1,1645299055815,20.9329,1,1645,1.39678,20.5917,19.47861,20.1568,0.205772,0.028778242,0.07381589,0.2058,273.1399242,21.0320062,0.405714,t17_f5_c3,19.7232,0.1783,False,True,False,correction_0.0.1,0.0,,
1,ztf,59399.34256940009,1645342565815015019,2,1645342565815,20.516289,1,1645,1.3300736,20.05021,18.900543,19.9999,0.17378756,0.036876664,0.060276985,0.2436,273.1399206,21.03201,0.72,t17_f5_c3,19.7086,0.2398,True,True,False,correction_0.0.1,0.0,0.0016273,588120258.0
2,ztf,59401.33996530017,1647339965815015029,2,1647339965815,20.5244,1,1647,1.21625,20.1706,18.940805,19.7534,0.210109,0.046190273,0.06769036,0.192,273.1399235,21.031944,0.505714,t17_f5_c3,19.3346,0.1678,False,True,False,correction_0.0.1,0.0,,
3,ztf,59401.372303199954,1647372305815015012,1,1647372305815,20.537,1,1647,1.37764,20.4486,19.42508,20.3977,0.304029,0.09920604,0.118442275,0.3076,273.1399436,21.0320302,0.694286,t17_f5_c3,19.9691,0.2682,False,True,False,correction_0.0.1,0.0,,
4,ztf,59403.31870369986,1649318705815015019,2,1649318705815,20.5932,1,1649,1.38904,20.114,18.922247,20.1731,0.22952,0.059147697,0.076580696,0.2817,273.139905,21.0320234,0.48,t17_f5_c3,19.8757,0.276,False,True,False,correction_0.0.1,0.0,,
5,ztf,59403.363067099825,1649363065815015019,1,1649363065815,20.556,1,1649,1.39365,20.312,19.369802,19.6947,0.215774,0.06653304,0.09059831,0.1893,273.1399176,21.0319767,0.325714,t17_f5_c3,19.3491,0.1769,False,True,False,correction_0.0.1,0.0,,
6,ztf,59405.31939810002,1651319395815015014,1,1651319395815,20.5487,1,1651,1.34706,20.3598,19.389618,19.9809,0.245442,0.07851606,0.100432806,0.2262,273.1399726,21.0320697,0.628571,t17_f5_c3,19.8688,0.2633,False,True,False,correction_0.0.1,0.0,,
7,ztf,59405.33792820014,1651337925815015013,2,1651337925815,20.422203,1,1651,1.4947091,20.060179,,19.753,0.18025859,,,0.2202,273.1398812,21.0320428,0.58285713,t17_f5_c3,19.2323,0.1751,True,False,True,correction_0.0.1,0.0,5.68e-05,588120258.0
8,ztf,59407.27651620004,1653276515815015021,1,1653276515815,20.5629,1,1653,1.37599,20.3775,19.396826,19.9636,0.204398,0.05373085,0.08283358,0.2334,273.1399164,21.0319453,0.501429,t17_f5_c3,19.6832,0.2321,False,True,False,correction_0.0.1,0.0,,
9,ztf,59407.2981480998,1653298145815015023,2,1653298145815,20.638952,1,1653,1.2527827,20.175278,18.94231,20.0184,0.19298449,0.037252624,0.061991926,0.2488,273.1399584,21.0320262,0.40714285,t17_f5_c3,19.6332,0.2244,True,True,False,correction_0.0.1,0.0,3.55e-06,588120258.0
10,ztf,59409.275636599865,1655275635815015011,2,1655275635815,20.623173,1,1655,1.4107606,20.09651,,20.0718,0.19742008,,,0.2633,273.1399216,21.0320583,0.5157143,t17_f5_c3,19.4127,0.1861,True,False,True,correction_0.0.1,0.0,0.00014827,588120258.0
