,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59411.317812500056,1657317811815015013,1,1657317811815,20.4897,1,1657,3.90418,20.071,20.8612,0.199387,0.6498,277.8305509,31.6156277,0.757143,t17_f5_c3,20.3393,0.4913,False,False,False,correction_0.0.1,0.0,,
1,ztf,59414.39524309989,1660395241815015014,1,1660395241815,20.630379,1,1660,3.7590508,19.45283,19.5559,0.12241813,0.1792,277.8304524,31.6156216,0.91,t17_f5_c3,19.8043,0.2725,True,False,False,correction_0.0.1,0.0,0.9938402,683120118.0
2,ztf,59425.253946799785,1671253941815015018,1,1671253941815,20.573912,1,1671,3.7267535,19.303835,19.466,0.13447419,0.1715,277.830468,31.6156064,0.8857143,t17_f5_c3,19.5049,0.2166,True,False,False,correction_1.0.6,0.0,0.959736,683120118.0
3,ztf,59427.29938660003,1673299381815015018,1,1673299381815,20.697311,1,1673,3.662861,19.443123,19.5486,0.13629425,0.1687,277.8304635,31.6155872,0.84,t17_f5_c3,19.5964,0.2132,True,False,False,correction_1.0.6,0.0,0.5645277,683120118.0
4,ztf,59429.24130789982,1675241301815015039,2,1675241301815,20.77837,1,1675,3.8982072,19.191574,19.4841,0.13919994,0.1977,277.8304777,31.6156456,0.46285716,t17_f5_c3,19.5806,0.2508,True,False,False,correction_1.0.6,0.0,0.04407164,683120218.0
5,ztf,59429.31093750009,1675310931815015038,1,1675310931815,20.727306,1,1675,3.7330248,19.741713,20.1839,0.15170774,0.2975,277.8304548,31.6156146,0.6857143,t17_f5_c3,20.1759,0.3573,True,False,False,correction_1.0.6,0.0,0.9921112,683120118.0
