,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59138.25297449995,1384252970115015002,1,1384252970115,19.9593,1,1384,1.40225,20.1941,20.5316,0.315378,0.5652,18.451778,-19.1394922,0.842857,t17_f5_c3,20.2727,0.5663,False,False,False,bulk_1.0.0,0.0,1390315340115015002,,,,,
1,ztf,59144.23037040001,1390230370115015001,2,1390230370115,20.38673,1,1390,1.3588607,19.71648,19.6654,0.17510368,0.24,18.4518,-19.1395345,0.92285717,t17_f5_c3,19.6148,0.2871,False,True,False,bulk_1.0.0,0.0,1390315340115015002,17.847172,100.0,0.031302005,0.9999985,296120201.0
2,ztf,59144.315347199794,1390315340115015002,1,1390315340115,20.57811,1,1390,1.4322097,19.723896,19.7265,0.15043584,0.1795,18.4517947,-19.1394784,0.9657143,t17_f5_c3,19.6034,0.201,True,False,False,bulk_1.0.0,0.0,0,,,,0.9999999,296120101.0
