,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
28,ztf,59428.20275459997,1674202752915015012,2,1674202752915,20.50553,1,1674,3.103695,19.740477,19.6367,0.15469712,0.2037,256.5303005,68.7228782,0.87285715,t17_f5_c3,19.5432,0.236,True,False,False,correction_1.0.6,0.0,0.9956756,848120229.0,
29,ztf,59428.20372689981,1674203721615015007,2,1674203721615,20.445639,1,1674,2.7959402,19.703096,19.7062,0.15195532,0.2158,256.5301564,68.7228475,0.9257143,t17_f5_c3,19.4885,0.2233,True,False,False,correction_1.0.6,0.0,0.996577,847120216.0,
30,ztf,59428.2411342999,1674241132915015011,1,1674241132915,20.536177,1,1674,2.9483688,19.930038,20.1286,0.15888362,0.2673,256.5302448,68.7228353,0.7985714,t17_f5_c3,20.2002,0.3627,True,False,False,correction_1.0.6,0.0,0.9999939,848120129.0,
31,ztf,59428.243564799894,1674243561615015009,1,1674243561615,20.5079,1,1674,2.90184,20.0204,19.8566,0.231548,0.2176,256.5302189,68.7228816,0.648571,t17_f5_c3,19.8596,0.2769,False,False,False,correction_1.0.6,0.0,,,1.676240552915015e+18
32,ztf,59430.2405555998,1676240552915015012,2,1676240552915,20.559261,1,1676,2.9615777,19.89978,19.8093,0.15105705,0.2281,256.5301904,68.7228773,0.79142857,t17_f5_c3,19.499,0.2164,True,False,False,correction_1.0.6,0.0,0.9838684,848120229.0,
33,ztf,59430.24197919993,1676241971615015008,2,1676241971615,20.54014,1,1676,2.8047485,19.83156,19.9092,0.12999569,0.2407,256.5301692,68.7228693,0.92142856,t17_f5_c3,20.0256,0.3382,True,False,False,correction_1.0.6,0.0,0.9946966,847120216.0,
34,ztf,59435.1960880002,1681196081615015015,1,1681196081615,20.6392,1,1681,3.02551,20.5821,20.3696,0.252643,0.3136,256.5303141,68.7228665,0.667143,t17_f5_c3,20.3787,0.4017,False,False,False,correction_1.0.6,0.0,,,1.681244591615015e+18
35,ztf,59435.24459489994,1681244591615015008,2,1681244591615,20.532707,1,1681,2.8105261,20.297678,20.8108,0.18273096,0.5741,256.53017,68.7228873,0.7657143,t17_f5_c3,20.561,0.5773,True,False,False,correction_1.0.6,0.0,0.7347348,847120216.0,
36,ztf,59435.24601850007,1681246012915015004,2,1681246012915,20.501488,1,1681,3.088199,19.881752,19.9481,0.1423118,0.2709,256.5302884,68.7228895,0.89428574,t17_f5_c3,19.6102,0.2508,True,False,False,correction_1.0.6,0.0,0.9884472,848120229.0,
37,ztf,59438.180162000004,1684180161615015008,2,1684180161615,20.3324,1,1684,3.06469,20.0439,19.6124,0.212387,0.2226,256.5303684,68.722856,0.688571,t17_f5_c3,19.2361,0.2002,False,False,False,correction_1.0.6,0.0,,,1.684181632915015e+18
38,ztf,59438.181631899904,1684181632915015005,2,1684181632915,20.309618,1,1684,3.056927,20.0737,19.7619,0.19886531,0.274,256.5302674,68.7228752,0.73571426,t17_f5_c3,19.7295,0.3377,True,False,False,correction_1.0.6,0.0,0.999663,848120229.0,
