,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59400.308935199864,1646308932915015005,1,1646308932915,20.5327,1,1646,3.61466,20.8569,20.5837,0.359041,0.3843,256.5307726,68.7229281,0.514286,t17_f5_c3,20.9689,0.6969,False,False,False,correction_0.0.1,0.0,,,
1,ztf,59402.39168980019,1648391682915015005,2,1648391682915,20.1959,1,1648,2.87962,20.4267,20.0651,0.271285,0.3269,256.5301272,68.722889,0.668571,t17_f5_c3,19.8772,0.3486,False,False,False,correction_0.0.1,0.0,,,
2,ztf,59403.2832986,1649283291615015006,1,1649283291615,20.6681,1,1649,2.99298,20.4235,20.4137,0.273686,0.3164,256.5302886,68.7228803,0.665714,t17_f5_c3,20.3518,0.3793,False,False,False,correction_0.0.1,0.0,,,
3,ztf,59403.33996530017,1649339961615015003,2,1649339961615,20.230844,1,1649,2.906444,20.249758,20.3026,0.19589528,0.4132,256.5302565,68.7229143,0.8585714,t17_f5_c3,20.5823,0.6792,True,False,False,correction_0.0.1,0.0,0.99855286,847120216.0,
4,ztf,59404.30671299994,1650306712915015006,2,1650306712915,20.341274,1,1650,2.9803755,20.189144,20.0417,0.20720063,0.3228,256.5302043,68.7228623,0.8442857,t17_f5_c3,20.0293,0.404,True,False,False,correction_0.0.1,0.0,0.99809444,848120229.0,
5,ztf,59404.347638899926,1650347632915015005,1,1650347632915,20.37299,1,1650,3.082634,19.899305,20.0753,0.19194598,0.2821,256.5303421,68.7228309,0.79714286,t17_f5_c3,20.1759,0.3934,True,False,False,correction_0.0.1,0.0,0.9930724,848120129.0,
6,ztf,59405.30452550016,1651304521615015002,1,1651304521615,20.3681,1,1651,2.76921,20.0437,20.556,0.244475,0.4093,256.5301145,68.7228597,0.754286,t17_f5_c3,20.676,0.5813,False,False,False,correction_0.0.1,0.0,,,
7,ztf,59406.22252310021,1652222522915015008,1,1652222522915,20.497398,1,1652,2.9228814,19.775677,20.1339,0.17169933,0.2775,256.5302221,68.7228461,0.7757143,t17_f5_c3,20.1357,0.3532,True,False,False,correction_0.0.1,0.0,0.999969,848120129.0,
8,ztf,59406.25843749987,1652258432915015009,2,1652258432915,20.367342,1,1652,2.9057183,19.760876,19.8457,0.18245797,0.2642,256.5301448,68.722842,0.79,t17_f5_c3,19.8394,0.3326,True,False,False,correction_0.0.1,0.0,0.9981048,848120229.0,
9,ztf,59407.26833330002,1653268331615015009,1,1653268331615,20.424288,1,1653,2.8548782,19.659029,19.7767,0.21547168,0.222,256.5301821,68.7229097,0.8214286,t17_f5_c3,19.8782,0.3093,True,False,False,correction_0.0.1,0.0,0.9999932,847120116.0,
10,ztf,59408.35210649995,1654352102915015005,1,1654352102915,20.211138,1,1654,2.9557357,19.525707,19.6176,0.17284518,0.2351,256.5302519,68.7228595,0.83428574,t17_f5_c3,19.5646,0.2852,True,False,False,correction_0.0.1,0.0,0.99976754,848120129.0,
11,ztf,59409.244039400015,1655244031615015006,1,1655244031615,20.287828,1,1655,2.963194,19.468014,19.5554,0.16773608,0.192,256.5302667,68.72288,0.9114286,t17_f5_c3,19.6482,0.2658,True,False,False,correction_0.0.1,0.0,0.999818,847120116.0,
12,ztf,59410.24172449997,1656241722915015003,2,1656241722915,20.2875,1,1656,3.0179377,19.436634,19.5172,0.11745164,0.233,256.5302336,68.7228651,0.92,t17_f5_c3,19.7335,0.3605,True,False,False,correction_0.0.1,0.0,0.99978566,848120229.0,
13,ztf,59410.35347220022,1656353472915015007,1,1656353472915,20.251637,1,1656,3.0960805,19.301441,19.3995,0.12858681,0.1867,256.5303672,68.7228886,0.9,t17_f5_c3,19.3142,0.2198,True,False,False,correction_0.0.1,0.0,0.99996185,848120129.0,
14,ztf,59411.20233799983,1657202331615015007,1,1657202331615,20.141108,1,1657,2.8599033,19.357624,19.6487,0.14030899,0.2499,256.5301865,68.722893,0.9142857,t17_f5_c3,19.5655,0.2951,True,False,False,correction_0.0.1,0.0,0.99950784,847120116.0,
15,ztf,59412.328229200095,1658328222915015015,1,1658328222915,20.347738,1,1658,3.0459561,19.31128,19.1167,0.13081406,0.1315,256.5303253,68.7228728,0.78571427,t17_f5_c3,19.2489,0.1882,True,False,False,correction_0.0.1,0.0,0.99965835,848120129.0,
16,ztf,59412.3671875,1658367182915015007,2,1658367182915,20.175138,1,1658,3.0493834,19.556984,19.6757,0.12909842,0.293,256.530259,68.7228807,0.9014286,t17_f5_c3,19.4853,0.3129,True,False,False,correction_0.0.1,0.0,0.98755586,848120229.0,
17,ztf,59414.39002310019,1660390021615015010,1,1660390021615,20.359383,1,1660,3.0174935,19.344072,19.1949,0.14086795,0.1352,256.5303088,68.7228689,0.9242857,t17_f5_c3,19.1233,0.1608,True,False,False,correction_0.0.1,0.0,0.99994797,847120116.0,
18,ztf,59415.2062615999,1661206262915065003,2,1661206262915,20.1599,1,1661,3.07871,19.4297,19.4665,0.18153,0.2409,256.5302832,68.7228392,0.745714,t17_f5_c3,19.4941,0.3147,False,False,False,correction_1.0.6,0.0,,,1.671368902915015e+18
19,ztf,59415.2062615999,1661206262915075003,2,1661206262915,20.1599,1,1661,3.07871,19.4297,19.4665,0.18153,0.2409,256.5302832,68.7228392,0.745714,t17_f5_c3,19.4941,0.3147,False,False,False,correction_1.0.6,0.0,,,1.676240552915015e+18
20,ztf,59415.2062615999,1661206262915015003,2,1661206262915,20.15988,1,1661,3.0787115,19.42966,19.4665,0.1815299,0.2409,256.5302832,68.7228392,0.7457143,t17_f5_c3,19.4941,0.3147,True,False,False,correction_0.0.1,0.0,0.9916426,848120229.0,
21,ztf,59415.2771528,1661277152915015002,1,1661277152915,19.77,1,1661,3.2202656,19.28384,19.4003,0.14358103,0.2702,256.5304598,68.7228677,0.85142857,t17_f5_c3,19.2578,0.3036,True,False,False,correction_0.0.1,0.0,0.99912477,848120129.0,
22,ztf,59415.2771528,1661277152915075002,1,1661277152915,19.77,1,1661,3.22027,19.2838,19.4003,0.143581,0.2702,256.5304598,68.7228677,0.851429,t17_f5_c3,19.2578,0.3036,False,False,False,correction_1.0.6,0.0,,,1.676240552915015e+18
23,ztf,59415.2771528,1661277152915065002,1,1661277152915,19.77,1,1661,3.22027,19.2838,19.4003,0.143581,0.2702,256.5304598,68.7228677,0.851429,t17_f5_c3,19.2578,0.3036,False,False,False,correction_1.0.6,0.0,,,1.671368902915015e+18
24,ztf,59418.32537040021,1664325372915015005,1,1664325372915,18.9343,1,1664,3.02195,19.3314,19.4334,0.293559,0.6489,256.5303133,68.7229545,0.658571,t17_f5_c3,19.5139,0.898,False,False,False,correction_1.0.6,0.0,,,1.671368902915015e+18
25,ztf,59419.2970718001,1665297071615015001,2,1665297071615,19.0761,1,1665,2.84184,19.2887,19.7134,0.254398,0.7824,256.530129,68.72273,0.667143,t17_f5_c3,19.1728,0.6103,False,False,False,correction_1.0.6,0.0,,,1.671368902915015e+18
26,ztf,59425.36795140011,1671367951615015003,1,1671367951615,19.8402,1,1671,3.03951,19.8522,20.2219,0.228584,0.5601,256.5303246,68.7229591,0.778571,t17_f5_c3,20.1076,0.6458,False,False,False,correction_1.0.6,0.0,,,1.671368902915015e+18
27,ztf,59425.36890049977,1671368902915015004,1,1671368902915,19.969307,1,1671,2.9342935,19.627596,19.8058,0.17718005,0.3416,256.5302443,68.722904,0.76857144,t17_f5_c3,19.7671,0.4219,True,False,False,correction_1.0.6,0.0,0.9998156,848120129.0,
