,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59488.36091439985,1734360914515015020,1,1734360914515,20.5212,1,1734,4.29523,20.7878,20.3879,0.352656,0.3491,22.8718541,5.5976184,0.311429,t17_f5_c3,20.3281,0.4226,False,False,False,correction_1.0.6,0.0,1.742360864515015e+18,,,,,
1,ztf,59491.24627309991,1737246273215015037,2,1737246273215,20.2609,1,1737,1.28298,20.2342,20.0042,0.255359,0.3548,22.8718156,5.5977987,0.381429,t17_f5_c3,19.5236,0.2893,False,True,True,correction_1.0.6,0.0,1.742360864515015e+18,19.723217,0.14584564,0.15949899,,
2,ztf,59496.36086810008,1742360864515015021,1,1742360864515,20.464111,1,1742,4.093266,19.705315,19.6009,0.14372836,0.1636,22.8718713,5.597805,0.8414286,t17_f5_c3,19.6579,0.2189,True,False,False,correction_1.0.6,0.0,,,,,0.9999982,450120145.0
3,ztf,59498.31913190009,1744319133215015018,2,1744319133215,20.340166,1,1744,1.090738,19.619144,19.5395,0.124610625,0.2001,22.871779,5.5977572,0.7214286,t17_f5_c3,19.3037,0.2039,True,True,False,correction_1.0.6,0.0,,19.300507,0.08197631,0.092918046,0.9959433,449120232.0
4,ztf,59498.321030099876,1744321034515015025,2,1744321034515,20.52348,1,1744,4.072027,19.675291,19.4902,0.12000738,0.1805,22.8717806,5.5977773,0.82285714,t17_f5_c3,19.0759,0.1559,True,False,True,correction_1.0.6,0.0,,,,,0.9997536,450120245.0
5,ztf,59498.35289350012,1744352893215015012,1,1744352893215,20.625355,1,1744,1.1794066,19.56073,19.3943,0.14379388,0.141,22.8717822,5.597798,0.82857144,t17_f5_c3,19.3179,0.1664,True,True,True,correction_1.0.6,0.0,,19.335516,0.112054236,0.116857015,0.9999461,449120132.0
6,ztf,59502.33722219989,1748337223215015015,2,1748337223215,19.830923,1,1748,1.2812818,19.65147,19.6013,0.17890215,0.2751,22.8717749,5.5978186,0.57714283,t17_f5_c3,19.4426,0.3034,True,True,False,correction_1.0.6,0.0,,19.32452,0.12460061,0.13238393,0.99991953,449120232.0
7,ztf,59502.37263889983,1748372634515015024,2,1748372634515,20.120274,1,1748,4.091382,19.50241,19.7078,0.121389605,0.2393,22.8718147,5.5977841,0.74,t17_f5_c3,19.448,0.2403,True,False,True,correction_1.0.6,0.0,,,,,0.9999791,450120245.0
8,ztf,59502.39517359994,1748395173215015012,1,1748395173215,19.949501,1,1748,1.1083671,19.407335,19.4159,0.19371618,0.1607,22.8718488,5.5977256,0.5657143,t17_f5_c3,19.3624,0.1953,True,True,True,correction_1.0.6,0.0,,19.209255,0.15868944,0.16141129,0.9994808,449120132.0
9,ztf,59504.295057899784,1750295053215015017,2,1750295053215,19.515764,1,1750,1.1812648,19.540874,19.5468,0.17558298,0.3947,22.8718366,5.5977504,0.7271429,t17_f5_c3,19.3311,0.4147,True,True,False,correction_1.0.6,0.0,,19.241615,0.12667975,0.13328417,0.9987892,449120232.0
