,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59394.22233799985,1640222333315015010,1,1640222333315,20.6253,1,1640,0.685758,20.5096,19.163855,20.0611,0.314026,0.08745535,0.09092177,0.2315,262.542346,56.4228844,0.697143,t17_f5_c3,19.9304,0.261,False,True,False,correction_0.0.1,0.0,,
1,ztf,59394.34672449995,1640346724515015003,1,1640346724515,20.1372,1,1640,1.44108,20.2823,,19.8034,0.30419,,,0.2913,262.5420347,56.4230197,0.517143,t17_f5_c3,19.9491,0.4257,False,False,True,correction_0.0.1,0.0,,
2,ztf,59396.28138889978,1642281384515015007,1,1642281384515,20.693203,1,1642,1.2493683,20.114132,19.008446,20.2118,0.19229929,0.06293224,0.0694549,0.2356,262.5420846,56.4229688,0.9071429,t17_f5_c3,20.2647,0.3134,True,True,False,correction_0.0.1,0.0,0.99995375,797120145.0
3,ztf,59396.28187499987,1642281873315015006,1,1642281873315,20.6837,1,1642,1.07677,20.2649,19.08716,20.1597,0.235909,0.076294154,0.07973495,0.2249,262.5422637,56.4229958,0.858571,t17_f5_c3,20.4578,0.3751,False,True,False,correction_0.0.1,0.0,,
4,ztf,59399.288831000216,1645288833315015011,1,1645288833315,20.8387,1,1645,1.24353,20.2264,19.073996,20.3232,0.233805,0.077582814,0.0808894,0.2374,262.542097,56.42302,0.794286,t17_f5_c3,20.5896,0.3838,False,True,False,correction_0.0.1,0.0,,
5,ztf,59399.290705999825,1645290704515015010,1,1645290704515,20.810581,1,1645,1.3886781,20.16105,19.025158,20.0916,0.17578603,0.05405902,0.06174863,0.1991,262.542078,56.4230126,0.85714287,t17_f5_c3,20.0024,0.2326,True,True,False,correction_0.0.1,0.0,0.99999404,797120145.0
6,ztf,59399.34633099986,1645346334515015000,2,1645346334515,20.4904,1,1645,1.25072,20.1089,18.19553,20.8396,0.275761,100.0,0.04733527,0.5364,262.5421329,56.4229809,0.678571,t17_f5_c3,21.1613,0.9111,False,True,False,correction_0.0.1,0.0,,
7,ztf,59401.25732639991,1647257324515015006,1,1647257324515,20.5385,1,1647,0.98401,20.0886,18.999153,20.2126,0.230857,0.079465084,0.084637836,0.2424,262.5421742,56.4229165,0.778571,t17_f5_c3,20.1202,0.2829,False,True,False,correction_0.0.1,0.0,,
8,ztf,59401.25827550003,1647258273315015001,1,1647258273315,20.5249,1,1647,1.18917,20.1499,19.046913,19.6809,0.211441,0.07323069,0.07655872,0.1451,262.5422663,56.4230278,0.214286,t17_f5_c3,19.5442,0.1624,False,True,False,correction_0.0.1,0.0,,
9,ztf,59403.284247700125,1649284243315015009,1,1649284243315,20.768553,1,1649,1.1437076,20.133968,19.041119,19.9131,0.19391003,0.06730006,0.07086965,0.1776,262.5421265,56.4229957,0.7871429,t17_f5_c3,19.9057,0.2237,True,True,False,correction_0.0.1,0.0,0.99974996,796120133.0
10,ztf,59403.30384259997,1649303843315015002,2,1649303843315,20.477081,1,1649,1.1509283,19.999666,18.126919,20.5817,0.18419321,100.0,0.032822732,0.4375,262.5421754,56.4229847,0.94,t17_f5_c3,20.3368,0.4422,True,True,False,correction_0.0.1,0.0,0.99999475,796120233.0
11,ztf,59403.30478010001,1649304784515015002,2,1649304784515,20.4199,1,1649,1.15521,20.1634,18.204693,20.0736,0.218211,100.0,0.035924733,0.2785,262.542086,56.4229414,0.932857,t17_f5_c3,20.078,0.3534,False,True,False,correction_0.0.1,0.0,,
12,ztf,59403.3744907002,1649374494515015004,1,1649374494515,20.5459,1,1649,1.16915,19.9257,18.936558,20.0411,0.226377,0.08677382,0.09102809,0.2371,262.5420828,56.4229509,0.862857,t17_f5_c3,20.1055,0.3197,False,True,False,correction_0.0.1,0.0,,
13,ztf,59405.305486099795,1651305483315015013,1,1651305483315,20.686073,1,1651,1.0936309,20.065434,19.015566,20.1151,0.19714408,0.07175413,0.07496124,0.2228,262.5421639,56.4229877,0.8685714,t17_f5_c3,19.8657,0.2253,True,True,False,correction_0.0.1,0.0,0.99999464,796120133.0
14,ztf,59405.30696759978,1651306964515015005,1,1651306964515,20.61212,1,1651,1.4933676,20.114683,,20.0384,0.21141703,,,0.2158,262.5421334,56.4230586,0.8314286,t17_f5_c3,19.7604,0.2124,True,False,True,correction_0.0.1,0.0,0.9898724,797120145.0
