,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58867.36743059987,1113367431415015014,2,1113367431415,20.199,1,1113,1.72016,20.1779,20.3659,0.248752,0.4357,136.0502435,36.8201244,0.892857,t17_f5_c3,20.5608,0.6634,False,False,False,bulk_1.0.0,0.0,1125317960315015003,,,,,
1,ztf,58867.3997105998,1113399714915015018,1,1113399714915,20.7294,1,1113,1.50211,20.3568,20.3692,0.221304,0.2842,136.050399,36.8201687,0.661429,t17_f5_c3,20.2428,0.3213,False,False,False,bulk_1.0.0,0.0,1125317960315015003,,,,,
2,ztf,58871.21729170019,1117217294915015009,1,1117217294915,20.287588,1,1117,1.7158303,19.953087,19.9543,0.19152862,0.2361,136.0505332,36.8202345,0.73285717,t17_f5_c3,19.9188,0.2908,False,False,False,bulk_1.0.0,0.0,1125317960315015003,0.9992925,665120149.0,,,
3,ztf,58871.21774310013,1117217740315015007,1,1117217740315,20.3294,1,1117,1.28761,20.0444,20.0314,0.217466,0.2593,136.0503158,36.8201431,0.781429,t17_f5_c3,19.8269,0.2736,False,True,True,bulk_1.0.0,0.0,1125317960315015003,,,19.021612,0.07426875,0.08477669
4,ztf,58871.22619209997,1117226190315015006,1,1117226190315,20.303988,1,1117,1.0897604,19.93256,19.9445,0.19982462,0.2366,136.0501049,36.8201029,0.5557143,t17_f5_c3,19.9527,0.3027,False,True,True,bulk_1.0.0,0.0,1125317960315015003,0.99511164,709120103.0,18.976633,0.072974764,0.082847245
5,ztf,58871.22664349992,1117226644915015007,1,1117226644915,20.322989,1,1117,1.8031299,19.962107,19.9371,0.21114051,0.2244,136.0505427,36.8201957,0.73142856,t17_f5_c3,19.9808,0.297,False,False,False,bulk_1.0.0,0.0,1125317960315015003,0.8622955,665120149.0,,,
6,ztf,58871.26621530019,1117266214915015007,2,1117266214915,20.300343,1,1117,1.4763509,19.386593,19.319,0.120167665,0.1521,136.050341,36.820169,0.91714287,t17_f5_c3,19.3222,0.1933,False,False,False,bulk_1.0.0,0.0,1125317960315015003,0.99999964,665120249.0,,,
7,ztf,58871.2807407002,1117280744915015005,2,1117280744915,20.289936,1,1117,1.4955807,19.600935,19.4812,0.14351147,0.1735,136.0503684,36.8201867,0.83,t17_f5_c3,19.4904,0.222,False,False,False,bulk_1.0.0,0.0,1125317960315015003,0.99992377,665120249.0,,,
8,ztf,58871.28119210014,1117281190315015011,2,1117281190315,20.183695,1,1117,1.5308723,19.496452,19.5918,0.14830427,0.2116,136.0501885,36.8201505,0.9785714,t17_f5_c3,19.4513,0.2364,False,False,False,bulk_1.0.0,0.0,1125317960315015003,0.99999774,709120203.0,,,
9,ztf,58871.283402800094,1117283400315015010,2,1117283400315,20.261282,1,1117,1.6059022,19.499779,19.5932,0.120002896,0.2055,136.0502603,36.8201747,0.96,t17_f5_c3,19.4226,0.223,False,False,False,bulk_1.0.0,0.0,1125317960315015003,0.9999919,709120203.0,,,
10,ztf,58871.28386570001,1117283864915015008,2,1117283864915,20.307508,1,1117,1.4622458,19.421568,19.4346,0.13802743,0.1659,136.0503548,36.8201855,0.92142856,t17_f5_c3,19.4191,0.2073,False,False,False,bulk_1.0.0,0.0,1125317960315015003,0.99991727,665120249.0,,,
11,ztf,58871.3035300998,1117303531415015014,2,1117303531415,20.223984,1,1117,1.6139264,19.579014,19.9996,0.13174318,0.3159,136.0502516,36.820172,0.94,t17_f5_c3,19.9914,0.3987,False,False,False,bulk_1.0.0,0.0,1125317960315015003,0.9999409,710120214.0,,,
12,ztf,58871.30925930012,1117309251415015013,2,1117309251415,20.042038,1,1117,2.193643,19.53532,19.5161,0.14747275,0.2055,136.0503816,36.820045,0.8971428,t17_f5_c3,19.7005,0.309,False,False,False,bulk_1.0.0,0.0,1125317960315015003,0.99956834,710120214.0,,,
13,ztf,58871.422627300024,1117422621415015018,1,1117422621415,20.393,1,1117,1.32379,20.044,20.0166,0.226962,0.2315,136.050287,36.8202004,0.835714,t17_f5_c3,20.2016,0.348,False,True,True,bulk_1.0.0,0.0,1125317960315015003,,,19.025723,0.07955592,0.08884676
