,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59276.25230319984,1522252302715015002,1,1522252302715,19.733854,1,1522,1.3825153,18.82184,18.69434,18.9755,0.12343323,0.10909048,0.10975695,0.1469,149.1732616,-18.7331781,0.87714285,t17_f5_c3,0.9999996,19.0547,0.202,315120127.0,True,True,False,correction_0.0.1,0.0
1,ztf,59276.335196800064,1522335192715015004,2,1522335192715,19.462019,1,1522,1.71704,18.90297,,18.715,0.13100025,,,0.1497,149.1732235,-18.7332002,0.54571426,t17_f5_c3,0.99898475,18.5266,0.1614,315120227.0,True,False,False,correction_0.0.1,0.0
2,ztf,59280.231053200085,1526231052715025005,1,1526231052715,20.3216,1,1526,1.45069,18.1642,,18.1871,0.071828,,,0.047,149.1731996,-18.7331731,0.917143,t17_f5_c3,,18.1353,0.0564,,False,False,True,correction_0.0.1,0.0
3,ztf,59280.231053200085,1526231052715015005,1,1526231052715,20.321594,1,1526,1.4506865,18.16421,,18.1871,0.0718278,,,0.047,149.1731996,-18.7331731,0.91714287,t17_f5_c3,0.9999995,18.1353,0.0564,315120127.0,True,False,True,correction_0.0.1,0.0
4,ztf,59280.289803199936,1526289802715025017,2,1526289802715,20.4329,1,1526,1.71165,18.3802,,18.5232,0.060896,,,0.0646,149.1732261,-18.7331915,0.907143,t17_f5_c3,,18.5082,0.0804,,False,False,False,correction_0.0.1,0.0
5,ztf,59280.289803199936,1526289802715015017,2,1526289802715,20.4329,1,1526,1.7116537,18.380222,,18.5232,0.060896225,,,0.0646,149.1732261,-18.7331915,0.9071429,t17_f5_c3,0.99999905,18.5082,0.0804,315120227.0,True,False,False,correction_0.0.1,0.0
6,ztf,59290.252419000026,1536252412715015014,2,1536252412715,20.3374,1,1536,1.7299403,18.09339,,18.1668,0.0575495,,,0.0545,149.1732282,-18.73318,0.93,t17_f5_c3,0.99996734,18.1159,0.0657,315120227.0,True,False,False,correction_0.0.1,0.0
7,ztf,59292.23587960005,1538235872715015009,2,1538235872715,20.265667,1,1538,1.6903241,18.118818,,18.0982,0.059574597,,,0.0556,149.1732317,-18.733193,0.9057143,t17_f5_c3,0.98285013,18.0151,0.0652,315120227.0,True,False,False,correction_0.0.1,0.0
8,ztf,59292.27543980023,1538275432715015005,1,1538275432715,19.961636,1,1538,1.4595797,18.105614,,18.0985,0.06581045,,,0.0626,149.1732045,-18.7331777,0.9442857,t17_f5_c3,0.9999993,18.1163,0.0807,315120127.0,True,False,True,correction_0.0.1,0.0
9,ztf,59294.231099499855,1540231092715015008,1,1540231092715,19.619423,1,1540,1.5584929,18.163408,,18.2405,0.077796474,,,0.0827,149.173226,-18.7332192,0.85571426,t17_f5_c3,0.999977,18.2679,0.1082,315120127.0,True,False,True,correction_0.0.1,0.0
10,ztf,59294.28145830007,1540281452715015002,2,1540281452715,19.630219,1,1540,1.6942874,18.226728,,18.3147,0.07555739,,,0.0994,149.1732328,-18.7331889,0.9142857,t17_f5_c3,0.9999997,18.3566,0.132,315120227.0,True,False,False,correction_0.0.1,0.0
11,ztf,59297.17818289995,1543178182715015008,1,1543178182715,18.973347,1,1543,1.7169003,18.504465,,18.5235,0.15082172,,,0.1721,149.1731479,-18.7332297,0.57285714,t17_f5_c3,0.995097,18.59,0.2347,315120127.0,True,False,True,correction_0.0.1,0.0
12,ztf,59297.252488399856,1543252482715015000,2,1543252482715,19.105394,1,1543,1.6902809,18.511923,,18.5595,0.13151196,,,0.1769,149.1732208,-18.7332301,0.6457143,t17_f5_c3,0.99998486,18.4321,0.2019,315120227.0,True,False,False,correction_0.0.1,0.0
13,ztf,59301.27339120023,1547273392715015007,2,1547273392715,18.681427,1,1547,1.5089519,18.626137,,18.6731,0.18729243,,,0.3061,149.1732784,-18.7332283,0.68714285,t17_f5_c3,0.99997747,18.5242,0.3426,315120227.0,True,False,False,correction_0.0.1,0.0
