,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59393.34905089997,1639349050615015003,1,1639349050615,19.9032,1,1639,0.478783,20.0525,19.519262,19.8337,0.228545,0.13855591,0.13985464,0.3321,260.3702662,58.9632918,0.785714,t17_f5_c3,19.8913,0.4492,False,True,False,correction_0.0.1,0.0,,,
1,ztf,59393.38126160018,1639381260615015005,2,1639381260615,19.915,1,1639,0.93709,20.1278,19.373323,20.0306,0.288586,0.14087059,0.14404052,0.3979,260.3699131,58.9632008,0.578571,t17_f5_c3,19.7355,0.3889,False,True,False,correction_0.0.1,0.0,,,
2,ztf,59397.308877300005,1643308870615015005,1,1643308870615,20.636312,1,1643,0.715313,20.243452,19.632078,20.0072,0.1737878,0.09668727,0.09896224,0.2065,260.3702019,58.9632337,0.82857144,t17_f5_c3,19.8965,0.2384,True,True,False,correction_0.0.1,0.0,0.9999982,825120106.0,
3,ztf,59397.35958330007,1643359580615015005,2,1643359580615,20.411333,1,1643,0.5374007,20.277622,19.445522,20.1668,0.2001544,0.08728718,0.09300899,0.3291,260.370222,58.9632631,0.7114286,t17_f5_c3,20.075,0.3873,True,True,False,correction_0.0.1,0.0,0.99989474,825120206.0,
4,ztf,59400.30847219983,1646308470615015001,1,1646308470615,20.519646,1,1646,0.5810034,20.227266,19.622831,20.4466,0.18190217,0.10212674,0.10424706,0.3256,260.3703103,58.9632623,0.9057143,t17_f5_c3,20.2973,0.3634,True,True,False,correction_0.0.1,0.0,0.9999987,825120106.0,
5,ztf,59400.344548599795,1646344540615015000,2,1646344540615,20.4315,1,1646,0.749201,20.4588,19.52597,20.3268,0.266497,0.10743462,0.112865426,0.3585,260.3701828,58.9632086,0.69,t17_f5_c3,19.9944,0.338,False,True,False,correction_0.0.1,0.0,,,
6,ztf,59402.2630671002,1648263060615015009,2,1648263060615,20.546064,1,1648,0.49008963,20.2976,19.45476,20.6483,0.1973559,0.08483148,0.090805866,0.4212,260.370216,58.9632765,0.79,t17_f5_c3,20.5393,0.4874,True,True,False,correction_0.0.1,0.0,0.99970603,825120206.0,
7,ztf,59402.312395799905,1648312390615015006,1,1648312390615,20.4679,1,1648,0.648848,20.272,19.648241,19.9405,0.232272,0.12900044,0.13076566,0.2171,260.3701424,58.9632709,0.601429,t17_f5_c3,19.7368,0.2305,False,True,False,correction_0.0.1,0.0,,,
8,ztf,59404.30623839982,1650306230615015004,2,1650306230615,20.417078,1,1650,0.53876114,20.36037,19.48319,20.066,0.20102133,0.08321489,0.08961284,0.295,260.3701506,58.9632639,0.6342857,t17_f5_c3,19.8827,0.3189,True,True,False,correction_0.0.1,0.0,0.999437,825120206.0,
9,ztf,59404.34811339993,1650348110615015004,1,1650348110615,20.4283,1,1650,0.872378,20.348,19.690372,20.2103,0.230366,0.1237226,0.12570933,0.302,260.3701035,58.9632102,0.855714,t17_f5_c3,20.4606,0.4864,False,True,False,correction_1.0.6,0.0,,,1.674201340615015e+18
