,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59392.24849539995,1638248490215015001,1,1638248490215,20.0892,1,1638,2.84454,20.3726,20.3182,0.319475,0.4697,250.8534758,59.0629686,0.488571,t17_f5_c3,20.1426,0.5122,False,False,False,correction_0.0.1,0.0,,
1,ztf,59396.282349499874,1642282340215015001,1,1642282340215,20.466,1,1642,2.35025,20.444,20.6971,0.286557,0.4429,250.8537617,59.062917,0.7,t17_f5_c3,20.6568,0.5449,False,False,False,correction_0.0.1,0.0,,
2,ztf,59396.3333796002,1642333370215015001,2,1642333370215,20.40073,1,1642,3.0237634,20.201044,20.2927,0.18692918,0.3924,250.8537608,59.062923,0.7014286,t17_f5_c3,20.4953,0.6012,True,False,False,correction_0.0.1,0.0,0.9994638,824120202.0
3,ztf,59399.28694440005,1645286940215015003,1,1645286940215,20.508528,1,1645,2.5434074,20.28319,20.472,0.19581363,0.3431,250.8536681,59.0628807,0.7614286,t17_f5_c3,20.5957,0.4898,True,False,False,correction_0.0.1,0.0,0.99987674,824120102.0
4,ztf,59399.3271643999,1645327160215015004,2,1645327160215,20.558754,1,1645,3.0416899,20.208448,20.2496,0.1710353,0.3232,250.8537532,59.0629279,0.5642857,t17_f5_c3,20.2066,0.3939,True,False,False,correction_0.0.1,0.0,0.9999856,824120202.0
5,ztf,59401.25633100001,1647256330215015000,1,1647256330215,20.416368,1,1647,2.3707285,20.301592,20.6927,0.18745068,0.4247,250.8537432,59.0629388,0.75142854,t17_f5_c3,20.7952,0.5951,True,False,False,correction_0.0.1,0.0,0.9999827,824120102.0
6,ztf,59401.32329860004,1647323290215015003,2,1647323290215,20.558235,1,1647,3.0083342,20.110071,19.8151,0.1452989,0.2168,250.8537317,59.0629176,0.56285715,t17_f5_c3,19.8244,0.2771,True,False,False,correction_0.0.1,0.0,0.99995357,824120202.0
7,ztf,59403.32603010023,1649326030215015001,2,1649326030215,20.3694,1,1649,2.96685,20.115,20.1198,0.218693,0.3382,250.8537247,59.0629134,0.657143,t17_f5_c3,20.4706,0.5936,False,False,False,correction_0.0.1,0.0,,
8,ztf,59403.37259260006,1649372590215015003,1,1649372590215,20.2982,1,1649,2.36836,20.1846,20.4104,0.243241,0.4228,250.8537426,59.0629452,0.744286,t17_f5_c3,20.1576,0.4282,False,False,False,correction_0.0.1,0.0,,
9,ztf,59405.30500000017,1651305000215015000,1,1651305000215,20.4397,1,1651,2.49974,20.6846,20.769,0.286228,0.5019,250.8536731,59.0629356,0.597143,t17_f5_c3,20.7154,0.6101,False,False,False,correction_0.0.1,0.0,,
10,ztf,59407.26785880001,1653267850215015002,1,1653267850215,20.437004,1,1653,2.5037823,20.407076,20.4757,0.20876461,0.3945,250.8536682,59.0629449,0.7614286,t17_f5_c3,20.2946,0.4263,True,False,False,correction_0.0.1,0.0,0.9999913,824120102.0
11,ztf,59409.288935199846,1655288930215015003,2,1655288930215,20.407087,1,1655,2.9719062,20.383677,20.0518,0.20415156,0.3204,250.8536325,59.0629024,0.5342857,t17_f5_c3,20.2556,0.4914,True,False,False,correction_0.0.1,0.0,0.99544865,824120202.0
