,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59215.1478587999,1461147851815015001,1,1461147851815,19.0053,1,1461,5.54069,18.826,19.0452,0.221174,0.2301,70.3158378,2.866468,0.487143,t17_f5_c3,18.8404,0.2446,False,False,False,bulk_1.0.0,0.0,1.461234971815015e+18,,,,,
1,ztf,59215.23497689981,1461234971815015007,2,1461234971815,19.411366,1,1461,1.539219,18.78358,18.7729,0.15858248,0.1693,70.3157372,2.8664584,0.64285713,t17_f5_c3,18.951,0.255,False,False,False,bulk_1.0.0,0.0,1.469198811815015e+18,0.9979852,456120218.0,,,
2,ztf,59219.2057523001,1465205751815015010,1,1465205751815,18.2716,1,1465,5.21586,18.3576,18.1008,0.260604,0.2998,70.3157283,2.8664859,0.441429,t17_f5_c3,17.8233,0.2978,False,False,False,bulk_1.0.0,0.0,1.469198811815015e+18,,,,,
3,ztf,59221.1858680998,1467185861815015017,1,1467185861815,19.4655,1,1467,5.25974,18.4586,18.4258,0.122058,0.1594,70.315718,2.8665289,0.86,t17_f5_c3,18.4348,0.2049,False,False,False,bulk_1.0.0,0.0,1.469198811815015e+18,,,,,
4,ztf,59221.20768520003,1467207681815015010,2,1467207681815,20.553,1,1467,1.36683,18.3837,18.2905,0.066972,0.0577,70.3157261,2.8665087,0.938571,t17_f5_c3,18.2757,0.0712,False,True,True,bulk_1.0.0,0.0,1.469198811815015e+18,,,18.354765,0.064989805,0.06521084
5,ztf,59223.19881939981,1469198811815015018,1,1469198811815,20.385826,1,1469,5.181341,18.545242,18.5666,0.104046755,0.0616,70.3157071,2.8665157,0.8357143,t17_f5_c3,18.5297,0.0746,False,False,False,bulk_1.0.0,0.0,1.471174971815015e+18,0.9999758,456120118.0,,,
6,ztf,59223.235104199965,1469235101815015011,2,1469235101815,20.355688,1,1469,1.308523,18.324514,18.3805,0.06586021,0.0647,70.3157025,2.8665134,0.93857145,t17_f5_c3,18.3749,0.0807,False,True,True,bulk_1.0.0,0.0,1.471174971815015e+18,0.9999989,456120218.0,18.297096,0.064016074,0.06421788
7,ztf,59225.17497690022,1471174971815015009,2,1471174971815,20.40028,1,1471,1.3133209,18.359034,18.4592,0.07157989,0.0686,70.3156943,2.8665062,0.94,t17_f5_c3,18.4643,0.0865,False,True,True,bulk_1.0.0,0.0,1.475193731815015e+18,0.99999404,456120218.0,18.330742,0.06954107,0.069738746
8,ztf,59227.19271990005,1473192711815015014,1,1473192711815,20.26668,1,1473,5.160538,18.54959,18.6242,0.08756008,0.0816,70.3156904,2.8665249,0.92285717,t17_f5_c3,18.6055,0.1012,False,False,False,bulk_1.0.0,0.0,1.475193731815015e+18,0.9999998,456120118.0,,,
9,ztf,59227.257071800064,1473257071815015009,2,1473257071815,20.54096,1,1473,1.321152,18.335194,18.3261,0.0729644,0.0572,70.3157186,2.8665215,0.94,t17_f5_c3,18.3632,0.0739,False,True,True,bulk_1.0.0,0.0,1.475193731815015e+18,0.999799,456120218.0,18.307508,0.0709417,0.07112738
10,ztf,59229.193738400005,1475193731815015013,1,1475193731815,19.904097,1,1475,5.2047973,18.652586,18.747,0.11265758,0.0795,70.3157305,2.866474,0.4857143,t17_f5_c3,18.7761,0.1035,False,False,False,bulk_1.0.0,0.0,1.479194811815015e+18,0.9997249,456120118.0,,,
11,ztf,59231.184803199954,1477184801815015012,2,1477184801815,20.097624,1,1477,1.4016694,18.504633,18.5095,0.08575212,0.0748,70.3157198,2.8664932,0.8485714,t17_f5_c3,18.5257,0.0959,False,False,False,bulk_1.0.0,0.0,1.479194811815015e+18,0.99999964,456120218.0,,,
12,ztf,59231.216597199906,1477216591815015008,1,1477216591815,20.3555,1,1477,5.19451,18.8016,18.8635,0.092173,0.0822,70.3157028,2.8665255,0.827143,t17_f5_c3,18.9172,0.1088,False,False,False,bulk_1.0.0,0.0,1.479194811815015e+18,,,,,
13,ztf,59233.19481479982,1479194811815015008,1,1479194811815,20.25887,1,1479,5.235852,18.950071,18.8444,0.09766716,0.0991,70.3157024,2.8665474,0.8914286,t17_f5_c3,18.8404,0.1251,True,False,False,bulk_1.0.0,0.0,0.0,0.9999997,456120118.0,,,
14,ztf,59249.19086810015,1495190861815015012,2,1495190861815,19.603785,1,1495,1.4041553,18.977304,18.9325,0.1600017,0.1598,70.3157193,2.8664941,0.79571426,t17_f5_c3,18.833,0.1857,True,False,False,correction_0.0.1,0.0,,0.9999005,456120218.0,,,
15,ztf,59251.15071759978,1497150711815015015,1,1497150711815,20.6164,1,1497,5.07646,20.6028,20.8814,0.293682,0.4876,70.3156543,2.8665362,0.558571,t17_f5_c3,20.7529,0.5495,False,False,False,correction_0.0.1,0.0,,,,,,
16,ztf,59253.16350689996,1499163501815015016,2,1499163501815,20.39432,1,1499,1.3092371,19.16335,19.3205,0.110543,0.1691,70.3157086,2.8665158,0.92,t17_f5_c3,19.1811,0.1881,True,True,True,correction_0.0.1,0.0,,0.9999293,456120218.0,19.104828,0.10419412,0.104742534
17,ztf,59255.26590280002,1501265901815015009,2,1501265901815,20.100937,1,1501,1.2897484,19.298325,19.2431,0.14021577,0.1556,70.3156876,2.8665065,0.8157143,t17_f5_c3,19.238,0.1963,True,True,True,correction_0.0.1,0.0,,0.9999888,456120218.0,19.232288,0.13139156,0.13194183
18,ztf,59257.24067129986,1503240671815015010,2,1503240671815,20.53195,1,1503,1.3103828,19.388391,19.3953,0.12650968,0.152,70.3157046,2.86652,0.88,t17_f5_c3,19.4653,0.2038,True,True,True,correction_0.0.1,0.0,,0.99996126,456120218.0,19.316828,0.11772304,0.118440025
19,ztf,59262.1431828998,1508143181815015008,2,1508143181815,20.164488,1,1508,1.3908124,19.672,19.531,0.15537354,0.211,70.3157161,2.8664945,0.82857144,t17_f5_c3,19.6718,0.3048,True,True,True,correction_0.0.1,0.0,,0.999109,456120218.0,19.579958,0.1417785,0.1427448
