,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
0,ztf,59622.28729170002,1868287293715015006,2,1868287293715,19.91002,1,1868,3.3265746,18.23706,18.3764,0.062771685,0.0954,141.0282244,63.4747978,0.94285715,t17_f5_c3,0.99999964,18.2824,0.1111,816120237.0,True,False,False,correction_1.0.6,0.0,,,,
1,ztf,59622.3828125,1868382813715015006,1,1868382813715,19.461615,1,1868,1.0565115,18.55323,18.6718,0.11290311,0.1332,141.0281548,63.4748098,0.85,t17_f5_c3,0.99950683,18.647,0.1666,816120137.0,True,True,False,correction_1.0.6,0.0,18.25316,0.08348869,0.085640304,
2,ztf,59624.23703699978,1870237033715015003,1,1870237033715,19.68639,1,1870,0.9013356,18.793142,18.9691,0.13829716,0.2149,141.0282268,63.4748475,0.9114286,t17_f5_c3,0.99995196,18.8862,0.2551,816120137.0,True,True,False,correction_1.0.6,0.0,18.430103,0.09641158,0.0989915,
3,ztf,59624.36333330022,1870363333715015006,2,1870363333715,19.817034,1,1870,3.2744584,18.29484,18.2783,0.06459856,0.1012,141.0282412,63.4748196,0.94,t17_f5_c3,0.9999411,18.1889,0.1189,816120237.0,True,False,False,correction_1.0.6,0.0,,,,
4,ztf,59627.35296300007,1873352963715015006,2,1873352963715,19.150688,1,1873,3.262205,18.633638,18.4619,0.13048503,0.1671,141.0282394,63.4748345,0.86,t17_f5_c3,0.99995655,18.3926,0.2009,816120237.0,True,False,False,correction_1.0.6,0.0,,,,
5,ztf,59627.44681710005,1873446813715015002,1,1873446813715,18.48,1,1873,1.31834,18.7591,18.8666,0.378774,0.2859,141.0279297,63.4748694,0.252857,t17_f5_c3,,18.7518,0.3306,,False,True,False,correction_1.0.6,0.0,18.405628,0.27263927,0.27352163,1.875350933715015e+18
6,ztf,59629.35093750013,1875350933715015004,2,1875350933715,19.888594,1,1875,3.1898026,18.61664,18.6167,0.09756582,0.1198,141.0282946,63.4748247,0.92285717,t17_f5_c3,0.99999475,18.5482,0.1432,816120237.0,True,False,False,correction_1.0.6,0.0,,,,
7,ztf,59629.414745400194,1875414743715015001,1,1875414743715,19.411655,1,1875,1.2453157,19.26701,19.4625,0.21565636,0.3099,141.0280256,63.4748091,0.6614286,t17_f5_c3,0.9990128,19.6457,0.4698,816120137.0,True,True,False,correction_1.0.6,0.0,18.747026,0.13016173,0.1335885,
8,ztf,59636.22016200004,1882220163715015014,1,1882220163715,20.664036,1,1882,0.9937351,19.771383,19.7316,0.12372166,0.1798,141.0282056,63.4748095,0.9028571,t17_f5_c3,0.9969138,20.0418,0.3025,816120137.0,True,True,False,correction_1.0.6,0.0,19.031046,0.04887673,0.06256206,
9,ztf,59636.34603009978,1882346033715015012,2,1882346033715,20.41897,1,1882,3.2440972,18.75332,18.6951,0.07422734,0.0863,141.0282505,63.4748354,0.94857144,t17_f5_c3,1.0,18.6329,0.1025,816120237.0,True,False,False,correction_1.0.6,0.0,,,,
10,ztf,59638.38928239979,1884389283715015014,2,1884389283715,19.964462,1,1884,3.2068472,18.871832,18.6924,0.11688073,0.0953,141.028276,63.4748343,0.63714284,t17_f5_c3,0.9999696,18.6596,0.1167,816120237.0,True,False,False,correction_1.0.6,0.0,,,,
11,ztf,59640.32202549977,1886322023715015010,2,1886322023715,20.49557,1,1886,3.2838693,18.841974,18.7274,0.09700096,0.0836,141.0282022,63.4748723,0.9,t17_f5_c3,0.9998287,18.7913,0.111,816120237.0,True,False,False,correction_1.0.6,0.0,,,,
12,ztf,59640.360949099995,1886360943715015014,1,1886360943715,20.504307,1,1886,1.0191431,20.210464,19.9114,0.15474087,0.2231,141.0281532,63.4748398,0.79571426,t17_f5_c3,0.999929,19.8127,0.2587,816120137.0,True,True,False,correction_1.0.6,0.0,19.230999,0.04167816,0.062779635,
