,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59424.27914350014,1670279146215015015,1,1670279146215,20.504526,1,1670,1.9897047,20.066244,19.9156,0.20948473,0.2332,312.5566613,28.5854519,0.5271429,t17_f5_c3,1.0,19.6552,0.2355,642120162,True,False,False,correction_1.0.6,0.0
1,ztf,59424.329722200055,1670329726215015012,2,1670329726215,20.415434,1,1670,2.319273,20.207563,19.9712,0.19681919,0.2801,312.5566108,28.5855042,0.32,t17_f5_c3,0.9999999,20.127,0.4151,642120262,True,False,False,correction_1.0.6,0.0
2,ztf,59426.32873839978,1672328736215015017,1,1672328736215,20.728804,1,1672,1.994957,19.842102,19.8525,0.13726978,0.184,312.5566433,28.5854478,0.68,t17_f5_c3,0.9999996,19.8922,0.2442,642120162,True,False,False,correction_1.0.6,0.0
3,ztf,59428.311770800035,1674311776215015015,1,1674311776215,20.7066,1,1674,1.8978233,19.892935,19.9503,0.14557317,0.1914,312.5566537,28.5854787,0.74,t17_f5_c3,1.0,19.9452,0.244,642120162,True,False,False,correction_1.0.6,0.0
4,ztf,59428.35454860004,1674354546215015012,2,1674354546215,20.593735,1,1674,2.1335015,19.721292,19.8915,0.14331953,0.2161,312.5566689,28.5855308,0.6314286,t17_f5_c3,1.0,19.6888,0.2307,642120262,True,False,False,correction_1.0.6,0.0
5,ztf,59430.26221060008,1676262216215015013,2,1676262216215,20.642044,1,1676,2.3957705,19.779871,19.5958,0.14472395,0.1568,312.5566585,28.5854523,0.5485714,t17_f5_c3,1.0,19.5858,0.1997,642120262,True,False,False,correction_1.0.6,0.0
6,ztf,59430.30849540001,1676308496215015014,1,1676308496215,20.749971,1,1676,1.8808715,19.81892,19.9257,0.13671787,0.1779,312.5566657,28.5854783,0.71428573,t17_f5_c3,0.99999976,20.2267,0.2996,642120162,True,False,False,correction_1.0.6,0.0
7,ztf,59435.26067129988,1681260676215015012,2,1681260676215,20.842009,1,1681,2.2803617,19.594328,19.7904,0.124824695,0.1656,312.5566482,28.5854959,0.6571429,t17_f5_c3,1.0,20.0953,0.2802,642120262,True,False,False,correction_1.0.6,0.0
8,ztf,59435.38600690011,1681386006215015023,1,1681386006215,20.645037,1,1681,1.9947546,19.726038,19.6537,0.12448585,0.1513,312.5566704,28.5854494,0.78,t17_f5_c3,1.0,19.4984,0.168,642120162,True,False,False,correction_1.0.6,0.0
9,ztf,59438.32032410009,1684320326215015007,2,1684320326215,20.655901,1,1684,2.3308384,19.692293,19.6629,0.13730012,0.1712,312.5566247,28.5854912,0.6628571,t17_f5_c3,1.0,19.6383,0.2146,642120262,True,False,False,correction_1.0.6,0.0
10,ztf,59438.362719899975,1684362716215015016,1,1684362716215,20.702692,1,1684,1.9234891,19.842087,19.9049,0.13847855,0.193,312.5566398,28.5854698,0.64428574,t17_f5_c3,1.0,19.9525,0.2581,642120162,True,False,False,correction_1.0.6,0.0
11,ztf,59440.275023099966,1686275026215015018,1,1686275026215,20.648853,1,1686,1.9961736,19.982433,19.7575,0.20328361,0.174,312.5566752,28.5854502,0.5228571,t17_f5_c3,0.9999995,19.8629,0.2451,642120162,True,False,False,correction_1.0.6,0.0
12,ztf,59440.298819399904,1686298816215015017,2,1686298816215,20.7168,1,1686,2.2787137,19.668636,19.9654,0.1115005,0.2167,312.5566558,28.5854907,0.64285713,t17_f5_c3,1.0,20.1387,0.3261,642120262,True,False,False,correction_1.0.6,0.0
13,ztf,59442.24494209979,1688244946215015011,2,1688244946215,20.407862,1,1688,2.2994967,19.716265,19.927,0.13558784,0.2694,312.5566455,28.5854924,0.6514286,t17_f5_c3,1.0,19.7259,0.2881,642120262,True,False,False,correction_1.0.6,0.0
14,ztf,59442.298171299975,1688298176215015019,1,1688298176215,20.696716,1,1688,1.9816269,20.231115,20.1102,0.19172911,0.2264,312.5566506,28.5854512,0.63714284,t17_f5_c3,1.0,20.1772,0.3084,642120162,True,False,False,correction_1.0.6,0.0
