,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59231.55061340006,1477550611615015003,1,1477550611615,20.1659,1,1477,0.398877,20.3537,19.55587,20.5254,0.235437,0.11134744,0.11291256,0.4305,274.3331467,54.3193446,0.811429,t17_f5_c3,20.5043,0.5413,False,True,False,correction_0.0.1,0.0,,,
1,ztf,59252.53591440013,1498535911615015002,1,1498535911615,20.761845,1,1498,0.25567648,20.473997,19.611902,20.5232,0.21380924,0.0946123,0.096647024,0.318,274.3329898,54.3194731,0.87,t17_f5_c3,20.2212,0.3079,True,True,False,correction_0.0.1,0.0,0.99874634,797120116.0,
2,ztf,59258.52927079983,1504529271615015006,1,1504529271615,20.1145,1,1504,0.332992,20.2091,19.484116,20.0082,0.288664,0.1470043,0.14804663,0.2934,274.3330179,54.3195314,0.837143,t17_f5_c3,19.7878,0.3068,False,True,False,correction_0.0.1,0.0,,,
3,ztf,59263.507928200066,1509507921615015008,1,1509507921615,19.8541,1,1509,0.361273,19.9988,19.371187,20.2308,0.253103,0.14110577,0.1419881,0.2976,274.3330183,54.319365,0.661429,t17_f5_c3,20.1342,0.3486,False,True,False,correction_0.0.1,0.0,,,
4,ztf,59265.50836810004,1511508361615015006,1,1511508361615,20.298296,1,1511,0.28941903,20.31753,19.538372,20.366,0.21108958,0.10132867,0.10299204,0.3277,274.3332301,54.3194198,0.7814286,t17_f5_c3,20.1624,0.3481,True,True,False,correction_0.0.1,0.0,0.99903333,797120116.0,
5,ztf,59265.52901619999,1511529011615015003,2,1511529011615,20.2735,1,1511,0.484916,20.3679,18.968126,20.2184,0.256856,0.06120819,0.07075872,0.36,274.3333116,54.3193994,0.888571,t17_f5_c3,20.0971,0.4118,False,True,False,correction_0.0.1,0.0,,,
6,ztf,59268.44629629981,1514446292915015007,2,1514446292915,20.0771,1,1514,0.22776,20.4449,18.974735,19.8863,0.274374,0.059416316,0.07083978,0.3624,274.333123,54.319404,0.641429,t17_f5_c3,20.7672,1.0447,False,True,False,correction_0.0.1,0.0,,,
7,ztf,59268.53532409994,1514535322915015003,1,1514535322915,20.808102,1,1514,0.31101692,20.180239,19.455673,19.8773,0.16793938,0.08381933,0.0861641,0.1697,274.3332569,54.3194785,0.76714283,t17_f5_c3,19.7977,0.2012,True,True,False,correction_0.0.1,0.0,0.99995184,798120129.0,
8,ztf,59276.516342599876,1522516341615015004,1,1522516341615,19.9758,1,1522,0.478497,20.1946,19.476654,19.9796,0.225256,0.11496641,0.11627818,0.3664,274.3331559,54.3195851,0.822857,t17_f5_c3,19.8811,0.4295,False,True,False,correction_0.0.1,0.0,,,
9,ztf,59280.40865739994,1526408652915015003,1,1526408652915,19.7877,1,1526,0.460883,20.0765,19.40121,20.2229,0.261562,0.13914025,0.14042982,0.4039,274.3333327,54.3194516,0.641429,t17_f5_c3,20.1195,0.4712,False,True,False,correction_0.0.1,0.0,,,
10,ztf,59280.41012729984,1526410121615015002,1,1526410121615,19.7621,1,1526,0.403065,20.1346,19.445269,20.1215,0.29797,0.15701193,0.157921,0.4082,274.3329778,54.3195377,0.645714,t17_f5_c3,20.0472,0.4892,False,True,False,correction_0.0.1,0.0,,,
11,ztf,59291.38630789984,1537386302915015005,2,1537386302915,20.1324,1,1537,0.123951,20.2874,18.931833,20.3084,0.308269,0.08030374,0.0884511,0.4415,274.3331375,54.3195008,0.861429,t17_f5_c3,19.7157,0.3282,False,True,False,correction_0.0.1,0.0,,,
12,ztf,59291.38866900001,1537388661615015001,2,1537388661615,20.066,1,1537,0.126273,20.3312,18.957891,20.5119,0.275213,0.06927036,0.07768653,0.5338,274.3331204,54.3194912,0.931429,t17_f5_c3,20.2326,0.5289,False,True,False,correction_0.0.1,0.0,,,
13,ztf,59291.491215299815,1537491211615015004,1,1537491211615,20.793056,1,1537,0.5127594,20.098421,19.425943,20.0933,0.12783675,0.066774376,0.068812095,0.1995,274.3328639,54.3194184,0.9071429,t17_f5_c3,19.8636,0.2059,True,True,False,correction_0.0.1,0.0,0.99996054,797120116.0,
14,ztf,59291.511782399844,1537511782915015013,1,1537511782915,20.621485,1,1537,0.18872534,19.95701,19.33543,19.9294,0.16275482,0.090056315,0.09181243,0.1922,274.3331652,54.3194181,0.92,t17_f5_c3,19.6406,0.1882,True,True,False,correction_0.0.1,0.0,0.9999138,798120129.0,
15,ztf,59294.39358799998,1540393581615015010,1,1540393581615,20.3193,1,1540,0.110064,20.1154,19.435051,20.2986,0.234252,0.12405513,0.12518242,0.3515,274.3330817,54.319481,0.925714,t17_f5_c3,20.2664,0.4368,False,True,False,correction_0.0.1,0.0,,,
16,ztf,59295.49212960014,1541492122915015004,2,1541492122915,20.18,1,1541,0.269695,20.556,19.00235,21.1044,0.344684,0.07228555,0.08240644,0.8653,274.3330726,54.3193991,0.83,t17_f5_c3,21.1606,1.1676,False,True,False,correction_0.0.1,0.0,,,
17,ztf,59300.4927662001,1546492761615015004,1,1546492761615,19.511,1,1546,0.645567,19.9405,19.338097,19.8576,0.285039,0.16294055,0.16366011,0.4529,274.3333519,54.3195628,0.695714,t17_f5_c3,20.0186,0.6742,False,True,False,correction_0.0.1,0.0,,,
18,ztf,59306.433807900175,1552433802915015011,1,1552433802915,20.1954,1,1552,0.251152,19.917,19.312677,19.966,0.219826,0.12477277,0.12599412,0.3368,274.3331036,54.3193897,0.78,t17_f5_c3,20.1088,0.4922,False,True,False,correction_0.0.1,0.0,,,
19,ztf,59306.503576400224,1552503572915015002,2,1552503572915,20.3878,1,1552,0.276839,20.3398,18.946611,19.967,0.249129,0.057919994,0.06904762,0.3068,274.3331483,54.3193894,0.645714,t17_f5_c3,19.5436,0.2662,False,True,False,correction_0.0.1,0.0,,,
20,ztf,59307.471238399856,1553471231615015004,2,1553471231615,20.509111,1,1553,0.15699002,20.19371,18.917286,20.0868,0.1699806,0.040054835,0.05246016,0.2905,274.3331586,54.3194256,0.8314286,t17_f5_c3,20.2532,0.4325,True,True,False,correction_0.0.1,0.0,0.9995315,797120216.0,
21,ztf,59309.36277779983,1555362771615015009,1,1555362771615,20.409464,1,1555,0.36375105,19.903082,19.316454,20.0229,0.17186792,0.098991215,0.10012534,0.248,274.3329321,54.3194428,0.9,t17_f5_c3,19.878,0.2776,True,True,False,correction_0.0.1,0.0,0.9999501,797120116.0,
22,ztf,59309.449780100025,1555449782915015006,1,1555449782915,20.524563,1,1555,0.2844166,19.930347,19.320309,19.8717,0.15919502,0.089036494,0.09076402,0.2002,274.333209,54.3194065,0.9242857,t17_f5_c3,19.7539,0.2295,True,True,False,correction_0.0.1,0.0,0.999997,798120129.0,
23,ztf,59309.48817129992,1555488171615015005,2,1555488171615,20.379597,1,1555,0.41513255,20.159538,18.906624,19.9685,0.18597978,0.04811417,0.058654346,0.254,274.3329655,54.3193691,0.88,t17_f5_c3,19.8341,0.2871,True,True,False,correction_0.0.1,0.0,0.9998745,797120216.0,
24,ztf,59311.44908560021,1557449081615015012,1,1557449081615,20.902122,1,1557,0.28742763,20.214094,19.486673,20.3059,0.15935944,0.07963021,0.08154729,0.2277,274.3329743,54.3194842,0.8914286,t17_f5_c3,20.1665,0.2551,True,True,False,correction_0.0.1,0.0,0.9999063,797120116.0,
25,ztf,59311.45002309978,1557450022915015013,1,1557450022915,20.845966,1,1557,0.451803,20.239784,19.485815,20.1905,0.20174815,0.09863148,0.10074471,0.218,274.3333225,54.31943,0.8471429,t17_f5_c3,20.147,0.2673,True,True,False,correction_0.0.1,0.0,0.9999486,798120129.0,
26,ztf,59313.44826389989,1559448261615015004,2,1559448261615,20.2668,1,1559,0.474817,20.2916,18.946566,19.8139,0.254404,0.06497301,0.07370734,0.2628,274.3330775,54.3193235,0.701429,t17_f5_c3,19.8221,0.3388,False,True,False,correction_0.0.1,0.0,,,
27,ztf,59313.48763890006,1559487632915015007,1,1559487632915,20.562,1,1559,0.562969,20.2908,19.510992,19.6983,0.203007,0.0967343,0.09898915,0.1676,274.3333579,54.3193956,0.422857,t17_f5_c3,19.75,0.224,False,True,False,correction_0.0.1,0.0,,,
28,ztf,59315.470960599836,1561470961615015003,1,1561470961615,20.2287,1,1561,0.368648,20.214,19.486626,20.2948,0.24698,0.1251615,0.12638973,0.4281,274.3329319,54.3194342,0.74,t17_f5_c3,20.1684,0.4876,False,True,False,correction_0.0.1,0.0,,,
29,ztf,59315.47248840006,1561472482915015005,1,1561472482915,20.261925,1,1561,0.32443586,20.036804,19.379719,19.9538,0.17135046,0.09168082,0.09355161,0.2768,274.3332686,54.3194508,0.87857145,t17_f5_c3,19.9972,0.3684,True,True,False,correction_0.0.1,0.0,0.9999994,798120129.0,
