,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59232.38103009993,1478381036015015027,1,1478381036015,20.7155,1,1478,7.14621,20.7054,21.3994,0.269185,0.7121,128.2953921,7.5976852,0.492857,t17_f5_c3,21.2858,0.8268,False,False,False,correction_0.0.1,0.0,,
1,ztf,59248.26621530019,1494266216015015015,1,1494266216015,20.396122,1,1494,7.189258,19.03244,19.1699,0.090336055,0.1044,128.2953845,7.597654,0.9142857,t17_f5_c3,19.2097,0.1382,True,False,False,correction_0.0.1,0.0,0.9997138,465120160.0
2,ztf,59248.38325229986,1494383256015015010,2,1494383256015,20.14241,1,1494,7.1590676,18.92433,18.896,0.09400622,0.1161,128.2953768,7.5976164,0.8042857,t17_f5_c3,18.8444,0.1418,True,False,False,correction_0.0.1,0.0,0.99970144,465120260.0
3,ztf,59250.29468750022,1496294686015015010,1,1496294686015,20.2381,1,1496,7.425429,19.040607,18.9665,0.12467304,0.0884,128.2954002,7.5975713,0.46857142,t17_f5_c3,18.9206,0.1081,True,False,False,correction_0.0.1,0.0,0.99988556,465120160.0
4,ztf,59250.354618099984,1496354616015015016,2,1496354616015,20.258514,1,1496,7.157429,18.9778,18.9262,0.12418897,0.0989,128.2953851,7.5976229,0.83285713,t17_f5_c3,18.867,0.1199,True,False,False,correction_0.0.1,0.0,0.99997705,465120260.0
5,ztf,59252.21361109987,1498213616015015021,2,1498213616015,20.413467,1,1498,7.159021,18.995491,18.9756,0.13650182,0.1012,128.2953883,7.5976263,0.7728571,t17_f5_c3,18.9487,0.1264,True,False,False,correction_0.0.1,0.0,0.99979955,465120260.0
6,ztf,59252.28422449995,1498284226015015013,1,1498284226015,20.632477,1,1498,7.221305,19.14298,19.2373,0.10200086,0.1007,128.2953991,7.5976581,0.9185714,t17_f5_c3,19.2284,0.1275,True,False,False,correction_0.0.1,0.0,0.9999981,465120160.0
7,ztf,59254.27025459986,1500270256015015032,2,1500270256015,20.550432,1,1500,7.1084027,19.09974,19.1067,0.09982194,0.0987,128.2953576,7.5976138,0.86142856,t17_f5_c3,19.1646,0.1333,True,False,False,correction_0.0.1,0.0,0.9999831,465120260.0
8,ztf,59254.276458300184,1500276456015015023,1,1500276456015,20.832113,1,1500,7.242191,19.26524,19.2057,0.094932206,0.0868,128.2953685,7.5976124,0.9,t17_f5_c3,19.2105,0.111,True,False,False,correction_0.0.1,0.0,0.9999745,465120160.0
9,ztf,59256.236250000075,1502236256015015023,2,1502236256015,20.470896,1,1502,7.0834627,19.095165,19.0928,0.09464498,0.1072,128.29535,7.5976178,0.9285714,t17_f5_c3,19.0662,0.134,True,False,False,correction_0.0.1,0.0,0.9999149,465120260.0
10,ztf,59256.29487269977,1502294876015015027,1,1502294876015,20.66192,1,1502,7.152938,19.329504,19.3153,0.105205104,0.109,128.2953676,7.5976492,0.9242857,t17_f5_c3,19.225,0.1283,True,False,False,correction_0.0.1,0.0,0.9999999,465120160.0
11,ztf,59260.25579860015,1506255796015015017,2,1506255796015,19.74572,1,1506,7.218662,19.245268,19.2169,0.19231257,0.186,128.2953968,7.5976139,0.33571428,t17_f5_c3,19.0911,0.2127,True,False,False,correction_0.0.1,0.0,0.9999757,465120260.0
12,ztf,59260.303738399874,1506303736015015015,1,1506303736015,20.241564,1,1506,7.3175836,19.600546,20.0121,0.15923515,0.2972,128.2954008,7.5976157,0.78571427,t17_f5_c3,20.1178,0.4204,True,False,False,correction_0.0.1,0.0,0.99991715,465120160.0
13,ztf,59263.235324100126,1509235326015015014,2,1509235326015,19.746418,1,1509,6.8671765,19.379192,19.8101,0.18130669,0.2521,128.2952404,7.5975944,0.30857143,t17_f5_c3,19.825,0.3281,True,False,False,correction_0.0.1,0.0,0.9158496,465120260.0
