,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59394.3597569,1640359756215015014,1,1640359756215,20.110857,1,1640,1.012834,20.025661,19.412903,19.6661,0.21575515,0.12087031,0.12270382,0.267,286.2566874,35.693702,0.55142856,t17_f5_c3,0.99997044,19.6515,0.3386,685120162,True,True,False,correction_0.0.1,0.0
1,ztf,59396.297974499874,1642297975115015015,1,1642297975115,20.751526,1,1642,1.0027608,19.921072,19.354635,19.9663,0.18380351,0.10831024,0.10908854,0.1795,286.2566561,35.6936938,0.7157143,t17_f5_c3,0.9988375,20.1741,0.2794,684120151,True,True,False,correction_0.0.1,0.0
2,ztf,59396.298449099995,1642298446215015019,1,1642298446215,20.627733,1,1642,0.74095106,19.914188,19.34811,19.9321,0.14588518,0.084293276,0.086612396,0.1996,286.2568273,35.6936997,0.8642857,t17_f5_c3,0.9999999,20.08,0.2943,685120162,True,True,False,correction_0.0.1,0.0
3,ztf,59399.30299769994,1645302996215015018,1,1645302996215,20.968248,1,1645,0.8280287,19.619366,19.163607,19.506,0.12413918,0.07983617,0.08158408,0.109,286.2567932,35.6937089,0.76,t17_f5_c3,1.0,19.5913,0.1514,685120162,True,True,False,correction_0.0.1,0.0
4,ztf,59399.35422449978,1645354226215015021,2,1645354226215,20.853855,1,1645,0.62201256,19.686306,18.766958,19.7474,0.13640103,0.04739715,0.05848961,0.1552,286.2567775,35.6936693,0.6685714,t17_f5_c3,0.9999999,19.8022,0.2102,685120262,True,True,False,correction_0.0.1,0.0
5,ztf,59401.3409258998,1647340926215015014,2,1647340926215,20.527565,1,1647,0.6199431,19.508677,18.687208,19.4863,0.10408258,0.037032906,0.04884165,0.1494,286.256844,35.6937064,0.81857145,t17_f5_c3,0.99999684,19.7581,0.2466,685120262,True,True,False,correction_0.0.1,0.0
6,ztf,59401.34192130016,1647341925115015013,2,1647341925115,20.703323,1,1647,0.9096182,19.573421,18.749432,19.447,0.12961613,0.055763774,0.060682416,0.1248,286.2567195,35.6937245,0.8057143,t17_f5_c3,0.95017314,19.433,0.1584,684120251,True,True,False,correction_0.0.1,0.0
7,ztf,59401.37136569992,1647371365115015018,1,1647371365115,20.891663,1,1647,1.0845206,19.584541,19.142605,19.7198,0.13344365,0.088175744,0.08882261,0.1253,286.2566489,35.6937282,0.81,t17_f5_c3,0.9994143,19.6774,0.1548,684120151,True,True,False,correction_0.0.1,0.0
8,ztf,59401.377199099865,1647377196215015015,1,1647377196215,20.781647,1,1647,0.8208763,19.472193,19.06467,19.5049,0.11842337,0.07990527,0.08136334,0.1196,286.2567946,35.6937106,0.9185714,t17_f5_c3,1.0,19.4525,0.1463,685120162,True,True,False,correction_0.0.1,0.0
9,ztf,59403.32946760021,1649329466215015012,2,1649329466215,20.62941,1,1649,0.843845,19.469599,18.668694,19.6153,0.12022797,0.04822667,0.057496816,0.1595,286.2567786,35.6937493,0.8142857,t17_f5_c3,0.99999976,19.6573,0.2129,685120262,True,True,False,correction_0.0.1,0.0
10,ztf,59403.3384606,1649338465115015009,2,1649338465115,20.608654,1,1649,0.83115435,19.46824,18.698917,19.4418,0.12840162,0.05894625,0.063218094,0.137,286.2567032,35.6936681,0.8542857,t17_f5_c3,0.995079,19.5658,0.1969,684120251,True,True,False,correction_0.0.1,0.0
11,ztf,59403.36874999991,1649368755115015022,1,1649368755115,20.786015,1,1649,0.9450383,19.563677,19.128674,19.5385,0.16486143,0.10993135,0.11043774,0.1207,286.2567156,35.6937307,0.72571427,t17_f5_c3,0.99684906,19.9067,0.2164,684120151,True,True,False,correction_0.0.1,0.0
12,ztf,59403.380740699824,1649380746215015009,1,1649380746215,20.521845,1,1649,0.81879896,19.635418,19.17413,19.446,0.1593065,0.10277401,0.10416414,0.1311,286.2567932,35.6937096,0.47142857,t17_f5_c3,0.9999904,19.3132,0.1489,685120162,True,True,False,correction_0.0.1,0.0
13,ztf,59405.323657399975,1651323655115015022,1,1651323655115,20.856882,1,1651,1.0590783,19.622902,19.167988,19.6886,0.106055245,0.0688882,0.06975356,0.1285,286.2566488,35.6937118,0.80857146,t17_f5_c3,0.9991704,19.7749,0.1782,684120151,True,True,False,correction_0.0.1,0.0
14,ztf,59405.33152779983,1651331526215015011,1,1651331526215,20.67839,1,1651,0.72493327,19.61379,19.15994,19.4134,0.16866013,0.109768935,0.11103814,0.1221,286.2568011,35.6936797,0.6614286,t17_f5_c3,0.9999907,19.3421,0.1469,685120162,True,True,False,correction_0.0.1,0.0
15,ztf,59407.2818287001,1653281825115015027,1,1653281825115,20.861229,1,1653,1.0271556,19.61628,19.163628,19.645,0.111561604,0.072714366,0.073528185,0.1263,286.2566706,35.6937225,0.7614286,t17_f5_c3,0.99838305,19.7579,0.1796,684120151,True,True,False,correction_0.0.1,0.0
16,ztf,59407.28229170013,1653282296215015014,1,1653282296215,20.754549,1,1653,0.8183279,19.713005,19.22423,19.5975,0.1463366,0.09158515,0.093291596,0.1429,286.2567966,35.6937091,0.76,t17_f5_c3,0.9999801,19.4513,0.1607,685120162,True,True,False,correction_0.0.1,0.0
17,ztf,59407.331689800136,1653331686215015013,2,1653331686215,20.76014,1,1653,0.66058075,19.543962,18.703623,19.4412,0.14034733,0.056071825,0.06472444,0.1295,286.2568048,35.6937011,0.61,t17_f5_c3,0.99841183,19.2026,0.1341,685120262,True,True,False,correction_0.0.1,0.0
18,ztf,59409.30702550011,1655307026215015012,2,1655307026215,20.64167,1,1655,0.6308878,19.65179,18.752024,19.5367,0.15976438,0.06101672,0.06975465,0.1528,286.2568034,35.6936858,0.6514286,t17_f5_c3,0.9999298,19.5804,0.2048,685120262,True,True,False,correction_0.0.1,0.0
19,ztf,59409.33031249978,1655330316215015014,1,1655330316215,20.725134,1,1655,0.8228284,19.779417,19.266096,19.65,0.16871053,0.10351796,0.10515105,0.15,286.2567908,35.6937065,0.6785714,t17_f5_c3,0.9999994,19.6649,0.1954,685120162,True,True,False,correction_0.0.1,0.0
20,ztf,59409.33077549981,1655330775115015015,1,1655330775115,20.658514,1,1655,0.9202932,19.835323,19.30293,20.0877,0.19174157,0.11676773,0.117424585,0.2151,286.256696,35.6936978,0.7842857,t17_f5_c3,0.99959326,20.0581,0.2708,684120151,True,True,False,correction_0.0.1,0.0
21,ztf,59411.26643519988,1657266436215015012,2,1657266436215,20.499168,1,1657,0.7646989,19.667938,18.759045,19.7597,0.13417773,0.04708755,0.058092877,0.2135,286.2568423,35.6937495,0.7385714,t17_f5_c3,0.99999917,19.6887,0.2575,685120262,True,True,False,correction_0.0.1,0.0
22,ztf,59411.26690969989,1657266905115015019,2,1657266905115,20.42311,1,1657,0.7067754,19.65088,18.785007,19.7492,0.1674025,0.07123693,0.07540723,0.2149,286.2567809,35.6936917,0.81857145,t17_f5_c3,0.98252374,19.8721,0.3098,684120251,True,True,False,correction_0.0.1,0.0
23,ztf,59411.30472220015,1657304725115015019,1,1657304725115,20.717606,1,1657,1.1052493,19.848997,19.311283,19.9616,0.14907108,0.08998258,0.09084647,0.1879,286.2566362,35.6937234,0.74714285,t17_f5_c3,0.9738283,19.9755,0.2444,684120151,True,True,False,correction_0.0.1,0.0
24,ztf,59411.31832179986,1657318326215015021,1,1657318326215,20.640713,1,1657,0.82915676,19.873365,19.323689,19.9587,0.21157709,0.12603143,0.12752582,0.2178,286.2568027,35.6937163,0.5871429,t17_f5_c3,0.99974245,19.8108,0.2449,685120162,True,True,False,correction_0.0.1,0.0
25,ztf,59414.31156249996,1660311566215015016,2,1660311566215,20.511465,1,1660,0.75084627,19.76788,18.80119,19.596,0.15940382,0.055054527,0.065436944,0.1818,286.2568014,35.6937307,0.52428573,t17_f5_c3,0.9998406,19.3658,0.1896,685120262,True,True,False,correction_0.0.1,0.0
26,ztf,59414.395717599895,1660395715115015024,1,1660395715115,20.898647,1,1660,0.95527667,20.01748,19.410816,20.3214,0.17918284,0.10155831,0.10247801,0.223,286.2566577,35.6936723,0.59,t17_f5_c3,0.9950971,20.4322,0.3177,684120151,True,True,False,correction_0.0.1,0.0
27,ztf,59414.39618059993,1660396186215015022,1,1660396186215,20.730738,1,1660,0.8521692,20.033484,19.417345,19.8668,0.17313686,0.09583897,0.09815994,0.1811,286.2567723,35.6937085,0.65,t17_f5_c3,0.9999953,19.8577,0.2311,685120162,True,True,False,correction_0.0.1,0.0
