,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59411.26483799983,1657264830115015017,2,1657264830115,20.5555,1,1657,1.7116,20.3853,20.2269,0.256025,0.2862,295.6296177,45.114007,0.372857,t17_f5_c3,20.1276,0.3345,False,False,False,correction_0.0.1,0.0,,
1,ztf,59414.30550929997,1660305500115015021,2,1660305500115,20.51257,1,1660,1.7411528,19.918703,19.842,0.20091626,0.2065,295.6296462,45.1139997,0.43142858,t17_f5_c3,19.7211,0.2367,True,False,False,correction_0.0.1,0.0,0.99451077,766120201.0
2,ztf,59414.38436339982,1660384360115015026,1,1660384360115,20.973957,1,1660,9.767501,20.081364,20.0655,0.12265591,0.1548,295.6296917,45.1139996,0.55142856,t17_f5_c3,20.2561,0.2352,True,False,False,correction_0.0.1,0.0,0.9999857,766120101.0
