,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59130.37331019994,1376373314515015001,1,1376373314515,19.833008,1,1376,2.664384,19.051163,18.943,0.1149873,0.1525,34.6702032,-22.51195,0.91,t17_f5_c3,0.9999981,18.9885,0.2033,250120145.0,False,False,False,bulk_1.0.0,0.0,1389366244515015001,,,
1,ztf,59130.418807900045,1376418804515015000,2,1376418804515,19.80243,1,1376,0.1672185,19.136364,19.2334,0.14348713,0.2045,34.6701737,-22.5119927,0.7714286,t17_f5_c3,0.99997866,18.9472,0.2015,250120245.0,False,True,False,bulk_1.0.0,0.0,1389366244515015001,18.735008,0.08965088,0.09914501
2,ztf,59134.39827550016,1380398274515015001,1,1380398274515,19.848307,1,1380,2.6052463,19.129532,19.5807,0.17509948,0.2299,34.6702538,-22.5119433,0.7171429,t17_f5_c3,0.9999225,19.6815,0.3221,250120145.0,False,False,False,bulk_1.0.0,0.0,1389366244515015001,,,
3,ztf,59134.41981479991,1380419814515015002,2,1380419814515,19.674864,1,1380,0.103294365,18.886,18.6365,0.13508306,0.1232,34.6701082,-22.5119778,0.58285713,t17_f5_c3,0.99999547,18.6388,0.1578,250120245.0,False,True,False,bulk_1.0.0,0.0,1389366244515015001,18.55604,0.09299162,0.09968199
4,ztf,59137.358425899874,1383358424515015001,2,1383358424515,19.851742,1,1383,0.12629353,18.998972,19.025,0.13999036,0.1773,34.6701672,-22.5119815,0.49714285,t17_f5_c3,0.9949698,18.9468,0.211,250120245.0,False,True,False,bulk_1.0.0,0.0,1389366244515015001,18.63825,0.09264902,0.10041746
5,ztf,59137.4036921002,1383403694515015002,1,1383403694515,20.029602,1,1383,2.6072614,19.282139,19.1065,0.16428156,0.1436,34.670235,-22.5119523,0.61142856,t17_f5_c3,0.99996656,19.1715,0.1944,250120145.0,False,False,False,bulk_1.0.0,0.0,1389366244515015001,,,
6,ztf,59139.35523150023,1385355234515015001,2,1385355234515,19.98337,1,1385,0.23788683,19.011948,18.8772,0.10962829,0.1507,34.6701855,-22.51201,0.88,t17_f5_c3,0.99999845,18.9727,0.2103,250120245.0,False,True,False,bulk_1.0.0,0.0,1389366244515015001,18.647541,0.06794433,0.078371875
7,ztf,59141.34915510006,1387349154515015004,2,1387349154515,19.1768,1,1387,0.998538,19.0738,18.5335,0.195931,0.1918,34.6702215,-22.5122316,0.154286,t17_f5_c3,,18.4671,0.2313,,False,True,False,bulk_1.0.0,0.0,1389366244515015001,18.691397,0.13162594,0.13776602
8,ztf,59143.32342590019,1389323424515015000,2,1389323424515,20.351585,1,1389,0.23107272,19.06405,19.0038,0.1003919,0.1185,34.6701755,-22.5120153,0.89428574,t17_f5_c3,0.99987185,18.9531,0.1441,250120245.0,False,True,False,bulk_1.0.0,0.0,1389366244515015001,18.684532,0.05810392,0.0707769
9,ztf,59143.36624999996,1389366244515015001,1,1389366244515,20.481665,1,1389,2.2880056,19.696516,19.6014,0.1914759,0.1609,34.6702144,-22.5120694,0.40285715,t17_f5_c3,0.9986684,19.6063,0.2053,250120145.0,False,False,False,bulk_1.0.0,0.0,1417322914515015003,,,
10,ztf,59145.33597220015,1391335974515015002,2,1391335974515,20.443964,1,1391,0.20589921,19.277464,19.4486,0.13033038,0.1685,34.67018,-22.5120024,0.8485714,t17_f5_c3,0.99839854,19.5526,0.2363,250120245.0,False,True,False,bulk_1.0.0,0.0,1417322914515015003,18.830515,0.07293294,0.086350754
11,ztf,59149.35422449978,1395354224515015009,2,1395354224515,19.1097,1,1395,0.415011,19.2533,19.0161,0.228987,0.2526,34.6702602,-22.5119477,0.35,t17_f5_c3,,18.9987,0.3193,,False,True,False,bulk_1.0.0,0.0,1417322914515015003,18.814445,0.14590614,0.15285122
