,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid
0,ztf,58726.2740162001,972274011015015016,2,972274011015,20.385864,1,972,3.7621698,20.153727,20.0295,0.19382472,0.2991,297.526517,66.0824819,0.55142856,t17_f5_c3,0.98615634,19.8162,0.315,850120210,False,False,False,bulk_1.0.0,0.0,979294811015015005
1,ztf,58726.2985069002,972298501015015007,1,972298501015,20.556263,1,972,18.281925,19.935507,19.8107,0.14930171,0.1923,297.5266003,66.0823871,0.87142855,t17_f5_c3,0.9999988,20.0222,0.2983,850120110,False,False,False,bulk_1.0.0,0.0,979294811015015005
2,ztf,58727.319918999914,973319911015015013,1,973319911015,20.639051,1,973,18.2018,19.474775,19.6192,0.1150338,0.1626,297.5265348,66.0823931,0.88857144,t17_f5_c3,0.99998945,19.7437,0.2328,850120110,False,False,False,bulk_1.0.0,0.0,979294811015015005
3,ztf,58730.27321759984,976273211015015002,2,976273211015,20.144209,1,976,3.983937,19.240376,19.2384,0.11289709,0.168,297.52646,66.0823833,0.93142855,t17_f5_c3,0.9999752,19.0241,0.1766,850120210,False,False,False,bulk_1.0.0,0.0,979294811015015005
4,ztf,58730.29721060023,976297211015015006,1,976297211015,20.320374,1,976,18.121998,19.14793,19.0261,0.10513181,0.1114,297.5265042,66.082359,0.95,t17_f5_c3,0.99999917,19.0914,0.1507,850120110,False,False,False,bulk_1.0.0,0.0,979294811015015005
5,ztf,58732.2717708,978271771015015009,2,978271771015,20.367382,1,978,3.916529,19.400433,19.6371,0.100196175,0.2197,297.5265094,66.0823725,0.8842857,t17_f5_c3,0.9999976,19.4167,0.2299,850120210,False,False,False,bulk_1.0.0,0.0,979294811015015005
6,ztf,58732.29548610002,978295481015015010,1,978295481015,20.662079,1,978,18.278297,19.371002,19.4736,0.09876451,0.1373,297.5266139,66.0823708,0.93857145,t17_f5_c3,0.9999993,19.4582,0.1725,850120110,False,False,False,bulk_1.0.0,0.0,979294811015015005
7,ztf,58733.271365699824,979271361015015003,2,979271361015,20.21216,1,979,3.9749298,19.457933,19.1847,0.12897228,0.1619,297.5264594,66.0823917,0.8042857,t17_f5_c3,0.99996245,19.1688,0.204,850120210,False,False,False,bulk_1.0.0,0.0,979294811015015005
8,ztf,58733.29481479991,979294811015015005,1,979294811015,20.266644,1,979,18.114546,19.440601,19.4507,0.13069162,0.1778,297.5265006,66.0823589,0.92714286,t17_f5_c3,0.9999997,19.5528,0.2497,850120110,False,False,False,bulk_1.0.0,0.0,981271221015015005
9,ztf,58734.272638900205,980272631015015004,2,980272631015,20.08605,1,980,3.8446527,19.628265,19.8664,0.16452795,0.3305,297.5265572,66.0823908,0.8457143,t17_f5_c3,0.9997145,19.6096,0.3347,850120210,False,False,False,bulk_1.0.0,0.0,981271221015015005
10,ztf,58734.29605320003,980296051015015003,1,980296051015,20.094294,1,980,18.303856,19.637852,19.3388,0.14322437,0.1907,297.526634,66.0823531,0.80285716,t17_f5_c3,0.9999949,19.3418,0.245,850120110,False,False,False,bulk_1.0.0,0.0,981271221015015005
11,ztf,58735.271226900164,981271221015015005,2,981271221015,19.97933,1,981,3.8954055,19.521063,19.5191,0.14021602,0.2636,297.526565,66.0823503,0.9014286,t17_f5_c3,0.99991465,19.1663,0.2446,850120210,False,False,False,bulk_1.0.0,0.0,982280921015015002
12,ztf,58736.28092590021,982280921015015002,2,982280921015,19.860191,1,982,3.7714171,19.771975,19.7651,0.19535297,0.3671,297.5265989,66.0823996,0.7214286,t17_f5_c3,0.990391,19.8742,0.5206,850120210,True,False,False,bulk_1.0.0,0.0,0
