,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59291.335138900205,1537335130215015008,2,1537335130215,19.70366,1,1537,2.280078,19.09973,19.3903,0.15215863,0.2497,165.5449588,-27.5916597,0.8742857,t17_f5_c3,0.9999989,19.4519,0.3361,267120202.0,True,False,False,correction_0.0.1,0.0
1,ztf,59293.25193289993,1539251930215015008,2,1539251930215,19.781395,1,1539,2.3434708,18.940414,18.8345,0.10576154,0.1375,165.5449876,-27.5916785,0.8585714,t17_f5_c3,0.9999963,18.8416,0.1755,267120202.0,True,False,False,correction_0.0.1,0.0
2,ztf,59296.3359375,1542335930215015009,2,1542335930215,19.015514,1,1542,2.7089517,18.816736,18.6609,0.2055779,0.1893,165.5450349,-27.5917797,0.37857142,t17_f5_c3,0.992595,18.6389,0.2375,267120202.0,True,False,False,correction_0.0.1,0.0
3,ztf,59302.26660879981,1548266600215015002,2,1548266600215,18.867723,1,1548,2.0732608,19.036346,19.6285,0.19010444,0.7777,165.5450202,-27.5916014,0.74285716,t17_f5_c3,0.9963623,19.0498,0.5857,267120202.0,True,False,False,correction_0.0.1,0.0
4,ztf,59304.27283560019,1550272830215015006,2,1550272830215,18.8363,1,1550,1.83832,18.968,19.1304,0.218334,0.3803,165.5449271,-27.5915342,0.691429,t17_f5_c3,,19.2677,0.5535,,False,False,False,correction_0.0.1,0.0
5,ztf,59307.27349539986,1553273490215015012,1,1553273490215,19.795898,1,1553,2.3966396,19.727242,19.7096,0.19791453,0.2784,165.5449943,-27.5916742,0.68,t17_f5_c3,0.99993086,19.743,0.366,267120102.0,True,False,False,correction_0.0.1,0.0
6,ztf,59309.23112270003,1555231120215015018,2,1555231120215,20.04688,1,1555,2.4714813,18.99329,19.1714,0.09988599,0.1832,165.5450369,-27.5917134,0.88714284,t17_f5_c3,0.99998784,19.277,0.256,267120202.0,True,False,False,correction_0.0.1,0.0
7,ztf,59313.20938660018,1559209380215015007,2,1559209380215,19.704868,1,1559,2.3102496,19.14247,19.0951,0.13829151,0.2165,165.5449684,-27.5916677,0.94857144,t17_f5_c3,0.99999964,19.3796,0.358,267120202.0,True,False,False,correction_0.0.1,0.0
8,ztf,59315.23082179995,1561230820215015013,2,1561230820215,20.15251,1,1561,2.4274206,19.427652,19.6867,0.13527733,0.2655,165.5449862,-27.5917022,0.9185714,t17_f5_c3,0.999956,19.6927,0.3381,267120202.0,True,False,False,correction_0.0.1,0.0
9,ztf,59317.18983800011,1563189830215015010,2,1563189830215,20.081995,1,1563,2.4302692,19.407866,19.5102,0.16559869,0.2025,165.5450172,-27.591702,0.89857143,t17_f5_c3,0.9999995,19.5377,0.2622,267120202.0,True,False,False,correction_0.0.1,0.0
10,ztf,59322.23136569979,1568231360215015010,2,1568231360215,19.517332,1,1568,2.617024,19.537977,19.2138,0.18974209,0.2593,165.5450392,-27.5917536,0.76285714,t17_f5_c3,0.99926037,19.059,0.2869,267120202.0,True,False,False,correction_0.0.1,0.0
11,ztf,59324.20973380003,1570209730215015010,2,1570209730215,19.515417,1,1570,2.290101,19.549753,19.3098,0.18814966,0.279,165.5450502,-27.5916603,0.77,t17_f5_c3,0.9998586,19.2065,0.3241,267120202.0,True,False,False,correction_0.0.1,0.0
