,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,59031.19219909981,1277192194115015005,1,1277192194115,19.4958,1,1277,3.35373,19.7722,19.4084,0.276536,0.359,258.0079851,20.5031037,0.511429,t17_f5_c3,19.1591,0.367,False,False,False,bulk_1.0.0,0.0,1290327754115015004,,
1,ztf,59031.24939810019,1277249394115015003,2,1277249394115,19.930616,1,1277,4.0572824,19.746174,19.4389,0.20478873,0.2881,258.0079961,20.503192,0.5814286,t17_f5_c3,19.8042,0.519,False,False,False,bulk_1.0.0,0.0,1290327754115015004,0.999997,586120241.0
2,ztf,59032.24500000011,1278245004115015003,2,1278245004115,19.8889,1,1278,4.01525,19.6167,19.9154,0.223829,0.4554,258.0079605,20.503151,0.622857,t17_f5_c3,19.885,0.5707,False,False,False,bulk_1.0.0,0.0,1290327754115015004,,
3,ztf,59033.23229169985,1279232294115015003,1,1279232294115,19.4014,1,1279,3.47527,19.5776,19.1184,0.210628,0.2865,258.0079816,20.5031504,0.462857,t17_f5_c3,19.0807,0.3556,False,False,False,bulk_1.0.0,0.0,1290327754115015004,,
4,ztf,59038.229259300046,1284229254115015002,2,1284229254115,20.282816,1,1284,4.203019,19.053679,18.9333,0.13024467,0.1304,258.008005,20.5031209,0.9014286,t17_f5_c3,18.8243,0.1517,False,False,False,bulk_1.0.0,0.0,1290327754115015004,1.0,586120241.0
5,ztf,59039.30763889989,1285307634115015004,2,1285307634115,20.05539,1,1285,4.112967,19.033604,18.9781,0.118816875,0.1572,258.0079858,20.5031456,0.92142856,t17_f5_c3,18.8354,0.1772,False,False,False,bulk_1.0.0,0.0,1290327754115015004,1.0,586120241.0
6,ztf,59041.25289350003,1287252894115015008,2,1287252894115,20.693924,1,1287,4.04293,18.978052,19.1842,0.08930665,0.1167,258.0079782,20.5031699,0.92,t17_f5_c3,19.0958,0.1386,False,False,False,bulk_1.0.0,0.0,1290327754115015004,0.9999998,586120241.0
7,ztf,59044.2498031999,1290249804115015004,2,1290249804115,20.726717,1,1290,4.1171193,19.1049,19.3181,0.07387922,0.1258,258.0080044,20.5031709,0.94285715,t17_f5_c3,19.2048,0.1461,False,False,False,bulk_1.0.0,0.0,1296244974115025004,0.99999994,586120241.0
8,ztf,59044.32775459997,1290327754115015004,1,1290327754115,20.599907,1,1290,3.5388472,19.210386,19.0845,0.1026097,0.0928,258.0080329,20.5031286,0.93285716,t17_f5_c3,19.117,0.1219,False,False,False,bulk_1.0.0,0.0,1296291454115015009,1.0,586120141.0
9,ztf,59047.21150460001,1293211504115015006,2,1293211504115,20.784449,1,1293,4.1075115,19.212383,19.4672,0.11395594,0.1413,258.0079858,20.5031465,0.88285714,t17_f5_c3,19.4542,0.1805,False,False,False,bulk_1.0.0,0.0,1296291454115015009,0.999997,586120241.0
10,ztf,59047.25480319979,1293254804115015002,1,1293254804115,20.766521,1,1293,3.484142,19.423866,19.4605,0.10573965,0.125,258.0080007,20.5031367,0.9242857,t17_f5_c3,19.4396,0.1571,False,False,False,bulk_1.0.0,0.0,1296291454115015009,0.9999999,586120141.0
11,ztf,59050.24497690005,1296244974115035004,1,1296244974115,20.5655,1,1296,3.4617,19.7103,19.9227,0.131478,0.2066,258.0080116,20.5031215,0.862857,t17_f5_c3,19.871,0.2531,False,False,False,bulk_1.0.0,0.0,1299243484115015004,,
12,ztf,59050.24497690005,1296244974115025004,1,1296244974115,20.565516,1,1296,3.4616983,19.710304,19.9227,0.13147843,0.2066,258.0080116,20.5031215,0.86285716,t17_f5_c3,19.871,0.2531,True,False,False,bulk_1.0.0,0.0,0,0.99999994,586120141.0
13,ztf,59050.29145829985,1296291454115025009,2,1296291454115,20.6359,1,1296,4.10111,19.4216,19.3954,0.123786,0.1435,258.0079921,20.5031591,0.872857,t17_f5_c3,19.4019,0.1863,False,False,False,bulk_1.0.0,0.0,1299243484115015004,,
14,ztf,59050.29145829985,1296291454115015009,2,1296291454115,20.63593,1,1296,4.101109,19.421638,19.3954,0.12378627,0.1435,258.0079921,20.5031591,0.87285715,t17_f5_c3,19.4019,0.1863,True,False,False,bulk_1.0.0,0.0,0,0.99999815,586120241.0
15,ztf,59053.243483799975,1299243484115015004,1,1299243484115,20.93546,1,1299,3.4885547,20.113428,20.3178,0.14033267,0.2472,258.0079945,20.5031441,0.7871429,t17_f5_c3,20.4769,0.368,False,False,False,bulk_1.0.0,0.0,1318189314115015001,0.99999845,586120141.0
16,ztf,59063.28127310006,1309281274115015001,2,1309281274115,19.667,1,1309,4.35512,19.7998,20.3956,0.221126,0.7325,258.008111,20.5032131,0.69,t17_f5_c3,20.2126,0.7961,False,False,False,bulk_1.0.0,0.0,1318189314115015001,,
17,ztf,59072.189317100216,1318189314115015001,2,1318189314115,20.630445,1,1318,3.8156307,20.441408,20.7357,0.19710267,0.4966,258.0079056,20.5031836,0.6357143,t17_f5_c3,20.6449,0.5918,True,False,False,bulk_1.0.0,0.0,0,1.0,586120241.0
