,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59399.285937500186,1645285930415015011,1,1645285930415,20.5917,1,1645,3.65516,20.9296,20.3203,0.243694,0.3361,232.5237823,73.7651877,0.274286,t17_f5_c3,20.046,0.3308,False,False,False,correction_0.0.1,0.0,,,
1,ztf,59401.349143499974,1647349140415015006,2,1647349140415,20.3243,1,1647,4.22097,20.1423,20.1718,0.221613,0.3418,232.5234534,73.765153,0.752857,t17_f5_c3,20.0967,0.4076,False,False,False,correction_0.0.1,0.0,,,
2,ztf,59405.30262729991,1651302620415015008,1,1651302620415,20.413725,1,1651,3.8449955,20.36434,20.0542,0.1947727,0.2901,232.5233296,73.7650873,0.7557143,t17_f5_c3,20.0813,0.3776,True,False,False,correction_0.0.1,0.0,0.59640366,863120104.0,
3,ztf,59407.26592590008,1653265920415015010,1,1653265920415,20.308,1,1653,4.01548,20.4928,20.5043,0.227243,0.4912,232.5231756,73.7651062,0.787143,t17_f5_c3,20.2403,0.4936,False,False,False,correction_0.0.1,0.0,,,
4,ztf,59409.220960599836,1655220960415015009,1,1655220960415,20.404694,1,1655,3.6714673,20.018705,20.4091,0.13590658,0.4458,232.5236004,73.7651196,0.8585714,t17_f5_c3,20.4756,0.6046,True,False,False,correction_0.0.1,0.0,0.9975543,863120104.0,
5,ztf,59409.287963000126,1655287960415015012,2,1655287960415,20.270178,1,1655,4.2239857,19.681889,19.7561,0.14668055,0.2641,232.5233852,73.7651364,0.8914286,t17_f5_c3,19.5011,0.2651,True,False,False,correction_0.0.1,0.0,0.9999908,863120204.0,
6,ztf,59411.19994209986,1657199940415015005,1,1657199940415,20.064672,1,1657,3.8070087,19.460455,19.1864,0.12510328,0.1871,232.5235276,73.7651564,0.93,t17_f5_c3,19.0364,0.2084,True,False,False,correction_0.0.1,0.0,0.99999917,863120104.0,
7,ztf,59411.24124999996,1657241240415015010,2,1657241240415,20.063374,1,1657,4.091919,19.312975,19.6226,0.1491187,0.2884,232.523601,73.765141,0.7442857,t17_f5_c3,19.4743,0.3217,True,False,False,correction_0.0.1,0.0,0.99990857,863120204.0,
8,ztf,59414.25722219981,1660257220415015006,1,1660257220415,19.926216,1,1660,3.7074487,18.250595,18.1845,0.05827818,0.0825,232.523582,73.7651305,0.9557143,t17_f5_c3,18.2101,0.1079,True,False,False,correction_0.0.1,0.0,0.9999994,863120104.0,
9,ztf,59419.29655090021,1665296550415015009,2,1665296550415,19.125214,1,1665,4.1361246,17.777937,18.239,0.073623545,0.1907,232.5235497,73.765145,0.82,t17_f5_c3,18.0135,0.1987,True,False,False,correction_1.0.6,0.0,0.9998672,863120204.0,
10,ztf,59419.35099539999,1665350990415015133,1,1665350990415,18.009094,1,1665,3.7276933,17.907106,17.8379,0.14106247,0.325,232.523655,73.7651729,0.5885714,t17_f5_c3,17.7168,0.3736,True,False,False,correction_1.0.6,0.0,0.9991629,863120104.0,
11,ztf,59423.35027780011,1669350270415015012,1,1669350270415,19.177668,1,1669,3.7744257,17.990076,18.0681,0.070433095,0.1429,232.5235002,73.7651299,0.95,t17_f5_c3,17.9591,0.1657,True,False,False,correction_1.0.6,0.0,0.99999917,863120104.0,
12,ztf,59425.241956000216,1671241950415015004,1,1671241950415,20.44487,1,1671,3.6667693,18.02866,18.0597,0.057726387,0.0496,232.5236,73.7651172,0.9557143,t17_f5_c3,18.0626,0.0625,True,False,False,correction_1.0.6,0.0,0.99999785,863120104.0,
13,ztf,59427.28253469989,1673282530415015009,1,1673282530415,20.352415,1,1673,3.700737,18.085117,18.1035,0.053918786,0.0533,232.5235899,73.765131,0.96,t17_f5_c3,18.0841,0.066,True,False,False,correction_1.0.6,0.0,1.0,863120104.0,
14,ztf,59427.32394680008,1673323940415015014,2,1673323940415,20.29081,1,1673,4.199607,17.907122,17.9413,0.04707261,0.0515,232.523409,73.7651349,0.92714286,t17_f5_c3,17.9975,0.0684,True,False,False,correction_1.0.6,0.0,0.9999995,863120204.0,
15,ztf,59429.243784700055,1675243780415015016,2,1675243780415,20.482838,1,1675,4.096233,17.959803,18.0879,0.041652117,0.0539,232.5235094,73.7651199,0.25428572,t17_f5_c3,18.1032,0.0686,True,False,False,correction_1.0.6,0.0,0.99804366,863120204.0,
16,ztf,59429.331469899975,1675331460415015009,1,1675331460415,20.341814,1,1675,3.6625662,18.256073,18.3263,0.05951127,0.067,232.5236325,73.765133,0.9557143,t17_f5_c3,18.29,0.082,True,False,False,correction_1.0.6,0.0,1.0,863120104.0,
17,ztf,59434.199201399926,1680199200415015016,2,1680199200415,20.512928,1,1680,4.162603,18.16845,18.2577,0.051081188,0.0577,232.5234765,73.7651366,0.94285715,t17_f5_c3,18.3261,0.0773,True,False,False,correction_1.0.6,0.0,0.9999997,863120204.0,
