,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59149.44812500011,1395448125415015002,1,1395448125415,19.7275,1,1395,1.93818,19.8108,19.7588,0.236357,0.3004,37.6734963,-14.5692107,0.564286,t17_f5_c3,19.5443,0.3158,False,False,False,bulk_1.0.0,0.0,1416289125415015004,,,,,
1,ztf,59151.27253470011,1397272535415015001,1,1397272535415,19.0361,1,1397,1.1736,19.5685,18.8304,0.277572,0.2517,37.6736415,-14.5690449,0.397143,t17_f5_c3,18.6726,0.2795,False,True,True,bulk_1.0.0,0.0,1416289125415015004,18.878746,0.14299057,0.14705294,,
2,ztf,59151.3504050998,1397350405415015001,2,1397350405415,19.2608,1,1397,2.02155,19.3859,19.2221,0.217224,0.3262,37.6733969,-14.5692042,0.702857,t17_f5_c3,19.4907,0.5357,False,False,False,bulk_1.0.0,0.0,1416289125415015004,,,,,
3,ztf,59152.2641551001,1398264155415015000,1,1398264155415,19.034,1,1398,1.24819,19.2262,18.6856,0.222367,0.2535,37.6735127,-14.5689556,0.48,t17_f5_c3,18.7257,0.3378,False,True,True,bulk_1.0.0,0.0,1416289125415015004,18.684097,0.13188246,0.13496746,,
4,ztf,59153.33211810002,1399332115415015005,2,1399332115415,18.957815,1,1399,1.7279363,18.783262,19.1346,0.16761047,0.402,37.6735572,-14.5692051,0.8428571,t17_f5_c3,19.1889,0.5431,False,False,False,bulk_1.0.0,0.0,1416289125415015004,,,,0.99993193,299120254.0
5,ztf,59155.2140740999,1401214075415015000,1,1401214075415,19.084452,1,1401,1.5560501,18.412407,18.4242,0.11001001,0.2065,37.673486,-14.5690613,0.93142855,t17_f5_c3,18.3136,0.2394,False,False,False,bulk_1.0.0,0.0,1416289125415015004,,,,0.9999833,299120154.0
6,ztf,59155.25311340019,1401253115415015000,2,1401253115415,19.101625,1,1401,1.4673994,18.58105,18.3448,0.13115542,0.1555,37.6735393,-14.569112,0.74,t17_f5_c3,18.3862,0.2072,False,False,False,bulk_1.0.0,0.0,1416289125415015004,,,,0.99965465,299120254.0
7,ztf,59156.33636569977,1402336365415015001,1,1402336365415,19.558329,1,1402,1.624107,18.297352,18.3678,0.08630645,0.1324,37.6734919,-14.569094,0.92,t17_f5_c3,18.3312,0.164,False,False,False,bulk_1.0.0,0.0,1416289125415015004,,,,0.9999989,299120154.0
8,ztf,59158.28546300018,1404285465415015003,1,1404285465415,19.404066,1,1404,1.4810251,18.124166,18.0898,0.0825565,0.0819,37.6735717,-14.5691043,0.8428571,t17_f5_c3,18.0452,0.1005,False,False,False,bulk_1.0.0,0.0,1416289125415015004,,,,0.999992,299120154.0
9,ztf,59158.34642359987,1404346425415015001,2,1404346425415,19.285904,1,1404,1.4349623,18.234959,18.3902,0.092766084,0.1185,37.6735441,-14.5691042,0.82857144,t17_f5_c3,18.4713,0.1633,False,False,False,bulk_1.0.0,0.0,1424232045415015003,,,,0.99997866,299120254.0
10,ztf,59165.19244210003,1411192445415015001,1,1411192445415,20.069798,1,1411,1.6068845,17.895514,17.8564,0.06925076,0.0464,37.6735136,-14.5691062,0.94857144,t17_f5_c3,17.8939,0.0606,False,False,False,bulk_1.0.0,0.0,1424232045415015003,,,,0.9999998,299120154.0
11,ztf,59165.31812500022,1411318125415015003,2,1411318125415,20.302195,1,1411,1.5059981,18.091896,18.0552,0.051471364,0.052,37.6735093,-14.5691052,0.95285714,t17_f5_c3,18.1123,0.0692,False,False,False,bulk_1.0.0,0.0,1424232045415015003,,,,0.9999999,299120254.0
12,ztf,59167.23770829989,1413237705415015001,2,1413237705415,19.827475,1,1413,1.5163133,18.080828,18.0122,0.060708772,0.0571,37.6735281,-14.5691214,0.89428574,t17_f5_c3,18.0186,0.073,False,False,False,bulk_1.0.0,0.0,1424232045415015003,,,,0.99999654,299120254.0
13,ztf,59167.32657410018,1413326575415015002,1,1413326575415,19.878939,1,1413,1.6661346,17.93618,17.9171,0.067112826,0.0433,37.6735459,-14.5691504,0.75285715,t17_f5_c3,17.8744,0.0525,False,False,False,bulk_1.0.0,0.0,1424232045415015003,,,,0.99998105,299120154.0
14,ztf,59168.23060189979,1414230605415015006,1,1414230605415,20.328964,1,1414,1.6121505,17.979136,17.9816,0.054093964,0.0443,37.6735201,-14.5691133,0.9514286,t17_f5_c3,17.9376,0.0536,False,False,False,bulk_1.0.0,0.0,1424232045415015003,,,,0.99999994,299120154.0
15,ztf,59168.27642360004,1414276425415015005,2,1414276425415,20.077322,1,1414,1.5682561,18.11771,18.1502,0.058873028,0.0679,37.673506,-14.5691245,0.95714283,t17_f5_c3,18.1845,0.0891,False,False,False,bulk_1.0.0,0.0,1424232045415015003,,,,1.0,299120254.0
16,ztf,59170.229259300046,1416229255415015009,1,1416229255415,20.20621,1,1416,1.5854683,18.110926,18.0307,0.055949163,0.0484,37.6735139,-14.5690985,0.95714283,t17_f5_c3,18.0392,0.0615,False,False,False,bulk_1.0.0,0.0,1424232045415015003,,,,0.9999995,299120154.0
17,ztf,59170.28912039986,1416289125415015004,2,1416289125415,20.107403,1,1416,1.5350193,18.194536,18.1728,0.069448255,0.065,37.6735218,-14.5691236,0.95428574,t17_f5_c3,18.2554,0.0889,False,False,False,bulk_1.0.0,0.0,1428229205415015000,,,,0.9999999,299120254.0
18,ztf,59172.23792820005,1418237925415015005,1,1418237925415,20.127138,1,1418,1.5751472,18.166513,18.096,0.0631914,0.0518,37.6735373,-14.5691131,0.95428574,t17_f5_c3,18.0627,0.0635,False,False,False,bulk_1.0.0,0.0,1428229205415015000,,,,0.9999999,299120154.0
19,ztf,59176.257013900205,1422257015415015004,1,1422257015415,19.332403,1,1422,1.5496893,18.472422,18.5537,0.11285677,0.1575,37.6735357,-14.5691028,0.93857145,t17_f5_c3,18.3507,0.1675,False,False,False,bulk_1.0.0,0.0,1428229205415015000,,,,0.9999858,299120154.0
20,ztf,59176.29392360011,1422293925415015003,2,1422293925415,19.744543,1,1422,1.5119904,18.521338,18.5856,0.08436179,0.1178,37.6735222,-14.5691161,0.9442857,t17_f5_c3,18.7241,0.1708,False,False,False,bulk_1.0.0,0.0,1428229205415015000,,,,0.99999714,299120254.0
21,ztf,59178.17138889991,1424171385415015003,1,1424171385415,19.50607,1,1424,1.5631429,18.528467,18.675,0.09257498,0.1838,37.6735303,-14.5691035,0.94714284,t17_f5_c3,18.8664,0.281,False,False,False,bulk_1.0.0,0.0,1428229205415015000,,,,0.99999946,299120154.0
22,ztf,59178.23204859998,1424232045415015003,2,1424232045415,19.797129,1,1424,1.5298613,18.6854,18.8016,0.08537562,0.17,37.6734925,-14.5691011,0.93714285,t17_f5_c3,18.9752,0.2553,False,False,False,bulk_1.0.0,0.0,1428229205415015000,,,,0.99999905,299120254.0
23,ztf,59180.18989579985,1426189895415015001,1,1426189895415,18.4345,1,1426,1.56604,18.8286,18.9048,0.283235,0.3083,37.6738977,-14.5691931,0.391429,t17_f5_c3,18.5178,0.2774,False,False,False,bulk_1.0.0,0.0,1428229205415015000,,,,,
24,ztf,59180.26996529987,1426269965415015001,2,1426269965415,18.2883,1,1426,1.31384,18.4579,18.6516,0.296148,0.2215,37.6736366,-14.5691109,0.271429,t17_f5_c3,18.468,0.24,False,True,True,bulk_1.0.0,0.0,1445231315415015004,18.095497,0.21146408,0.21210372,,
25,ztf,59182.11896990007,1428118965415015002,2,1428118965415,18.880188,1,1428,1.6013391,18.723438,18.6415,0.15819925,0.2578,37.6735314,-14.5691515,0.8542857,t17_f5_c3,18.6024,0.3195,False,False,False,bulk_1.0.0,0.0,1445231315415015004,,,,0.99739736,299120254.0
