,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59390.24040509993,1636240403515015007,1,1636240403515,19.3906,1,1636,0.547717,19.5859,18.282928,20.2759,0.33707,0.08651358,0.10151544,0.8015,285.9075032,54.9924249,0.682857,t17_f5_c3,20.1978,0.9567,False,True,False,correction_0.0.1,0.0,,,
1,ztf,59390.32457179995,1636324573515015009,2,1636324573515,19.9655,1,1636,0.228251,19.86,17.928291,19.2183,0.265954,100.0,0.044887252,0.2158,285.9075505,54.9923147,0.5,t17_f5_c3,19.2687,0.288,False,True,False,correction_0.0.1,0.0,,,
2,ztf,59392.26590280002,1638265904615015015,1,1638265904615,20.023577,1,1638,1.463609,19.662718,,19.4379,0.19564566,,,0.2325,285.9077113,54.9924163,0.7228571,t17_f5_c3,19.3194,0.2662,True,False,True,correction_0.0.1,0.0,0.99390316,799120146.0,
3,ztf,59392.28010419989,1638280103515015013,1,1638280103515,19.781054,1,1638,0.7225335,19.620733,18.293303,19.6921,0.20762955,0.029372614,0.06113883,0.3437,285.9076299,54.9924643,0.86,t17_f5_c3,19.8107,0.4905,True,True,False,correction_0.0.1,0.0,0.9995271,798120135.0,
4,ztf,59394.32826389978,1640328263515015013,2,1640328263515,19.420788,1,1640,0.6216303,19.50566,17.859781,19.2564,0.20829532,100.0,0.04574339,0.3787,285.9074997,54.9924234,0.67714286,t17_f5_c3,19.2581,0.4851,True,True,False,correction_0.0.1,0.0,0.9725427,798120235.0,
5,ztf,59394.3448379999,1640344834615015016,1,1640344834615,20.160936,1,1640,1.313312,19.2487,18.311888,19.3312,0.16622835,0.056460965,0.07014235,0.1999,285.9076998,54.9923752,0.7714286,t17_f5_c3,19.6132,0.3294,True,True,False,correction_0.0.1,0.0,0.9992013,799120146.0,
6,ztf,59394.34577549994,1640345773515015012,1,1640345773515,20.017073,1,1640,0.4652562,19.286682,18.183836,19.1648,0.13177086,100.0,0.047717843,0.1857,285.907538,54.9924,0.9042857,t17_f5_c3,19.5907,0.3497,True,True,False,correction_0.0.1,0.0,0.9985398,798120135.0,
7,ztf,59394.43379630009,1640433794615015011,2,1640433794615,19.973001,1,1640,1.312503,19.580267,18.043873,19.2334,0.16529351,100.0,0.04015114,0.1971,285.9076849,54.9923592,0.7228571,t17_f5_c3,19.2121,0.2452,True,True,False,correction_0.0.1,0.0,0.99088085,799120246.0,
8,ztf,59396.30181710003,1642301813515015018,1,1642301813515,20.67282,1,1642,0.5711749,19.208258,18.154778,19.1046,0.13133745,0.015802676,0.04977331,0.0933,285.9074995,54.9924286,0.94857144,t17_f5_c3,19.1111,0.1167,True,True,False,correction_0.0.1,0.0,0.9994292,798120135.0,
9,ztf,59396.35414349986,1642354143515015009,2,1642354143515,20.409262,1,1642,0.5134993,19.369205,17.82831,19.1859,0.10341605,100.0,0.025016705,0.135,285.9074591,54.992376,0.88285714,t17_f5_c3,19.252,0.1797,True,True,False,correction_0.0.1,0.0,0.99996316,798120235.0,
10,ztf,59397.304513900075,1643304514615015015,1,1643304514615,20.812958,1,1643,1.3979565,19.121109,18.25621,19.3251,0.11253572,0.031796966,0.0507377,0.1076,285.9076649,54.9924014,0.93,t17_f5_c3,19.2921,0.1302,True,True,False,correction_0.0.1,0.0,0.99999225,799120146.0,
11,ztf,59397.36202549981,1643362024615015024,2,1643362024615,20.71978,1,1643,1.3591832,19.31912,18.061008,19.2484,0.11299045,100.0,0.035464767,0.1204,285.9076683,54.9924132,0.76714283,t17_f5_c3,19.354,0.1646,True,True,False,correction_0.0.1,0.0,0.99824584,799120246.0,
12,ztf,59399.34925930016,1645349253515015014,2,1645349253515,20.581785,1,1645,0.5082397,19.18292,17.780231,19.0632,0.11223083,100.0,0.03083448,0.1047,285.9074952,54.992385,0.96,t17_f5_c3,19.1698,0.1433,True,True,False,correction_0.0.1,0.0,0.99996674,798120235.0,
13,ztf,59400.34261569986,1646342614615015009,2,1646342614615,20.521046,1,1646,1.4861571,19.159994,,19.1167,0.09839014,,,0.1125,285.9077507,54.9923999,0.8742857,t17_f5_c3,19.2111,0.1525,True,False,True,correction_0.0.1,0.0,0.998509,799120246.0,
14,ztf,59400.362997699995,1646362994615015008,1,1646362994615,20.538322,1,1646,1.312333,18.921452,18.161627,18.895,0.106676534,0.038651273,0.052983284,0.0788,285.9076379,54.9923821,0.94,t17_f5_c3,18.8774,0.0968,True,True,False,correction_0.0.1,0.0,0.9999949,799120146.0,
15,ztf,59401.352534700185,1647352533515015012,2,1647352533515,20.4643,1,1647,0.5601733,19.186941,17.781334,19.131,0.09693186,100.0,0.026559751,0.1166,285.9075136,54.9924059,0.9342857,t17_f5_c3,18.9913,0.128,True,True,False,correction_0.0.1,0.0,0.99997735,798120235.0,
16,ztf,59401.36657410022,1647366573515015015,1,1647366573515,20.77037,1,1647,0.5393264,19.113424,18.117857,18.943,0.11141436,100.0,0.04453631,0.0742,285.9074738,54.9924188,0.89285713,t17_f5_c3,18.9828,0.0953,True,True,False,correction_0.0.1,0.0,0.99980134,798120135.0,
17,ztf,59402.322800899856,1648322804615015028,1,1648322804615,20.597881,1,1648,1.1496624,19.096355,18.24498,18.9792,0.10389037,0.026796512,0.047426928,0.0833,285.9076336,54.9923361,0.94285715,t17_f5_c3,19.0093,0.1067,True,True,False,correction_0.0.1,0.0,0.99998975,799120146.0,
18,ztf,59402.393645800184,1648393644615015011,2,1648393644615,20.256441,1,1648,1.1995546,19.09564,17.904793,18.891,0.10430914,100.0,0.034832414,0.0976,285.9076166,54.9923375,0.7757143,t17_f5_c3,18.8599,0.1184,True,True,False,correction_0.0.1,0.0,0.9997674,799120246.0,
19,ztf,59403.32895829994,1649328953515015022,2,1649328953515,20.50801,1,1649,0.6576435,19.092487,17.754625,18.8743,0.090913005,100.0,0.026514383,0.0944,285.907666,54.9924374,0.92,t17_f5_c3,18.7548,0.1053,True,True,False,correction_0.0.1,0.0,0.9999993,798120235.0,
20,ztf,59404.30815970013,1650308154615015016,2,1650308154615,20.52098,1,1650,1.2779717,19.126854,17.915117,19.0891,0.0976511,100.0,0.031987652,0.1156,285.9076309,54.9923563,0.9442857,t17_f5_c3,19.0699,0.1414,True,True,False,correction_0.0.1,0.0,0.9997096,799120246.0,
21,ztf,59404.344722200185,1650344724615015013,1,1650344724615,20.676174,1,1650,1.3450712,19.069304,18.232546,19.1379,0.093658514,0.019529015,0.04333557,0.1019,285.9076478,54.9923898,0.95857143,t17_f5_c3,19.0903,0.122,True,True,False,correction_0.0.1,0.0,0.99999845,799120146.0,
22,ztf,59405.32903939998,1651329033515015026,1,1651329033515,20.725859,1,1651,0.47260156,19.146244,18.130857,19.0584,0.11662127,100.0,0.04577445,0.09,285.907495,54.9924003,0.92285717,t17_f5_c3,19.0079,0.1068,True,True,False,correction_0.0.1,0.0,0.9998145,798120135.0,
23,ztf,59406.34682870004,1652346824615015046,2,1652346824615,20.220173,1,1652,1.3269598,18.943302,17.85151,18.8357,0.08103051,100.0,0.029643642,0.1116,285.9077013,54.9923625,0.8414286,t17_f5_c3,18.7445,0.1289,True,True,False,correction_0.0.1,0.0,0.99998474,799120246.0,
24,ztf,59406.36692130007,1652366924615015038,1,1652366924615,20.329113,1,1652,1.245195,18.89295,18.147377,18.7836,0.11638821,0.046381388,0.05857062,0.0958,285.9076576,54.9923581,0.7985714,t17_f5_c3,18.7255,0.114,True,True,False,correction_0.0.1,0.0,0.99998873,799120146.0,
25,ztf,59407.287488400005,1653287483515015027,1,1653287483515,20.663355,1,1653,0.53751624,19.332344,18.20015,19.1326,0.15994774,0.02750453,0.05637682,0.1036,285.9073976,54.9924003,0.66,t17_f5_c3,19.0896,0.1242,True,True,False,correction_0.0.1,0.0,0.99826705,798120135.0,
26,ztf,59407.32267360017,1653322673515015026,2,1653322673515,20.527716,1,1653,0.48716125,19.375113,17.829737,19.2827,0.157084,100.0,0.037842665,0.1378,285.9075024,54.9923834,0.49857143,t17_f5_c3,19.1925,0.158,True,True,False,correction_0.0.1,0.0,0.9984882,798120235.0,
27,ztf,59408.320543999784,1654320544615015014,2,1654320544615,20.29417,1,1654,1.3384078,19.300785,17.969082,19.2383,0.10246076,100.0,0.030052193,0.1601,285.9076832,54.9923671,0.86,t17_f5_c3,19.0521,0.1697,True,True,False,correction_0.0.1,0.0,0.9999257,799120246.0,
28,ztf,59408.35356480023,1654353564615015018,1,1654353564615,20.646431,1,1654,1.3945357,19.261707,18.317358,19.2825,0.110367164,0.019730581,0.04624873,0.127,285.9076556,54.9924034,0.93,t17_f5_c3,19.1598,0.1423,True,True,False,correction_0.0.1,0.0,0.99908864,799120146.0,
29,ztf,59409.301076400094,1655301073515015024,2,1655301073515,20.540337,1,1655,0.5393432,19.34756,17.823036,19.3711,0.1265498,100.0,0.031077867,0.1503,285.9076018,54.9924095,0.74714285,t17_f5_c3,19.3899,0.1906,True,True,False,correction_0.0.1,0.0,0.9963638,798120235.0,
30,ztf,59409.326307899784,1655326303515015024,1,1655326303515,20.678123,1,1655,0.5845532,19.502905,18.25726,19.4429,0.18117999,0.02487066,0.0575244,0.1372,285.9075494,54.9924347,0.78571427,t17_f5_c3,19.6911,0.2152,True,True,False,correction_0.0.1,0.0,0.9997243,798120135.0,
31,ztf,59410.38515050011,1656385154615015013,2,1656385154615,20.457247,1,1656,1.4244596,19.253838,,19.1611,0.09217591,,,0.1365,285.9076969,54.9923992,0.93,t17_f5_c3,19.2586,0.1868,True,False,True,correction_0.0.1,0.0,0.9995638,799120246.0,
32,ztf,59411.26339119999,1657263393515015017,2,1657263393515,20.377016,1,1657,0.565831,19.247107,17.797491,19.0631,0.13270995,100.0,0.03491865,0.1323,285.907591,54.9924144,0.8914286,t17_f5_c3,19.0939,0.1708,True,True,False,correction_0.0.1,0.0,0.99995923,798120235.0,
33,ztf,59412.34175929986,1658341754615015006,1,1658341754615,20.003048,1,1658,1.3634506,19.633667,18.583035,19.5746,0.17832756,0.0480823,0.06775877,0.2893,285.9075326,54.9924027,0.8428571,t17_f5_c3,19.6308,0.3877,True,True,False,correction_0.0.1,0.0,0.9936925,799120146.0,
34,ztf,59412.36663189996,1658366634615015011,2,1658366634615,20.459435,1,1658,1.393876,19.571178,18.041656,19.3445,0.15056947,100.0,0.03680684,0.1584,285.9076744,54.9923858,0.7342857,t17_f5_c3,18.9989,0.1447,True,True,False,correction_0.0.1,0.0,0.9913434,799120246.0,
35,ztf,59414.304571799934,1660304573515015012,2,1660304573515,20.37044,1,1660,0.3875724,19.662527,17.892342,19.5455,0.13041878,100.0,0.025542637,0.1996,285.9075781,54.9923648,0.85,t17_f5_c3,19.4298,0.2261,True,True,False,correction_0.0.1,0.0,0.99998814,798120235.0,
36,ztf,59414.38387730019,1660383873515015017,1,1660383873515,20.698122,1,1660,0.4979641,19.844023,18.354422,19.807,0.18044648,100.0,0.0457623,0.1798,285.9074008,54.9923874,0.8371429,t17_f5_c3,20.1751,0.3158,True,True,False,correction_0.0.1,0.0,0.9997176,798120135.0,
37,ztf,59415.426388899796,1661426384615075009,1,1661426384615,20.641,1,1661,1.31019,19.7524,18.626633,19.8014,0.16865,0.033252627,0.059797086,0.1939,285.9076563,54.9924537,0.821429,t17_f5_c3,19.6784,0.218,False,True,False,correction_1.0.6,0.0,,,1.675371194615015e+18
38,ztf,59415.426388899796,1661426384615015009,1,1661426384615,20.641027,1,1661,1.3101943,19.752405,18.626637,19.8014,0.16865031,0.03325232,0.059796993,0.1939,285.9076563,54.9924537,0.8214286,t17_f5_c3,19.6784,0.218,True,True,False,correction_0.0.1,0.0,0.99720514,799120146.0,
39,ztf,59415.426388899796,1661426384615065009,1,1661426384615,20.641,1,1661,1.31019,19.7524,18.626633,19.8014,0.16865,0.033252627,0.059797086,0.1939,285.9076563,54.9924537,0.821429,t17_f5_c3,19.6784,0.218,False,True,False,correction_1.0.6,0.0,,,1.673329394615015e+18
40,ztf,59422.39445600007,1668394454615015005,2,1668394454615,20.1462,1,1668,1.40544,19.9216,,19.4767,0.207498,,,0.2345,285.9076691,54.9923987,0.598571,t17_f5_c3,19.1452,0.2196,False,False,True,correction_1.0.6,0.0,,,1.670226034615015e+18
41,ztf,59424.22603010014,1670226034615015019,2,1670226034615,20.733137,1,1670,1.4006335,19.986233,,19.6186,0.1497761,,,0.1657,285.907715,54.9924142,0.5542857,t17_f5_c3,19.2616,0.1485,True,False,True,correction_1.0.6,0.0,0.9914398,799120246.0,
42,ztf,59427.3293980998,1673329394615015016,2,1673329394615,20.710566,1,1673,1.3180279,20.218788,18.272274,20.1327,0.21664684,100.0,0.036070026,0.2726,285.907632,54.9924178,0.56,t17_f5_c3,19.7591,0.2414,True,True,False,correction_1.0.6,0.0,0.9872378,799120246.0,
43,ztf,59427.35027780011,1673350273515015022,2,1673350273515,20.520588,1,1673,0.6637846,19.993046,17.949635,19.899,0.20163013,100.0,0.030703705,0.244,285.90753,54.9924393,0.73285717,t17_f5_c3,20.1308,0.3781,True,True,False,correction_1.0.6,0.0,0.9894464,798120235.0,
44,ztf,59429.37119209999,1675371194615015013,2,1675371194615,20.502836,1,1675,1.1958768,20.021784,18.135775,20.0253,0.2142518,100.0,0.037715565,0.276,285.9076432,54.9923342,0.67,t17_f5_c3,19.9368,0.3191,True,True,False,correction_1.0.6,0.0,0.9467019,799120246.0,
45,ztf,59429.373136600014,1675373133515015012,2,1675373133515,20.468594,1,1675,0.61904514,20.110632,17.966738,19.8936,0.21428221,100.0,0.029746009,0.2442,285.9073354,54.9923466,0.6842857,t17_f5_c3,19.7678,0.2731,True,True,False,correction_1.0.6,0.0,0.9918896,798120235.0,
