,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59550.49893519981,1796498931915015018,1,1796498931915,20.459826,1,1796,1.5855762,20.215303,20.5681,0.19777995,0.4344,181.530267,2.9289585,0.8142857,t17_f5_c3,0.9999931,20.1915,0.3926,472120119,True,False,False,correction_1.0.6,0.0,,,
1,ztf,59550.52652780013,1796526521915015026,2,1796526521915,20.199362,1,1796,1.238319,19.934416,19.69,0.18221353,0.2541,181.53021,2.9289266,0.8657143,t17_f5_c3,0.999425,19.7491,0.3428,472120219,True,True,False,correction_1.0.6,0.0,18.671293,0.03849369,0.05692875
