,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59336.35537040001,1582355370615035016,2,1582355370615,19.6735,1,1582,0.549929,19.1704,16.630907,19.4462,0.225595,100.0,0.021753632,0.285,214.6033979,-27.6551397,0.781429,t17_f5_c3,19.2398,0.2963,False,True,False,correction_0.0.1,0.0,,
1,ztf,59341.273206000216,1587273200615015022,2,1587273200615,20.180315,1,1587,1.0012871,18.97469,16.61042,18.8837,0.10822209,100.0,0.0122633325,0.1289,214.6032683,-27.6550619,0.8457143,t17_f5_c3,18.9633,0.1709,True,True,False,correction_0.0.1,0.0,0.99996674,274120206.0
2,ztf,59341.29394679982,1587293940615015021,1,1587293940615,19.971,1,1587,0.9066271,18.619642,17.179197,18.6673,0.08334749,100.0,0.022116425,0.0962,214.6033222,-27.6550437,0.86142856,t17_f5_c3,18.62,0.1153,True,True,False,correction_0.0.1,0.0,0.99999094,274120106.0
3,ztf,59343.27223380003,1589272230615015015,1,1589272230615,19.90027,1,1589,0.8959502,18.44303,17.129463,18.3436,0.08524039,100.0,0.025422541,0.0881,214.6033226,-27.6550488,0.9057143,t17_f5_c3,18.3166,0.1081,True,True,False,correction_0.0.1,0.0,0.9999995,274120106.0
4,ztf,59343.29379629996,1589293790615015023,2,1589293790615,19.922083,1,1589,0.63869655,18.70183,16.575827,18.7013,0.11191524,100.0,0.015793841,0.1307,214.6033803,-27.6551193,0.8957143,t17_f5_c3,18.6141,0.1503,True,True,False,correction_0.0.1,0.0,0.99999845,274120206.0
5,ztf,59345.3154397998,1591315430615015020,2,1591315430615,20.050106,1,1591,0.71135,18.82497,16.59238,18.8484,0.13062504,100.0,0.016710544,0.1407,214.6032834,-27.6551673,0.88857144,t17_f5_c3,18.852,0.1754,True,True,False,correction_0.0.1,0.0,0.99999416,274120206.0
6,ztf,59349.233703699894,1595233700615015018,1,1595233700615,20.062656,1,1595,0.75446635,18.577839,17.167948,18.4748,0.10667886,100.0,0.029115342,0.0813,214.6032959,-27.6551183,0.83428574,t17_f5_c3,18.5333,0.1069,True,True,False,correction_0.0.1,0.0,0.9999906,274120106.0
7,ztf,59349.29363430012,1595293630615015022,2,1595293630615,20.252943,1,1595,1.099927,18.592028,16.55964,18.4798,0.08692859,100.0,0.013372361,0.0858,214.6032997,-27.6550102,0.9085714,t17_f5_c3,18.4453,0.102,True,True,False,correction_0.0.1,0.0,0.9999336,274120206.0
8,ztf,59352.27230319986,1598272300615015017,2,1598272300615,19.679323,1,1598,0.59409463,18.687523,16.573795,18.6248,0.13277145,100.0,0.018950203,0.1234,214.60341,-27.6551217,0.81,t17_f5_c3,18.6059,0.1514,True,True,False,correction_0.0.1,0.0,0.9999666,274120206.0
9,ztf,59354.27229169989,1600272290615015012,2,1600272290615,19.529993,1,1600,0.9579008,18.726166,16.579227,18.6309,0.12446008,100.0,0.017228795,0.1397,214.6033752,-27.6550234,0.82,t17_f5_c3,18.6265,0.175,True,True,False,correction_0.0.1,0.0,0.9992223,274120206.0
10,ztf,59354.32642359985,1600326420615015006,1,1600326420615,19.036642,1,1600,1.3591539,18.692984,17.198181,18.8762,0.18141828,0.034016006,0.045788907,0.1937,214.6032567,-27.6549323,0.46285716,t17_f5_c3,18.8142,0.2333,True,True,False,correction_0.0.1,0.0,0.9944919,274120106.0
