,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59451.31361109996,1697313615815015003,2,1697313615815,18.9215,1,1697,1.76522,19.2148,19.1554,0.278153,0.5053,346.3188208,-14.3911427,0.707143,t17_f5_c3,19.0444,0.5852,False,False,False,correction_1.0.6,0.0,1.699376895815015e+18,,,,,
1,ztf,59453.376898100134,1699376895815015003,1,1699376895815,19.859503,1,1699,1.8117881,19.168545,19.439,0.12382409,0.265,346.3188739,-14.3911906,0.96428573,t17_f5_c3,19.355,0.313,True,False,False,correction_1.0.6,0.0,,0.9999999,343120158.0,,,
2,ztf,59455.34233799996,1701342335815025005,1,1701342335815,20.06,1,1701,1.4269,19.3089,19.1464,0.153341,0.1718,346.318811,-14.3912832,0.971429,t17_f5_c3,19.1456,0.2179,False,False,False,correction_1.0.6,0.0,1.705314255815015e+18,,,,,
3,ztf,59459.31425930001,1705314255815015008,1,1705314255815,20.598679,1,1705,1.8531063,19.187057,19.1707,0.09011713,0.1069,346.3188806,-14.3911808,0.95428574,t17_f5_c3,19.2526,0.1432,True,False,False,correction_1.0.6,0.0,,0.9999998,343120158.0,,,
4,ztf,59459.35678240005,1705356785815015006,2,1705356785815,20.4535,1,1705,1.6145107,18.96214,19.0257,0.08173365,0.1099,346.3188811,-14.3912347,0.95428574,t17_f5_c3,19.1187,0.1479,True,False,False,correction_1.0.6,0.0,,0.9999995,343120258.0,,,
5,ztf,59462.32265050011,1708322655815015010,1,1708322655815,20.461475,1,1708,1.6364238,19.35244,19.1146,0.13969493,0.1161,346.3188475,-14.3912348,0.8857143,t17_f5_c3,19.1261,0.1472,True,False,False,correction_1.0.6,0.0,,0.99999785,343120158.0,,,
6,ztf,59462.38651619991,1708386515815015013,2,1708386515815,20.264105,1,1708,1.6321853,19.037037,18.8013,0.111304246,0.1062,346.3189037,-14.3912535,0.92714286,t17_f5_c3,18.7548,0.1271,True,False,False,correction_1.0.6,0.0,,0.99991536,343120258.0,,,
7,ztf,59464.3343055998,1710334305815025004,2,1710334305815,20.246,1,1710,1.75078,19.1887,19.1289,0.131301,0.1426,346.3188773,-14.3911812,0.965714,t17_f5_c3,19.1596,0.1832,False,False,False,correction_1.0.6,0.0,1.716359145815015e+18,,,,,
8,ztf,59464.3343055998,1710334305815015004,2,1710334305815,20.245996,1,1710,1.7507759,19.188692,19.1289,0.13130085,0.1426,346.3188773,-14.3911812,0.9657143,t17_f5_c3,19.1596,0.1832,True,False,False,correction_1.0.6,0.0,,0.9999186,343120258.0,,,
9,ztf,59468.42915510014,1714429155815015005,1,1714429155815,20.0971,1,1714,1.56089,19.9886,20.1435,0.23336,0.4117,346.3188267,-14.3912443,0.851429,t17_f5_c3,20.2322,0.5677,False,False,False,correction_1.0.6,0.0,1.716359145815015e+18,,,,,
10,ztf,59470.359143500216,1716359145815015007,1,1716359145815,20.363775,1,1716,1.5847075,20.077587,19.9464,0.18890537,0.2659,346.3188831,-14.391299,0.9442857,t17_f5_c3,20.0417,0.3662,True,False,False,correction_1.0.6,0.0,,0.9999862,343120158.0,,,
11,ztf,59470.41510420013,1716415105815015004,2,1716415105815,19.966185,1,1716,1.6584405,19.340582,19.2508,0.13014668,0.1989,346.3188682,-14.3912091,0.9714286,t17_f5_c3,18.9474,0.1901,True,False,False,correction_1.0.6,0.0,,0.9999249,343120258.0,,,
12,ztf,59472.36174769979,1718361745815015007,2,1718361745815,20.323103,1,1718,1.6267405,19.531042,19.7193,0.13509305,0.2417,346.3188584,-14.3912122,0.94285715,t17_f5_c3,19.6417,0.2821,True,False,False,correction_1.0.6,0.0,,0.9999999,343120258.0,,,
13,ztf,59478.27255789982,1724272555815015028,2,1724272555815,18.869001,1,1724,1.2147076,19.037523,18.7531,0.18496417,0.3391,346.3187587,-14.3912842,0.79142857,t17_f5_c3,18.2038,0.2625,True,True,True,correction_1.0.6,0.0,,0.99718374,343120258.0,17.59937,100.0,0.049184248
