,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59400.308935199864,1646308931015015000,1,1646308931015,20.3928,1,1646,0.707306,20.7507,19.969404,20.533,0.371014,0.17337744,0.18066429,0.3746,262.7046967,66.4468746,0.332857,t17_f5_c3,20.6668,0.5417,False,True,False,correction_0.0.1,0.0,,,
1,ztf,59400.34407409979,1646344071015015001,2,1646344071015,20.4779,1,1646,0.936145,20.6589,19.672028,20.4843,0.269887,0.088008866,0.10875096,0.4092,262.7044979,66.4469098,0.661429,t17_f5_c3,20.2897,0.4375,False,True,False,correction_0.0.1,0.0,,,
2,ztf,59402.3119212999,1648311921015015000,1,1648311921015,20.536,1,1648,0.71662,20.1548,19.63869,20.1136,0.230297,0.13818128,0.14316759,0.243,262.7047096,66.4468771,0.727143,t17_f5_c3,20.2851,0.3629,False,True,False,correction_0.0.1,0.0,,,
3,ztf,59402.39168980019,1648391681015015000,2,1648391681015,20.275,1,1648,0.790473,20.1778,19.451986,20.2053,0.252943,0.118668236,0.12962765,0.3514,262.7043774,66.4468139,0.755714,t17_f5_c3,20.3723,0.5239,False,True,False,correction_0.0.1,0.0,,,
4,ztf,59404.30671299994,1650306711015015000,2,1650306711015,20.402576,1,1650,0.8518579,19.755411,19.215187,19.482,0.13841826,0.07296329,0.08415968,0.1824,262.7045596,66.4468951,0.76714283,t17_f5_c3,19.4379,0.2236,True,True,False,correction_0.0.1,0.0,0.99999964,848120210.0,
5,ztf,59404.347638899926,1650347631015015000,1,1650347631015,20.377028,1,1650,0.7924485,19.63312,19.286259,19.6866,0.1613519,0.11405858,0.11722762,0.1967,262.7045838,66.4468945,0.9085714,t17_f5_c3,19.8023,0.2792,True,True,False,correction_0.0.1,0.0,0.99999875,848120110.0,
6,ztf,59406.22252310021,1652222521015015002,1,1652222521015,20.435379,1,1652,0.66161174,19.20492,18.959412,19.1587,0.1269284,0.09923851,0.10124081,0.1156,262.7045515,66.4468535,0.93142855,t17_f5_c3,18.9877,0.1258,True,True,False,correction_0.0.1,0.0,0.99999994,848120110.0,
7,ztf,59406.25843749987,1652258431015015000,2,1652258431015,20.284039,1,1652,0.8788692,19.42302,19.00127,19.5029,0.1279796,0.07965698,0.086784236,0.1895,262.7044479,66.4468764,0.9457143,t17_f5_c3,19.5193,0.2454,True,True,False,correction_0.0.1,0.0,0.9999993,848120210.0,
8,ztf,59408.24202550016,1654242021015015001,2,1654242021015,20.22206,1,1654,0.90917873,19.145006,18.805225,19.0745,0.120940074,0.083637655,0.08844182,0.1549,262.7045553,66.4469179,0.92,t17_f5_c3,19.0874,0.1999,True,True,False,correction_0.0.1,0.0,0.9998219,848120210.0,
9,ztf,59408.35210649995,1654352101015015000,1,1654352101015,20.200254,1,1654,0.7586638,18.971523,18.769373,18.829,0.11041951,0.090105005,0.09166116,0.1116,262.7045965,66.4468855,0.9514286,t17_f5_c3,18.7096,0.1274,True,True,False,correction_0.0.1,0.0,0.999999,848120110.0,
10,ztf,59410.24172449997,1656241721015015000,2,1656241721015,20.238825,1,1656,0.9322496,19.043,18.7297,18.9164,0.11180592,0.07937204,0.08378097,0.132,262.7044805,66.4469046,0.9342857,t17_f5_c3,19.0196,0.1849,True,True,False,correction_0.0.1,0.0,0.9999514,848120210.0,
11,ztf,59410.35347220022,1656353471015015000,1,1656353471015,20.215807,1,1656,0.7547975,18.863028,18.67856,18.7086,0.10405627,0.08642387,0.08779733,0.0968,262.7046125,66.4468841,0.9442857,t17_f5_c3,18.5934,0.1108,True,True,False,correction_0.0.1,0.0,0.99999917,848120110.0,
12,ztf,59412.328229200095,1658328221015015000,1,1658328221015,20.317787,1,1658,0.7406405,18.791126,18.617584,18.7416,0.08914084,0.07455234,0.07597312,0.0895,262.704563,66.4468771,0.95714283,t17_f5_c3,18.6641,0.106,True,True,False,correction_0.0.1,0.0,0.99998677,848120110.0,
13,ztf,59412.3671875,1658367181015015001,2,1658367181015,20.044989,1,1658,0.8370999,18.88182,18.606731,18.984,0.09463237,0.06943833,0.07345207,0.156,262.7045104,66.4468805,0.9457143,t17_f5_c3,19.1638,0.235,True,True,False,correction_0.0.1,0.0,0.99999976,848120210.0,
14,ztf,59415.2062615999,1661206261015065000,2,1661206261015,20.1282,1,1661,0.753568,18.8655,18.594042,18.7938,0.083653,0.060695447,0.065147616,0.13,262.704557,66.4468642,0.955714,t17_f5_c3,18.6882,0.1508,False,True,False,correction_1.0.6,0.0,,,1.671368901015015e+18
15,ztf,59415.2062615999,1661206261015075000,2,1661206261015,20.1282,1,1661,0.753568,18.8655,18.594042,18.7938,0.083653,0.060695447,0.065147616,0.13,262.704557,66.4468642,0.955714,t17_f5_c3,18.6882,0.1508,False,True,False,correction_1.0.6,0.0,,,1.676240551015015e+18
16,ztf,59415.2062615999,1661206261015015000,2,1661206261015,20.128202,1,1661,0.7535679,18.865503,18.594046,18.7938,0.08365344,0.060695734,0.06514791,0.13,262.704557,66.4468642,0.9557143,t17_f5_c3,18.6882,0.1508,True,True,False,correction_0.0.1,0.0,0.9999999,848120210.0,
