,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59636.41459489986,1882414595915015004,2,1882414595915,20.217497,1,1882,3.401346,19.581795,19.3436,0.15075845,0.1759,177.7929868,0.1150078,0.6157143,t17_f5_c3,0.08409128,18.991,0.1609,421120259,True,False,False,correction_1.0.6,0.0
1,ztf,59639.44298609998,1885442985915015001,2,1885442985915,19.740368,1,1885,3.4484305,19.486626,19.4182,0.19125292,0.2089,177.7930601,0.1149063,0.46571428,t17_f5_c3,5.4e-07,19.5753,0.3066,421120259,True,False,False,correction_1.0.6,0.0
