,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,58723.2817592998,969281755715015018,2,969281755715,20.687,1,969,3.12981,20.7925,20.609,0.298619,0.4122,327.6581188,36.4570022,0.281429,t17_f5_c3,20.4018,0.4651,False,False,False,bulk_1.0.0,0.0,979255695715015021,,,,,
1,ztf,58723.30624999991,969306255715015015,1,969306255715,20.8835,1,969,1.34661,21.0395,21.0181,0.39905,0.4611,327.6581611,36.4570022,0.582857,t17_f5_c3,21.3279,0.8208,False,True,False,bulk_1.0.0,0.0,979255695715015021,20.868105,0.3389546,0.34077674,,
2,ztf,58724.306284700055,970306285715015010,1,970306285715,20.7907,1,970,1.4737022,20.201084,20.2253,0.21488693,0.2409,327.6581133,36.4570011,0.83428574,t17_f5_c3,20.2159,0.3173,False,False,True,bulk_1.0.0,0.0,979255695715015021,,,,0.9997934,690120157.0
3,ztf,58725.255740699824,971255745715015055,2,971255745715,20.70099,1,971,3.1936686,19.441587,19.2205,0.10798795,0.1174,327.6581661,36.4570204,0.7242857,t17_f5_c3,19.5353,0.2121,False,False,False,bulk_1.0.0,0.0,979255695715015021,,,,0.9955189,690120257.0
4,ztf,58725.282002300024,971282005715015038,1,971282005715,20.93399,1,971,1.4141599,19.732191,19.5725,0.1390483,0.126,327.6581586,36.4569732,0.7242857,t17_f5_c3,19.9343,0.2333,False,False,True,bulk_1.0.0,0.0,979255695715015021,,,,0.9999169,690120157.0
5,ztf,58726.25718750013,972257185715015023,2,972257185715,20.453957,1,972,3.254779,19.06329,19.024,0.11210057,0.112,327.6581573,36.4569864,0.8742857,t17_f5_c3,18.8156,0.1231,False,False,False,bulk_1.0.0,0.0,979255695715015021,,,,0.9985733,690120257.0
6,ztf,58726.28341440018,972283415715015039,1,972283415715,20.859158,1,972,1.4309803,19.201681,19.2542,0.09663663,0.098,327.658148,36.4569765,0.96,t17_f5_c3,19.1934,0.1227,False,False,True,bulk_1.0.0,0.0,979255695715015021,,,,0.99999976,690120157.0
7,ztf,58727.282002300024,973282005715015010,2,973282005715,20.63867,1,973,3.2334313,18.57667,18.6105,0.08384615,0.0698,327.6581541,36.4569919,0.92142856,t17_f5_c3,18.5843,0.0909,False,False,False,bulk_1.0.0,0.0,979255695715015021,,,,0.9164683,690120257.0
8,ztf,58727.30583330011,973305835715015005,1,973305835715,20.459976,1,973,1.4164295,18.832285,18.7031,0.13131098,0.0667,327.6581761,36.4569459,0.63,t17_f5_c3,18.6224,0.0805,False,False,True,bulk_1.0.0,0.0,979255695715015021,,,,0.9944478,690120157.0
9,ztf,58730.25744209997,976257445715015023,2,976257445715,20.30031,1,976,3.2373736,17.62373,17.628,0.050989058,0.0364,327.6581575,36.4569921,0.94857144,t17_f5_c3,17.595,0.0458,False,False,False,bulk_1.0.0,0.0,1004170845715015013,,,,0.99999994,690120257.0
10,ztf,58730.2822106001,976282215715015018,1,976282215715,20.279589,1,976,1.3547839,17.86919,17.8105,0.06723244,0.0395,327.6581696,36.4569867,0.87857145,t17_f5_c3,17.7965,0.0498,False,True,False,bulk_1.0.0,0.0,1004170845715015013,17.859222,0.0665816,0.06661802,0.9999998,690120157.0
11,ztf,58732.25609950023,978256095715015027,2,978256095715,20.583849,1,978,3.2428074,17.2663,17.2795,0.05163867,0.0241,327.6581633,36.456993,0.9114286,t17_f5_c3,17.279,0.0312,False,False,False,bulk_1.0.0,0.0,1007162285715015015,,,,0.97724915,690120257.0
12,ztf,58732.28061340004,978280615715015033,1,978280615715,20.774971,1,978,1.3486682,17.431364,17.4713,0.058216464,0.0223,327.6581665,36.4569954,0.9071429,t17_f5_c3,17.4093,0.0267,False,True,False,bulk_1.0.0,0.0,1007162285715015015,17.424694,0.05784108,0.057859913,0.99997884,690120157.0
13,ztf,58733.25569440005,979255695715015021,2,979255695715,20.423973,1,979,3.2361522,17.113445,17.1343,0.046244793,0.0234,327.6581618,36.456994,0.9285714,t17_f5_c3,17.1376,0.0301,False,False,False,bulk_1.0.0,0.0,1007162285715015015,,,,0.99999857,690120257.0
14,ztf,58733.280173600186,979280175715015005,1,979280175715,20.289562,1,979,1.408791,17.314394,17.2927,0.0515004,0.0245,327.6581556,36.4569739,0.9085714,t17_f5_c3,17.2722,0.0303,False,False,True,bulk_1.0.0,0.0,1007162285715015015,,,,0.9999881,690120157.0
15,ztf,58734.2574306,980257435715015010,2,980257435715,20.115692,1,980,3.2433152,17.019117,16.9934,0.062194046,0.0238,327.6581562,36.4569885,0.9028571,t17_f5_c3,16.9815,0.03,False,False,False,bulk_1.0.0,0.0,1007162285715015015,,,,0.98926735,690120257.0
16,ztf,58734.281423599925,980281425715015009,1,980281425715,20.116407,1,980,1.3975488,17.199741,17.1366,0.045518752,0.0246,327.6581604,36.4569772,0.9114286,t17_f5_c3,17.0784,0.0294,False,True,False,bulk_1.0.0,0.0,1010277085715015008,17.19435,0.045277525,0.04529326,0.9999641,690120157.0
17,ztf,58735.25612269994,981256125715015017,2,981256125715,20.224474,1,981,3.221234,16.94466,16.9325,0.048696626,0.0232,327.6581504,36.4569921,0.88714284,t17_f5_c3,16.9426,0.0298,False,False,False,bulk_1.0.0,0.0,1010277085715015008,,,,0.999657,690120257.0
18,ztf,58735.279999999795,981279995715015012,1,981279995715,20.119232,1,981,1.3753414,17.091328,17.0844,0.04524492,0.0261,327.6581606,36.4569895,0.93285716,t17_f5_c3,17.0713,0.0327,False,True,False,bulk_1.0.0,0.0,1010277085715015008,17.086447,0.045029018,0.04504199,0.99999845,690120157.0
19,ztf,58736.26593750017,982265935715015013,2,982265935715,20.103106,1,982,3.2747831,16.844528,16.858,0.03634975,0.024,327.6581608,36.4569807,0.9357143,t17_f5_c3,16.8463,0.0303,False,False,False,bulk_1.0.0,0.0,1010277085715015008,,,,0.99966323,690120257.0
20,ztf,58736.28959489986,982289595715015006,1,982289595715,19.939247,1,982,1.3618221,17.05466,17.0556,0.058102626,0.0289,327.6581702,36.4569836,0.9128571,t17_f5_c3,17.0469,0.0363,False,True,False,bulk_1.0.0,0.0,1010277085715015008,17.049942,0.0578412,0.057850644,0.9999523,690120157.0
21,ztf,58737.28091439977,983280915715015009,2,983280915715,19.859568,1,983,3.248748,16.833693,16.8036,0.052375045,0.0266,327.6581633,36.4569933,0.9285714,t17_f5_c3,16.8013,0.0338,False,False,False,bulk_1.0.0,0.0,1010277085715015008,,,,0.9999939,690120257.0
22,ztf,58737.302488400135,983302485715015012,1,983302485715,19.448898,1,983,1.3991001,17.014687,16.9976,0.04908422,0.0331,327.6581589,36.456976,0.94142854,t17_f5_c3,16.9774,0.0413,False,True,False,bulk_1.0.0,0.0,1010277085715015008,17.010138,0.048868626,0.048879012,0.99998534,690120157.0
23,ztf,58738.16431709984,984164315715015046,2,984164315715,19.490192,1,984,3.247861,16.75191,16.7964,0.04187327,0.0314,327.658167,36.4569947,0.93857145,t17_f5_c3,16.7836,0.0397,False,False,False,bulk_1.0.0,0.0,1010277085715015008,,,,1.0,690120257.0
