,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59399.285937500186,1645285934315015010,1,1645285934315,20.4167,1,1645,2.88288,20.3017,20.2869,0.218828,0.3489,225.9407394,76.7883327,0.707143,t17_f5_c3,20.3251,0.4632,False,False,False,correction_0.0.1,0.0,,,
1,ztf,59399.32664350001,1645326644315015007,2,1645326644315,20.431187,1,1645,3.2424574,20.037321,19.8484,0.16207004,0.2378,225.9405775,76.7883235,0.6685714,t17_f5_c3,19.9414,0.3322,True,False,False,correction_0.0.1,0.0,0.99156004,863120243.0,
2,ztf,59401.24428239977,1647244284315015006,1,1647244284315,20.119955,1,1647,2.7187514,19.434769,19.5676,0.16973911,0.1844,225.9405141,76.7883386,0.76,t17_f5_c3,19.5894,0.2409,True,False,False,correction_0.0.1,0.0,0.99957335,863120143.0,
3,ztf,59401.349143499974,1647349144315015006,2,1647349144315,20.25437,1,1647,3.023155,19.395695,19.2664,0.105485335,0.1487,225.9403465,76.7883662,0.8542857,t17_f5_c3,19.2071,0.1804,True,False,False,correction_0.0.1,0.0,0.99998605,863120243.0,
4,ztf,59403.30284720007,1649302844315015008,2,1649302844315,20.225983,1,1649,3.2718978,18.849003,18.7754,0.09716742,0.1011,225.9406381,76.7883446,0.9285714,t17_f5_c3,18.759,0.1272,True,False,False,correction_0.0.1,0.0,0.9999974,863120243.0,
5,ztf,59403.38282410009,1649382824315015005,1,1649382824315,20.1297,1,1649,2.7556407,18.703043,18.891,0.08950403,0.1287,225.9406607,76.7883699,0.93142855,t17_f5_c3,18.9762,0.1779,True,False,False,correction_0.0.1,0.0,0.9999969,863120143.0,
6,ztf,59405.30262729991,1651302624315015008,1,1651302624315,20.295382,1,1651,2.7177768,18.349636,18.2153,0.06420656,0.06,225.9406163,76.7883736,0.9457143,t17_f5_c3,18.1674,0.0729,True,False,False,correction_0.0.1,0.0,0.99999964,863120143.0,
7,ztf,59407.26592590008,1653265924315015010,1,1653265924315,20.207493,1,1653,2.7366698,18.06527,17.9825,0.07941941,0.0525,225.940635,76.7883647,0.93714285,t17_f5_c3,17.9614,0.0651,True,False,False,correction_0.0.1,0.0,0.99998146,863120143.0,
8,ztf,59409.220960599836,1655220964315015007,1,1655220964315,20.307043,1,1655,2.7438564,17.862213,17.8442,0.05751989,0.0464,225.9406399,76.7883687,0.93285716,t17_f5_c3,17.8272,0.0577,True,False,False,correction_0.0.1,0.0,0.999944,863120143.0,
9,ztf,59409.287963000126,1655287964315015003,2,1655287964315,20.228184,1,1655,3.1826506,18.066366,18.073,0.056120913,0.0599,225.9405738,76.7883949,0.93857145,t17_f5_c3,18.0442,0.0742,True,False,False,correction_0.0.1,0.0,0.9999993,863120243.0,
10,ztf,59411.19994209986,1657199944315015009,1,1657199944315,19.914871,1,1657,2.7717197,17.74042,17.7781,0.05890264,0.058,225.9406448,76.7883536,0.94,t17_f5_c3,17.7794,0.0737,True,False,False,correction_0.0.1,0.0,0.9999999,863120143.0,
11,ztf,59411.24124999996,1657241244315015005,2,1657241244315,20.008495,1,1657,3.1940403,17.940184,18.0167,0.050297383,0.0714,225.9405874,76.7883966,0.9342857,t17_f5_c3,18.0441,0.0934,True,False,False,correction_0.0.1,0.0,0.9999993,863120243.0,
12,ztf,59414.25722219981,1660257224315015010,1,1660257224315,19.82506,1,1660,2.7334592,17.67521,17.6908,0.051450495,0.058,225.940659,76.7883809,0.94,t17_f5_c3,17.7456,0.0778,True,False,False,correction_0.0.1,0.0,0.9999999,863120143.0,
13,ztf,59414.289166700095,1660289164315015003,2,1660289164315,20.005394,1,1660,3.2220807,17.81226,17.8358,0.049280856,0.0575,225.9406231,76.7883839,0.94714284,t17_f5_c3,17.9044,0.0779,True,False,False,correction_0.0.1,0.0,0.9999999,863120243.0,
14,ztf,59419.29655090021,1665296554315015002,2,1665296554315,19.012672,1,1665,3.3084896,17.907396,17.8829,0.067366384,0.1618,225.9406908,76.7883509,0.86,t17_f5_c3,17.8178,0.1957,True,False,False,correction_1.0.6,0.0,0.9997898,863120243.0,
15,ztf,59419.35099539999,1665350994315015205,1,1665350994315,18.16013,1,1665,2.9806948,17.715357,18.1521,0.1227509,0.3847,225.9410304,76.7883915,0.4485714,t17_f5_c3,17.8765,0.3835,True,False,False,correction_1.0.6,0.0,0.9984919,863120143.0,
16,ztf,59423.30608800007,1669306084315015022,2,1669306084315,18.5241,1,1669,3.45108,18.1359,17.6209,0.118099,0.1891,225.9408456,76.7883206,0.511429,t17_f5_c3,17.7254,0.2672,False,False,False,correction_1.0.6,0.0,,,1.669350274315015e+18
17,ztf,59423.35027780011,1669350274315015022,1,1669350274315,19.12338,1,1669,2.7985835,18.039736,18.1527,0.10655445,0.1604,225.9407819,76.7883904,0.92142856,t17_f5_c3,18.2574,0.2264,True,False,False,correction_1.0.6,0.0,0.9999956,863120143.0,
18,ztf,59425.241956000216,1671241954315015008,1,1671241954315,20.31695,1,1671,2.7931101,18.197603,18.171,0.054354656,0.0585,225.94075,76.7883815,0.94142854,t17_f5_c3,18.1022,0.0697,True,False,False,correction_1.0.6,0.0,0.99999464,863120143.0,
19,ztf,59427.28253469989,1673282534315015008,1,1673282534315,20.14294,1,1673,2.7541502,18.322674,18.3306,0.08157036,0.0709,225.9406926,76.7883767,0.93714285,t17_f5_c3,18.3163,0.0891,True,False,False,correction_1.0.6,0.0,0.9999957,863120143.0,
20,ztf,59427.32394680008,1673323944315015009,2,1673323944315,20.2451,1,1673,3.2420547,18.329355,18.357,0.047270957,0.0773,225.9406426,76.788389,0.93714285,t17_f5_c3,18.341,0.0973,True,False,False,correction_1.0.6,0.0,0.99999726,863120243.0,
21,ztf,59429.243784700055,1675243784315015010,2,1675243784315,20.47093,1,1675,3.2288013,18.46795,18.5567,0.06702391,0.0755,225.9406348,76.7883708,0.93857145,t17_f5_c3,18.6498,0.1047,True,False,False,correction_1.0.6,0.0,0.99826217,863120243.0,
22,ztf,59429.331469899975,1675331464315015013,1,1675331464315,20.255424,1,1675,2.7404737,18.5184,18.5528,0.09384737,0.0854,225.940716,76.7883905,0.9357143,t17_f5_c3,18.4627,0.1003,True,False,False,correction_1.0.6,0.0,0.9999924,863120143.0,
