,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59262.31583329989,1508315836015015013,1,1508315836015,20.444738,1,1508,0.603472,19.973125,17.833973,20.1487,0.21501018,100.0,0.029977662,0.2763,154.0824296,0.6521137,0.94285715,t17_f5_c3,0.9996036,20.1319,0.3392,418120160,True,True,False,correction_0.0.1,0.0
1,ztf,59264.358124999795,1510358126015015013,2,1510358126015,20.513605,1,1510,0.8337002,19.287731,16.979982,19.3241,0.14920439,100.0,0.017810738,0.1577,154.0824045,0.6521862,0.88714284,t17_f5_c3,0.9999973,19.2089,0.1739,418120260,True,True,False,correction_0.0.1,0.0
2,ztf,59266.302870399784,1512302876015015005,1,1512302876015,19.67522,1,1512,0.6249554,18.902084,17.605267,18.8457,0.15689433,0.034419045,0.04752039,0.1238,154.0824309,0.6521164,0.6957143,t17_f5_c3,0.99629784,18.7771,0.147,418120160,True,True,False,correction_0.0.1,0.0
3,ztf,59268.225544000044,1514225546015015006,1,1514225546015,19.773184,1,1514,0.8558461,18.582737,17.498264,18.8878,0.10762087,0.026261564,0.03963759,0.1729,154.0823769,0.6521711,0.9342857,t17_f5_c3,0.9999756,18.9804,0.2398,418120160,True,True,False,correction_0.0.1,0.0
4,ztf,59268.33652780019,1514336526015015013,2,1514336526015,19.972464,1,1514,0.8566691,18.84008,16.915781,18.9849,0.13224119,100.0,0.022472285,0.1682,154.0823764,0.652184,0.94285715,t17_f5_c3,0.99999034,19.003,0.2148,418120260,True,True,False,correction_0.0.1,0.0
5,ztf,59270.2775347,1516277536015015005,1,1516277536015,19.01941,1,1516,0.79721004,18.557007,17.488716,18.4113,0.15292017,0.049010314,0.057167407,0.1835,154.0823098,0.6521159,0.7114286,t17_f5_c3,0.9999683,18.2432,0.2013,418120160,True,True,False,correction_0.0.1,0.0
6,ztf,59270.32380789984,1516323806015015007,2,1516323806015,19.22247,1,1516,0.7690073,18.616423,16.874376,18.7196,0.13489768,100.0,0.02711352,0.228,154.0823533,0.6521465,0.92285717,t17_f5_c3,0.99999034,18.8863,0.3392,418120260,True,True,False,correction_0.0.1,0.0
7,ztf,59273.37690970022,1519376906015015009,1,1519376906015,18.411608,1,1519,0.7398806,18.329737,17.398096,18.2306,0.18225914,0.07237622,0.077273965,0.2404,154.082413,0.6521467,0.55,t17_f5_c3,0.99920106,18.2809,0.3231,418120160,True,True,False,correction_0.0.1,0.0
8,ztf,59275.31053239992,1521310536015015007,1,1521310536015,19.530008,1,1521,0.7493929,18.408072,17.430622,18.3764,0.09386535,0.026027387,0.03815269,0.1169,154.0823822,0.6521412,0.93714285,t17_f5_c3,0.99999833,18.3342,0.1432,418120160,True,True,False,correction_0.0.1,0.0
9,ztf,59275.315497700125,1521315496015015016,2,1521315496015,19.503714,1,1521,0.8109409,18.432344,16.834787,18.5188,0.12339202,100.0,0.028331142,0.1355,154.0824117,0.6521806,0.84,t17_f5_c3,0.9999987,18.4291,0.1579,418120260,True,True,False,correction_0.0.1,0.0
