,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59248.27192129986,1494271924615015030,1,1494271924615,20.145823,1,1494,2.113369,19.026188,19.0005,0.107744895,0.1079,125.7761354,-16.6477871,0.68857145,t17_f5_c3,0.99999976,18.9775,0.1347,312120146.0,True,False,False,correction_0.0.1,0.0
1,ztf,59248.380914399866,1494380914615015016,2,1494380914615,19.787872,1,1494,1.9406849,19.139019,19.0691,0.114628464,0.1739,125.7761066,-16.647772,0.75,t17_f5_c3,0.9999684,18.8884,0.1889,312120246.0,True,False,False,correction_0.0.1,0.0
2,ztf,59249.33508099988,1495335084615015012,2,1495335084615,18.9268,1,1495,2.03533,19.096,18.5256,0.288548,0.1518,125.7761466,-16.6477442,0.158571,t17_f5_c3,,18.5508,0.1989,,False,False,False,correction_0.0.1,0.0
3,ztf,59251.31700230017,1497317004615015010,2,1497317004615,20.061705,1,1497,1.9431796,19.10386,18.9341,0.12412709,0.1197,125.7761278,-16.6477191,0.73571426,t17_f5_c3,0.99998605,18.9839,0.1601,312120246.0,True,False,False,correction_0.0.1,0.0
4,ztf,59251.395868100226,1497395864615015010,1,1497395864615,19.62324,1,1497,2.0070705,18.873072,18.7816,0.16175033,0.1117,125.776117,-16.6477581,0.44714287,t17_f5_c3,0.999203,18.7169,0.1345,312120146.0,True,False,False,correction_0.0.1,0.0
5,ztf,59253.25172450021,1499251724615015013,1,1499251724615,20.061176,1,1499,1.9649909,19.129135,19.0696,0.14835815,0.1396,125.7761003,-16.6477646,0.8,t17_f5_c3,0.9999986,18.9707,0.163,312120146.0,True,False,False,correction_0.0.1,0.0
6,ztf,59253.29342589993,1499293424615015024,2,1499293424615,20.28451,1,1499,1.9926857,19.230759,19.1688,0.10564188,0.1291,125.7761366,-16.6477348,0.85,t17_f5_c3,0.99998903,18.9706,0.1375,312120246.0,True,False,False,correction_0.0.1,0.0
7,ztf,59255.293310199864,1501293314615015022,2,1501293314615,19.7134,1,1501,1.8199,19.6212,19.1587,0.192295,0.1873,125.7760735,-16.6477606,0.332857,t17_f5_c3,,19.289,0.2701,,False,False,False,correction_0.0.1,0.0
8,ztf,59257.25273150019,1503252734615015019,2,1503252734615,20.305521,1,1503,1.9883829,19.936724,19.6509,0.15144537,0.1864,125.7761353,-16.6477345,0.44142857,t17_f5_c3,0.99996686,19.549,0.217,312120246.0,True,False,False,correction_0.0.1,0.0
