,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59114.35453699995,1360354534315015014,1,1360354534315,20.676868,1,1360,1.5977688,20.630266,20.5063,0.21169718,0.3444,28.9993074,-2.3454043,0.7385714,t17_f5_c3,0.9997111,20.8569,0.6049,400120143.0,False,False,False,bulk_1.0.0,0.0,1363383874315015036,,,
1,ztf,59114.40144680021,1360401444315015018,2,1360401444315,20.6575,1,1360,0.796863,20.6813,20.3274,0.221961,0.3216,28.999334,-2.3453395,0.62,t17_f5_c3,,20.2081,0.3667,,False,True,False,bulk_1.0.0,0.0,1363383874315015036,19.46859,0.054732565,0.07264286
2,ztf,59115.38054399984,1361380544315015018,2,1361380544315,20.5821,1,1361,0.279009,20.4423,20.0067,0.205835,0.2501,28.9991798,-2.3453515,0.588571,t17_f5_c3,,19.8061,0.2649,,False,True,False,bulk_1.0.0,0.0,1363383874315015036,19.384441,0.06389262,0.077691816
3,ztf,59115.390740700066,1361390744315015021,2,1361390744315,20.5146,1,1361,0.329584,20.2522,19.7459,0.200634,0.2073,28.999204,-2.3454283,0.492857,t17_f5_c3,,19.6642,0.2448,,False,True,False,bulk_1.0.0,0.0,1363383874315015036,19.308725,0.07335217,0.08414242
4,ztf,59116.30877309991,1362308774315015018,1,1362308774315,20.551666,1,1362,1.3312373,19.86841,20.1429,0.1398928,0.2712,28.9992181,-2.345361,0.9185714,t17_f5_c3,0.9999978,20.0345,0.3129,400120143.0,False,True,True,bulk_1.0.0,0.0,1363383874315015036,19.209686,0.067743324,0.07626163
5,ztf,59116.38069440005,1362380694315015023,2,1362380694315,20.496443,1,1362,0.45572284,19.770727,19.8841,0.123730004,0.2357,28.9992423,-2.3453838,0.88,t17_f5_c3,0.9999989,19.6669,0.2459,400120243.0,False,True,False,bulk_1.0.0,0.0,1363383874315015036,19.080395,0.05635891,0.06551524
6,ztf,59116.40510419989,1362405104315015013,2,1362405104315,20.639387,1,1362,0.5285713,20.099865,20.4817,0.13865939,0.3761,28.9992635,-2.3453812,0.8385714,t17_f5_c3,0.9837121,20.3834,0.4376,400120243.0,False,True,False,bulk_1.0.0,0.0,1363383874315015036,19.24222,0.04957147,0.06293481
7,ztf,59117.38387730019,1363383874315015036,2,1363383874315,20.713987,1,1363,0.44912452,19.679577,19.6208,0.11081947,0.1572,28.9992413,-2.3453968,0.91,t17_f5_c3,0.9992611,19.6051,0.1964,400120243.0,False,True,False,bulk_1.0.0,0.0,1375356594315015009,19.03118,0.051966853,0.060989805
8,ztf,59117.421481499914,1363421484315015019,1,1363421484315,20.754747,1,1363,1.4408122,19.566566,19.667,0.09856543,0.1479,28.9992565,-2.3453805,0.93857145,t17_f5_c3,0.9999993,19.7204,0.1967,400120143.0,False,False,False,bulk_1.0.0,0.0,1375356594315015009,,,
9,ztf,59118.30806710012,1364308064315015022,2,1364308064315,20.31233,1,1364,0.36695817,19.43955,19.6375,0.10232491,0.227,28.9992213,-2.3453965,0.92142856,t17_f5_c3,0.99999726,19.8716,0.3597,400120243.0,False,True,False,bulk_1.0.0,0.0,1375356594315015009,18.892576,0.05507514,0.061828934
