,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58903.51541669993,1149515413115015003,2,1149515413115,20.6117,1,1149,1.60545,20.419,20.0437,0.276733,0.2534,281.9686061,60.686568,0.717143,t17_f5_c3,19.8061,0.2571,False,False,False,bulk_1.0.0,0.0,1161519903115015056,,,,,
1,ztf,58903.5302893999,1149530283115015007,1,1149530283115,20.7065,1,1149,1.41117,20.3962,20.3434,0.242477,0.2759,281.9685523,60.6864565,0.795714,t17_f5_c3,20.2419,0.3178,False,False,False,bulk_1.0.0,0.0,1160548943115015010,,,,,
2,ztf,58908.506863399874,1154506863115015001,2,1154506863115,20.476675,1,1154,1.4140825,18.914738,18.9091,0.096241236,0.1012,281.9686749,60.6865215,0.94285715,t17_f5_c3,18.9266,0.1295,False,False,False,bulk_1.0.0,0.0,1160548943115015010,0.9999895,827120231.0,,,
3,ztf,58908.506863399874,1154506863115025001,2,1154506863115,20.4767,1,1154,1.41408,18.9147,18.9091,0.096241,0.1012,281.9686749,60.6865215,0.942857,t17_f5_c3,18.9266,0.1295,False,False,False,bulk_1.0.0,0.0,1182489293115015007,,,,,
4,ztf,58908.549351899885,1154549353115015003,1,1154549353115,20.342417,1,1154,1.3458301,18.790321,18.6987,0.099031575,0.0828,281.9686603,60.6865156,0.9657143,t17_f5_c3,18.7004,0.1049,False,True,True,bulk_1.0.0,0.0,1161519903115015056,1.0,827120131.0,18.25482,0.05455931,0.06047466
5,ztf,58908.549351899885,1154549353115025003,1,1154549353115,20.3424,1,1154,1.34583,18.7903,18.6987,0.099032,0.0828,281.9686603,60.6865156,0.965714,t17_f5_c3,18.7004,0.1049,False,True,True,bulk_1.0.0,0.0,1182489293115015007,,,18.254808,0.054560248,0.060475376
6,ztf,58912.49168979982,1158491683115015002,2,1158491683115,20.426708,1,1158,1.3594056,18.478102,18.4215,0.06701325,0.0677,281.9686832,60.686512,0.9628571,t17_f5_c3,18.3854,0.0823,False,True,True,bulk_1.0.0,0.0,1161519903115015056,0.99999905,827120231.0,17.8543,0.01788891,0.037725896
7,ztf,58912.532222200185,1158532223115015011,1,1158532223115,20.71711,1,1158,1.3594947,18.36043,18.3321,0.06717168,0.0467,281.9686523,60.6865169,0.95285714,t17_f5_c3,18.3413,0.0584,False,True,True,bulk_1.0.0,0.0,1186512383115015026,0.9999984,827120131.0,17.972763,0.04247934,0.047002338
8,ztf,58913.493182899896,1159493183115015006,2,1159493183115,20.236933,1,1159,1.4149848,18.463877,18.408,0.09465263,0.085,281.968657,60.6865144,0.89857143,t17_f5_c3,18.369,0.1036,False,False,False,bulk_1.0.0,0.0,1186512383115015026,0.9999978,827120231.0,,,
9,ztf,58913.53078699997,1159530783115015008,1,1159530783115,20.22512,1,1159,1.3851916,18.370237,18.3052,0.09464218,0.0688,281.9686284,60.6865158,0.95,t17_f5_c3,18.3651,0.0912,False,True,True,bulk_1.0.0,0.0,1186512383115015026,0.99999976,827120131.0,17.979616,0.06286495,0.06604445
10,ztf,58914.44592589978,1160445923115015004,1,1160445923115,18.699411,1,1160,1.3949673,18.27858,18.4828,0.124515474,0.3201,281.9686339,60.6865258,0.89857143,t17_f5_c3,18.6506,0.4795,False,True,True,bulk_1.0.0,0.0,1186512383115015026,0.9999752,827120131.0,17.914848,0.08700382,0.089069836
11,ztf,58914.548946800176,1160548943115015010,2,1160548943115,20.60942,1,1160,1.3603588,18.419477,18.394,0.06624047,0.0608,281.968673,60.6864992,0.94285715,t17_f5_c3,18.3495,0.073,False,True,True,bulk_1.0.0,0.0,1186512383115015026,0.99998397,827120231.0,17.820908,0.020478114,0.038167637
