,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59459.25379629992,1705253790015015003,2,1705253790015,20.1018,1,1705,3.7608,20.4267,19.8039,0.287074,0.2602,329.7622296,-4.9595438,0.367143,t17_f5_c3,19.7208,0.3081,False,False,False,correction_1.0.6,0.0,1.709235780015015e+18,,,,,
1,ztf,59461.25281250011,1707252810015015007,1,1707252810015,20.4714,1,1707,0.242024,20.5147,20.3682,0.28511,0.3564,329.7622642,-4.9596103,0.455714,t17_f5_c3,20.2991,0.4278,False,True,False,correction_1.0.6,0.0,1.709235780015015e+18,20.153488,0.20108424,0.20442219,,
2,ztf,59463.23578700004,1709235780015015010,1,1709235780015,20.361374,1,1709,0.20413671,20.079273,20.1599,0.16878007,0.3086,329.7622919,-4.9595861,0.8357143,t17_f5_c3,20.211,0.4136,True,True,False,correction_1.0.6,0.0,,19.824642,0.1307005,0.13349608,0.99999857,442120100.0
3,ztf,59463.28761570016,1709287610015015004,2,1709287610015,20.3342,1,1709,3.86632,20.3527,20.0971,0.25033,0.3366,329.7622688,-4.959591,0.548571,t17_f5_c3,20.2618,0.5,False,False,False,correction_1.0.6,0.0,1.713250400015015e+18,,,,,
4,ztf,59465.19412040012,1711194120015015006,2,1711194120015,20.1427,1,1711,4.10942,20.2917,20.6728,0.260255,0.6734,329.7622684,-4.9596598,0.607143,t17_f5_c3,20.2899,0.6063,False,False,False,correction_1.0.6,0.0,1.713250400015015e+18,,,,,
5,ztf,59467.250405100174,1713250400015015003,2,1713250400015,20.401255,1,1713,3.6902704,20.436073,20.7035,0.19840722,0.5703,329.7622855,-4.9595413,0.55714285,t17_f5_c3,20.3712,0.537,True,False,False,correction_1.0.6,0.0,,,,,0.99983346,442120200.0
