,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59394.346249999944,1640346253715015001,1,1640346253715,20.052176,1,1640,2.5631435,19.75804,19.868,0.17568165,0.3557,275.1987159,63.7108006,0.8471429,t17_f5_c3,0.999956,19.9598,0.4958,826120137,True,False,False,correction_0.0.1,0.0
1,ztf,59396.301342600025,1642301343715015003,1,1642301343715,20.640163,1,1642,2.513393,19.548843,19.6368,0.14269783,0.1607,275.1988207,63.7107973,0.92142856,t17_f5_c3,0.9999976,19.4908,0.1787,826120137,True,False,False,correction_0.0.1,0.0
2,ztf,59396.35368059995,1642353683715015002,2,1642353683715,20.39776,1,1642,2.5262647,19.675648,19.4864,0.14903969,0.1819,275.1988336,63.710787,0.9057143,t17_f5_c3,0.9993663,19.434,0.2206,826120237,True,False,False,correction_0.0.1,0.0
3,ztf,59399.29023149982,1645290233715015005,1,1645290233715,20.777111,1,1645,2.554767,19.465818,19.5218,0.11883379,0.1315,275.1987644,63.7107924,0.93714285,t17_f5_c3,0.99984396,19.3901,0.1478,826120137,True,False,False,correction_0.0.1,0.0
4,ztf,59399.348784700036,1645348783715015005,2,1645348783715,20.613083,1,1645,2.5746715,19.578823,19.3864,0.12039253,0.1366,275.1987576,63.7107849,0.9071429,t17_f5_c3,0.9999974,19.5579,0.202,826120237,True,False,False,correction_0.0.1,0.0
5,ztf,59401.35206020018,1647352063715015003,2,1647352063715,20.471748,1,1647,2.5792222,19.498158,19.4602,0.14284378,0.1531,275.1987686,63.710783,0.94857144,t17_f5_c3,0.9999606,19.257,0.1613,826120237,True,False,False,correction_0.0.1,0.0
6,ztf,59401.36704860022,1647367043715015006,1,1647367043715,20.602848,1,1647,2.5250776,19.276184,19.1844,0.10403282,0.102,275.198788,63.7107966,0.95,t17_f5_c3,0.9999998,19.1627,0.1268,826120137,True,False,False,correction_0.0.1,0.0
7,ztf,59403.32848379994,1649328483715015007,2,1649328483715,20.53124,1,1649,2.702307,19.365864,19.1445,0.12733012,0.1196,275.1987331,63.7107503,0.8971428,t17_f5_c3,0.9999956,19.1946,0.1584,826120237,True,False,False,correction_0.0.1,0.0
8,ztf,59403.3839004999,1649383903715015007,1,1649383903715,20.517992,1,1649,2.5861154,19.252995,19.4667,0.12829742,0.1532,275.1988439,63.7107732,0.92285717,t17_f5_c3,0.99999934,19.3584,0.1765,826120137,True,False,False,correction_0.0.1,0.0
9,ztf,59407.270717599895,1653270713715015007,1,1653270713715,20.54572,1,1653,2.5414758,19.55487,19.4347,0.15768711,0.1506,275.1987605,63.7107977,0.8742857,t17_f5_c3,0.9999955,19.3546,0.1778,826120137,True,False,False,correction_0.0.1,0.0
10,ztf,59407.32219910016,1653322193715015013,2,1653322193715,20.424385,1,1653,2.5333846,19.45109,19.4236,0.14308275,0.1693,275.1987214,63.7108021,0.91,t17_f5_c3,0.9999966,19.4989,0.2304,826120237,True,False,False,correction_0.0.1,0.0
11,ztf,59409.326770800166,1655326773715015007,1,1655326773715,20.569698,1,1655,2.515377,19.568176,19.5906,0.17711121,0.1696,275.1987154,63.7108127,0.72,t17_f5_c3,0.99999654,19.5424,0.2063,826120137,True,False,False,correction_0.0.1,0.0
12,ztf,59411.24510420021,1657245103715015009,2,1657245103715,20.248123,1,1657,2.6865683,19.594786,19.5174,0.15796767,0.2215,275.1986829,63.7107622,0.91,t17_f5_c3,0.9999598,19.6895,0.331,826120237,True,False,False,correction_0.0.1,0.0
