,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59404.34284720011,1650342842415015000,1,1650342842415,20.2973,1,1650,26.3462,20.6719,20.5141,0.248308,0.4681,295.7697808,83.5591044,0.398571,t17_f5_c3,20.2163,0.4573,False,False,False,correction_0.0.1,0.0,,,
1,ztf,59404.4243981,1650424392415015002,2,1650424392415,20.0986,1,1650,9.12778,20.3266,20.1798,0.247282,0.4345,295.7705699,83.5591257,0.307143,t17_f5_c3,19.8575,0.4146,False,False,False,correction_0.0.1,0.0,,,
2,ztf,59406.34846059978,1652348462415015005,2,1652348462415,20.162432,1,1652,9.095637,20.195942,19.9655,0.17621833,0.3435,295.7703337,83.5590958,0.4342857,t17_f5_c3,20.2992,0.5994,True,False,False,correction_0.0.1,0.0,0.99978554,876120224.0,
3,ztf,59408.32152780006,1654321522415015002,2,1654321522415,20.096489,1,1654,9.125107,19.807356,19.8743,0.1881729,0.3543,295.7704062,83.5590845,0.6528571,t17_f5_c3,19.9805,0.5009,True,False,False,correction_0.0.1,0.0,0.9957952,876120224.0,
4,ztf,59410.40105320001,1656401052415015000,2,1656401052415,20.1244,1,1656,9.30485,19.7502,19.2962,0.138983,0.1955,295.7706069,83.5590301,0.444286,t17_f5_c3,19.3716,0.2684,False,False,False,correction_0.0.1,0.0,,,
5,ztf,59412.331168999895,1658331162415015001,1,1658331162415,20.202396,1,1658,26.437195,19.766651,19.9835,0.19567654,0.3155,295.7699206,83.5590778,0.55285716,t17_f5_c3,20.138,0.4659,True,False,False,correction_0.0.1,0.0,0.99900293,876120124.0,
6,ztf,59412.399432899896,1658399432415015000,2,1658399432415,20.268288,1,1658,9.309931,19.723196,19.5124,0.13282782,0.2189,295.7706281,83.5590353,0.7128571,t17_f5_c3,19.3637,0.2449,True,False,False,correction_0.0.1,0.0,0.9997479,876120224.0,
7,ztf,59415.373205999844,1661373202415015001,2,1661373202415,20.166597,1,1661,8.996853,19.465267,19.6824,0.1145808,0.2756,295.7700275,83.5590901,0.8485714,t17_f5_c3,19.5334,0.3082,True,False,False,correction_0.0.1,0.0,0.9999958,876120224.0,
8,ztf,59415.373205999844,1661373202415065001,2,1661373202415,20.1666,1,1661,8.99685,19.4653,19.6824,0.114581,0.2756,295.7700275,83.5590901,0.848571,t17_f5_c3,19.5334,0.3082,False,False,False,correction_1.0.6,0.0,,,1.672340762415015e+18
9,ztf,59415.373205999844,1661373202415075001,2,1661373202415,20.1666,1,1661,8.99685,19.4653,19.6824,0.114581,0.2756,295.7700275,83.5590901,0.848571,t17_f5_c3,19.5334,0.3082,False,False,False,correction_1.0.6,0.0,,,1.676237622415015e+18
10,ztf,59415.45114579983,1661451142415065001,1,1661451142415,20.2426,1,1661,26.4934,19.6764,19.7004,0.138101,0.2212,295.7702906,83.5590612,0.748571,t17_f5_c3,19.5562,0.2481,False,False,False,correction_1.0.6,0.0,,,1.672340762415015e+18
11,ztf,59415.45114579983,1661451142415075001,1,1661451142415,20.2426,1,1661,26.4934,19.6764,19.7004,0.138101,0.2212,295.7702906,83.5590612,0.748571,t17_f5_c3,19.5562,0.2481,False,False,False,correction_1.0.6,0.0,,,1.676237622415015e+18
12,ztf,59415.45114579983,1661451142415015001,1,1661451142415,20.242575,1,1661,26.493395,19.676388,19.7004,0.13810125,0.2212,295.7702906,83.5590612,0.74857146,t17_f5_c3,19.5562,0.2481,True,False,False,correction_0.0.1,0.0,0.9999896,876120124.0,
13,ztf,59426.34076389996,1672340762415015000,1,1672340762415,20.262867,1,1672,26.512098,19.970001,20.0486,0.15060578,0.3373,295.7701984,83.5590574,0.79142857,t17_f5_c3,19.9826,0.4069,True,False,False,correction_1.0.6,0.0,0.9999204,876120124.0,
14,ztf,59428.255937499925,1674255932415015002,1,1674255932415,20.448103,1,1674,26.450922,20.186434,20.4594,0.17554069,0.4064,295.7698597,83.5590741,0.7542857,t17_f5_c3,20.296,0.4489,True,False,False,correction_1.0.6,0.0,0.9999529,876120124.0,
15,ztf,59428.392546299845,1674392542415015002,2,1674392542415,20.286848,1,1674,9.331156,19.978632,19.7236,0.16760117,0.2455,295.7706494,83.5590115,0.49714285,t17_f5_c3,19.661,0.2974,True,False,False,correction_1.0.6,0.0,0.99992883,876120224.0,
16,ztf,59430.23762729997,1676237622415015000,2,1676237622415,20.389992,1,1676,9.079374,19.93584,19.6891,0.16573024,0.2125,295.7699888,83.5590369,0.54714286,t17_f5_c3,19.6214,0.2558,True,False,False,correction_1.0.6,0.0,0.99997187,876120224.0,
17,ztf,59430.284270800184,1676284272415015000,1,1676284272415,20.544716,1,1676,26.693052,20.334923,20.1416,0.17672774,0.2803,295.7694321,83.5590053,0.61714286,t17_f5_c3,20.1963,0.3778,True,False,False,correction_1.0.6,0.0,0.99968857,876120124.0,
