,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59243.230474499986,1489230474815015004,1,1489230474815,18.523773,1,1489,1.552998,18.447145,18.167,0.1788965,0.2312,86.1917446,-20.905018,0.39285713,t17_f5_c3,0.99982345,18.1688,0.2973,256120148.0,True,False,False,correction_0.0.1,0.0,,,
1,ztf,59248.16761570005,1494167616115015005,2,1494167616115,19.86206,1,1494,0.3901084,18.571415,18.4451,0.08179915,0.1073,86.1916923,-20.9049429,0.9257143,t17_f5_c3,0.9986192,18.4482,0.1376,257120261.0,True,True,False,correction_0.0.1,0.0,18.546085,0.07980391,0.07991297
2,ztf,59248.2092708,1494209276115015013,1,1494209276115,20.17195,1,1494,0.94832927,18.522072,18.4462,0.102714635,0.0684,86.1916775,-20.9049463,0.92,t17_f5_c3,0.9999908,18.4196,0.0846,257120161.0,True,True,True,correction_0.0.1,0.0,18.455933,0.095490046,0.0966444
3,ztf,59249.147962999996,1495147964815015005,1,1495147964815,19.014915,1,1495,1.5648875,18.480076,18.4923,0.1440998,0.1639,86.1916533,-20.9049728,0.43571427,t17_f5_c3,0.99976104,18.4594,0.2039,256120148.0,True,False,False,correction_0.0.1,0.0,,,
4,ztf,59249.21065969998,1495210656115015012,1,1495210656115,18.9587,1,1495,0.865868,18.646,18.6449,0.219519,0.1674,86.1917429,-20.904992,0.368571,t17_f5_c3,,18.7052,0.2265,,False,True,True,correction_0.0.1,0.0,18.57213,0.20440954,0.20508043
5,ztf,59251.21060189977,1497210606115015005,2,1497210606115,19.917992,1,1497,0.55142933,18.55882,18.7056,0.10052381,0.108,86.1916932,-20.9049972,0.9128571,t17_f5_c3,0.99999976,18.6965,0.1367,257120261.0,True,True,False,correction_0.0.1,0.0,18.533781,0.09814527,0.098231986
6,ztf,59251.21153939981,1497211534815015002,2,1497211534815,19.543962,1,1497,6.8367076,18.639906,18.5397,0.121813215,0.1226,86.1917115,-20.9050129,0.5928571,t17_f5_c3,0.9999994,18.3876,0.1365,256120248.0,True,False,True,correction_0.0.1,0.0,,,
7,ztf,59251.25398149993,1497253986115015009,1,1497253986115,19.846771,1,1497,0.8821442,18.523306,18.5996,0.109119534,0.095,86.1916986,-20.9049467,0.88714284,t17_f5_c3,0.99999905,18.5451,0.1153,257120161.0,True,True,True,correction_0.0.1,0.0,18.457094,0.10157562,0.10266389
8,ztf,59253.20431709988,1499204316115015011,1,1499204316115,20.135006,1,1499,0.84240234,18.638283,18.5047,0.106750496,0.077,86.1917084,-20.9049429,0.9085714,t17_f5_c3,0.99999994,18.4421,0.0924,257120161.0,True,True,True,correction_0.0.1,0.0,18.564919,0.09840766,0.099775605
9,ztf,59253.20525459992,1499205254815015004,1,1499205254815,20.041777,1,1499,1.497755,18.680847,18.7808,0.12530795,0.1148,86.1916607,-20.9049545,0.85571426,t17_f5_c3,0.9999869,18.6767,0.1332,256120148.0,True,False,False,correction_0.0.1,0.0,,,
10,ztf,59253.27478010021,1499274786115015010,2,1499274786115,19.739302,1,1499,0.45359203,18.515764,18.7164,0.1061491,0.1228,86.1916788,-20.9049738,0.8528572,t17_f5_c3,0.99999624,18.714,0.1566,257120261.0,True,True,False,correction_0.0.1,0.0,18.491688,0.10374514,0.103821054
11,ztf,59255.168310199864,1501168314815015006,1,1501168314815,20.226515,1,1501,1.4507438,18.730036,18.7816,0.08167119,0.0856,86.191659,-20.9049368,0.9085714,t17_f5_c3,0.99999917,18.7539,0.1059,256120148.0,True,False,False,correction_0.0.1,0.0,,,
12,ztf,59255.20200229995,1501202006115015034,1,1501202006115,19.880728,1,1501,0.8692509,18.800388,18.6353,0.14402097,0.1031,86.1917167,-20.9049643,0.75,t17_f5_c3,0.9999964,18.5729,0.1238,257120161.0,True,True,True,correction_0.0.1,0.0,18.71566,0.13185926,0.13320938
13,ztf,59257.16809030017,1503168094815015012,1,1503168094815,20.23939,1,1503,1.583696,18.9778,18.8383,0.12537318,0.096,86.1916624,-20.9049853,0.79714286,t17_f5_c3,0.9999966,18.792,0.1171,256120148.0,True,False,False,correction_0.0.1,0.0,,,
14,ztf,59257.18986110017,1503189866115015008,2,1503189866115,20.357805,1,1503,0.4970574,18.808203,18.6896,0.07508082,0.0835,86.1917234,-20.9049609,0.85,t17_f5_c3,0.9999799,18.7958,0.1169,257120261.0,True,True,False,correction_0.0.1,0.0,18.77679,0.07275681,0.07293968
15,ztf,59257.24255790003,1503242554815015008,2,1503242554815,20.143194,1,1503,6.9688234,18.828365,18.8694,0.085290655,0.1091,86.1916885,-20.9049709,0.86714286,t17_f5_c3,0.99999905,18.7371,0.1232,256120248.0,True,False,True,correction_0.0.1,0.0,,,
16,ztf,59257.248356500175,1503248356115015010,1,1503248356115,20.373589,1,1503,0.8747584,18.931173,18.8379,0.13779886,0.0811,86.191714,-20.9049652,0.85714287,t17_f5_c3,0.9999881,18.8052,0.0997,257120161.0,True,True,True,correction_0.0.1,0.0,18.836061,0.124459244,0.12624119
17,ztf,59262.164178200066,1508164174815015004,1,1508164174815,19.472284,1,1508,1.8436155,19.45238,19.1713,0.21094947,0.2072,86.1915893,-20.9050259,0.22285715,t17_f5_c3,0.97934866,19.1524,0.2611,256120148.0,True,False,False,correction_0.0.1,0.0,,,
18,ztf,59262.165161999874,1508165166115015009,1,1508165166115,19.6545,1,1508,0.964199,19.4758,19.4119,0.239167,0.2145,86.1917464,-20.9050321,0.45,t17_f5_c3,,19.6149,0.331,,False,True,True,correction_0.0.1,0.0,19.322933,0.2051035,0.20775653
19,ztf,59262.18810189981,1508188106115015003,2,1508188106115,19.622995,1,1508,0.53593373,19.099146,18.8674,0.12496498,0.1583,86.1917649,-20.9049269,0.55142856,t17_f5_c3,0.9999782,18.8805,0.2054,257120261.0,True,True,False,correction_0.0.1,0.0,19.05826,0.12016052,0.120346576
20,ztf,59264.16745370021,1510167454815015004,2,1510167454815,19.476526,1,1510,7.02743,19.18642,19.3745,0.17362082,0.2852,86.1916669,-20.9049518,0.5985714,t17_f5_c3,0.9991994,19.2858,0.3376,256120248.0,True,False,True,correction_0.0.1,0.0,,,
21,ztf,59264.203229200095,1510203226115015005,2,1510203226115,19.62818,1,1510,0.3772464,19.097343,19.0858,0.1282266,0.1985,86.191681,-20.9049489,0.7842857,t17_f5_c3,0.9997804,19.0834,0.2541,257120261.0,True,True,False,correction_0.0.1,0.0,19.056524,0.12331449,0.12349521
22,ztf,59264.249050899874,1510249056115015006,1,1510249056115,19.4628,1,1510,1.18706,19.6966,19.9165,0.316002,0.4705,86.1916166,-20.9049847,0.41,t17_f5_c3,,19.7586,0.5224,,False,True,True,correction_0.0.1,0.0,19.512043,0.26367792,0.26660427
23,ztf,59266.18239580002,1512182394815015002,1,1512182394815,19.0611,1,1512,1.72847,19.3991,19.7606,0.340098,0.4469,86.1917029,-20.9050544,0.301429,t17_f5_c3,,19.7373,0.5618,,False,False,False,correction_0.0.1,0.0,,,
24,ztf,59266.21578700002,1512215784815015003,2,1512215784815,18.8219,1,1512,7.03892,19.0981,19.28,0.278019,0.3454,86.1916339,-20.9049446,0.157143,t17_f5_c3,,19.2081,0.4151,,False,False,True,correction_0.0.1,0.0,,,
25,ztf,59268.233298600186,1514233296115015013,2,1514233296115,19.3557,1,1514,0.47797,19.5194,19.52,0.217295,0.4335,86.1917256,-20.9049523,0.642857,t17_f5_c3,,19.584,0.5906,,False,True,False,correction_0.0.1,0.0,19.459711,0.20544356,0.20567158
26,ztf,59270.14688660018,1516146886115015008,2,1516146886115,19.368017,1,1516,0.82357806,19.20344,19.3489,0.17124501,0.3657,86.1916029,-20.9050889,0.6785714,t17_f5_c3,0.9999846,19.2504,0.4287,257120261.0,True,True,False,correction_0.0.1,0.0,19.158516,0.1641401,0.16430397
27,ztf,59270.147361100186,1516147364815015004,2,1516147364815,19.405788,1,1516,7.195767,19.288155,19.1349,0.19030072,0.291,86.1917224,-20.9049117,0.68714285,t17_f5_c3,0.99826694,19.2566,0.4176,256120248.0,True,False,True,correction_0.0.1,0.0,,,
28,ztf,59276.147338000126,1522147336115015004,2,1522147336115,19.94084,1,1522,0.3145427,19.489141,19.4754,0.1296633,0.2546,86.1916731,-20.9049318,0.86714286,t17_f5_c3,0.9999572,19.482,0.3282,257120261.0,True,True,False,correction_0.0.1,0.0,19.43105,0.12254585,0.12290812
29,ztf,59276.14781250013,1522147814815015006,2,1522147814815,19.86009,1,1522,6.896462,19.541428,19.9189,0.15864404,0.3883,86.1916451,-20.9049861,0.7442857,t17_f5_c3,0.9999925,19.7748,0.4365,256120248.0,True,False,True,correction_0.0.1,0.0,,,
30,ztf,59276.1686689998,1522168664815015006,1,1522168664815,19.8816,1,1522,1.96377,20.1771,20.4393,0.331615,0.5652,86.1916466,-20.9051017,0.42,t17_f5_c3,,20.6597,0.889,,False,False,False,correction_0.0.1,0.0,,,
31,ztf,59279.13839119999,1525138396115015008,2,1525138396115,19.601227,1,1525,0.9853405,19.48581,19.3178,0.19945513,0.2251,86.1917127,-20.905122,0.34285715,t17_f5_c3,0.80784404,19.2003,0.2591,257120261.0,True,True,False,correction_0.0.1,0.0,19.42789,0.18886022,0.18909413
